kept_index,curve_id,doi,doi_dir,top_dir,figure_folder,figure_label,figure_short,panel_letter,series_id,legend_hint,csv_path,max_x_hours,abs_max_pce,pce_at_200h,norm_pce_at_200h,delta_pce_rel_pct,max_pce_source,max_pce_bin,max_pce_bin_index,max_pce_bin_absolute,max_pce_bin_absolute_index,som_cluster_id,som_coord
536,550,10.1039/d0ra07254k,10.1039_d0ra07254k,x_time_day,Fig6_C_stability_performance_curve,Fig6_C,Fig6,_C,Series_1,W_O_DDQ,x_time_day/10.1039_d0ra07254k/Fig6_C_stability_performance_curve/accepted/10.1039_d0ra07254k__Fig6__C__stability_performance_curve__W_O_DDQ__Series_1.csv,640.7604213290388,18.351827330153107,16.257968196021007,0.8976879715919495,10.231203079223633,absolute,Q5,4,Q3,2,0,"(0,0)"
537,551,10.1039/d0ta01279c,10.1039_d0ta01279c,x_time_day,Fig3_F_stability_performance_curve_pce_eqe,Fig3_F,Fig3,_F,Series_1,TB(K),x_time_day/10.1039_d0ta01279c/Fig3_F_stability_performance_curve_pce_eqe/accepted/10.1039_d0ta01279c__Fig3__F__stability_performance_curve_pce_eqe__TB(K)__Series_1.csv,712.2196577031132,1.0011558679072872,0.9631618327430891,0.9727770090103149,2.722299098968506,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
538,552,10.1039/d0ta01279c,10.1039_d0ta01279c,x_time_day,Fig3_F_stability_performance_curve_pce_eqe,Fig3_F,Fig3,_F,Series_2,TB(Na),x_time_day/10.1039_d0ta01279c/Fig3_F_stability_performance_curve_pce_eqe/accepted/10.1039_d0ta01279c__Fig3__F__stability_performance_curve_pce_eqe__TB(Na)__Series_2.csv,712.2196577031132,1.0065835872164584,0.9848727099797737,0.9837627410888672,1.6237258911132812,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
539,553,10.1039/d0ta02437f,10.1039_d0ta02437f,x_time_day,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_1,3D,x_time_day/10.1039_d0ta02437f/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d0ta02437f__Fig6__A__stability_performance_curve_pce__3D__Series_1.csv,1494.837793409746,1.0020808812918358,0.9619979454201019,0.9706120491027832,2.9387950897216797,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
540,554,10.1039/d0ta03951a,10.1039_d0ta03951a,x_time_day,Fig7_A_pce,Fig7_A,Fig7,_A,Series_1,PSK_spiro_C,x_time_day/10.1039_d0ta03951a/Fig7_A_pce/accepted/10.1039_d0ta03951a__Fig7__A__pce__PSK_spiro_C__Series_1.csv,1954.1290382144186,1.0137749677850383,1.0051203345896669,0.9974195957183838,0.2580404281616211,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
541,555,10.1039/d0ta06646j,10.1039_d0ta06646j,x_time_day,Fig4_G_stability_performance_curve_pce,Fig4_G,Fig4,_G,Series_1,5nmPPX,x_time_day/10.1039_d0ta06646j/Fig4_G_stability_performance_curve_pce/accepted/10.1039_d0ta06646j__Fig4__G__stability_performance_curve_pce__5nmPPX__Series_1.csv,697.1758947173143,1.0017599499090628,0.9902457015248773,0.9885059595108032,1.1494040489196777,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
542,556,10.1039/d0ta06646j,10.1039_d0ta06646j,x_time_day,Fig4_G_stability_performance_curve_pce,Fig4_G,Fig4,_G,Series_2,1nmFPPX,x_time_day/10.1039_d0ta06646j/Fig4_G_stability_performance_curve_pce/accepted/10.1039_d0ta06646j__Fig4__G__stability_performance_curve_pce__1nmFPPX__Series_2.csv,707.4832275125152,1.0040627995859,0.8704975183293482,0.8884626030921936,11.153739929199219,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
543,557,10.1039/d0ta06646j,10.1039_d0ta06646j,x_time_day,Fig4_G_stability_performance_curve_pce,Fig4_G,Fig4,_G,Series_3,Uncoated,x_time_day/10.1039_d0ta06646j/Fig4_G_stability_performance_curve_pce/accepted/10.1039_d0ta06646j__Fig4__G__stability_performance_curve_pce__Uncoated__Series_3.csv,576.9236787733047,1.0040627995859,0.8221376751157692,0.8172168135643005,18.278318405151367,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
544,558,10.1039/d0ta10871e,10.1039_d0ta10871e,x_time_day,Fig5_F_stability_performance_curve_pce,Fig5_F,Fig5,_F,Series_1,pristine,x_time_day/10.1039_d0ta10871e/Fig5_F_stability_performance_curve_pce/accepted/10.1039_d0ta10871e__Fig5__F__stability_performance_curve_pce__pristine__Series_1.csv,2848.1297602743607,1.0013956143415847,0.9861242447179233,0.9898338913917542,1.016610860824585,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
545,559,10.1039/d0ta12509a,10.1039_d0ta12509a,x_time_day,Fig6_E_stability_performance_curve_pce,Fig6_E,Fig6,_E,Series_1,Reference,x_time_day/10.1039_d0ta12509a/Fig6_E_stability_performance_curve_pce/accepted/10.1039_d0ta12509a__Fig6__E__stability_performance_curve_pce__Reference__Series_1.csv,1424.841893752847,1.0064016672820986,0.9348096090357159,0.9370403289794922,6.295967102050781,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
546,560,10.1039/d0ta12509a,10.1039_d0ta12509a,x_time_day,Fig6_E_stability_performance_curve_pce,Fig6_E,Fig6,_E,Series_2,Optimized,x_time_day/10.1039_d0ta12509a/Fig6_E_stability_performance_curve_pce/accepted/10.1039_d0ta12509a__Fig6__E__stability_performance_curve_pce__Optimized__Series_2.csv,1406.440427150064,1.0093846697090312,0.9885036527205029,0.9881084561347961,1.1891543865203857,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
547,561,10.1039/d0tc01464h,10.1039_d0tc01464h,x_time_day,Fig5_C_eqe_curve_stability_performance,Fig5_C,Fig5,_C,Series_1,pristine,x_time_day/10.1039_d0tc01464h/Fig5_C_eqe_curve_stability_performance/accepted/10.1039_d0tc01464h__Fig5__C__eqe_curve_stability_performance__pristine__Series_1.csv,706.8023847530891,1.0202483029770724,1.0095414554172912,0.9914905428886414,0.8509457111358643,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
548,562,10.1039/d0tc01464h,10.1039_d0tc01464h,x_time_day,Fig5_C_eqe_curve_stability_performance,Fig5_C,Fig5,_C,Series_2,with_NH₂GACl,x_time_day/10.1039_d0tc01464h/Fig5_C_eqe_curve_stability_performance/accepted/10.1039_d0tc01464h__Fig5__C__eqe_curve_stability_performance__with_NH₂GACl__Series_2.csv,704.7848981932127,1.0496921337664702,1.0336318624267986,0.988757312297821,1.1242687702178955,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
549,563,10.1039/d0tc02535f,10.1039_d0tc02535f,x_time_day,Fig6_whole_stability,Fig6,Fig6,,Series_2,Control,x_time_day/10.1039_d0tc02535f/Fig6_whole_stability/accepted/10.1039_d0tc02535f__Fig6__whole__stability__Control__Series_2.csv,238.71647803280226,1.006389747477243,0.7523910796316352,0.7500821352005005,24.99178695678711,pre-normalised,Q4,3,n/a,-1,2,"(1,0)"
550,564,10.1039/d0tc03133j,10.1039_d0tc03133j,x_time_day,Fig6_D_stability_performance_curve_pce,Fig6_D,Fig6,_D,Series_1,Without_CB,x_time_day/10.1039_d0tc03133j/Fig6_D_stability_performance_curve_pce/accepted/10.1039_d0tc03133j__Fig6__D__stability_performance_curve_pce__Without_CB__Series_1.csv,355.9016836029192,1.0020449800829057,0.8348501785169389,0.8403544425964355,15.964555740356445,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
551,565,10.1039/d0tc04186f,10.1039_d0tc04186f,x_time_day,Fig7_A_stability_performance_curve,Fig7_A,Fig7,_A,Series_1,Pristine,x_time_day/10.1039_d0tc04186f/Fig7_A_stability_performance_curve/accepted/10.1039_d0tc04186f__Fig7__A__stability_performance_curve__Pristine__Series_1.csv,1363.017943705497,1.0421470691824721,1.011062993937393,0.9701220989227295,2.987790107727051,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
552,566,10.1039/d0tc04186f,10.1039_d0tc04186f,x_time_day,Fig7_B_stability_performance_curve,Fig7_B,Fig7,_B,Series_1,Pristine,x_time_day/10.1039_d0tc04186f/Fig7_B_stability_performance_curve/accepted/10.1039_d0tc04186f__Fig7__B__stability_performance_curve__Pristine__Series_1.csv,1350.978115296047,0.9995258076046052,0.9140711997770261,0.9145886898040771,8.541131019592285,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
553,567,10.1039/d0tc04624h,10.1039_d0tc04624h,x_time_day,Fig6_E_stability_performance_curve,Fig6_E,Fig6,_E,Series_2,without_CoBr2,x_time_day/10.1039_d0tc04624h/Fig6_E_stability_performance_curve/accepted/10.1039_d0tc04624h__Fig6__E__stability_performance_curve__without_CoBr2__Series_2.csv,2426.5757672205564,1.0055284919060894,0.9976355737218995,0.9968898296356201,0.3110170364379883,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
554,568,10.1039/d0tc05455k,10.1039_d0tc05455k,x_time_day,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_2,CsPbIBr₂,x_time_day/10.1039_d0tc05455k/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d0tc05455k__Fig6__A__stability_performance_curve_pce__CsPbIBr₂__Series_2.csv,711.7355658325321,1.0190237466539787,0.9565401403957219,0.9383788108825684,6.162118911743164,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
555,569,10.1039/d0tc05877g,10.1039_d0tc05877g,x_time_day,Fig9_whole_stability,Fig9,Fig9,,Series_2,o—ITO_SnO2_Perovskite,x_time_day/10.1039_d0tc05877g/Fig9_whole_stability/accepted/10.1039_d0tc05877g__Fig9__whole__stability__o—ITO_SnO2_Perovskite__Series_2.csv,471.3259211021858,18.61586874614535,17.231712658113523,0.9256972074508667,7.43027925491333,absolute,Q5,4,Q3,2,0,"(0,0)"
556,570,10.1039/d1na00172h,10.1039_d1na00172h,x_time_day,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_1,PSC-2,x_time_day/10.1039_d1na00172h/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d1na00172h__Fig6__A__stability_performance_curve_pce__PSC-2__Series_1.csv,2857.8516960949905,0.9994127423089071,0.9707359571221497,0.976543664932251,2.3456335067749023,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
557,571,10.1039/d1na00172h,10.1039_d1na00172h,x_time_day,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_2,PSC-Ref,x_time_day/10.1039_d1na00172h/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d1na00172h__Fig6__A__stability_performance_curve_pce__PSC-Ref__Series_2.csv,2841.8017342212042,0.9994127423089071,0.9185963476916816,0.9331566691398621,6.684332847595215,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
558,572,10.1039/d1nr03624f,10.1039_d1nr03624f,x_time_day,Fig6_D_stability_performance_curve_pce,Fig6_D,Fig6,_D,Series_1,3D,x_time_day/10.1039_d1nr03624f/Fig6_D_stability_performance_curve_pce/accepted/10.1039_d1nr03624f__Fig6__D__stability_performance_curve_pce__3D__Series_1.csv,1226.873721406501,1.0134548145934739,0.8960660258402757,0.8829933404922485,11.700666427612305,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
559,573,10.1039/d1qm00149c,10.1039_d1qm00149c,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,MAPbI3,x_time_day/10.1039_d1qm00149c/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d1qm00149c__Fig5__A__stability_performance_curve_pce__MAPbI3__Series_1.csv,2131.400347744734,0.9957662153313503,0.9431474748547782,0.9532507061958313,4.674929618835449,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
560,574,10.1039/d1qm00149c,10.1039_d1qm00149c,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_2,FA0.3MA0.7PbI3,x_time_day/10.1039_d1qm00149c/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d1qm00149c__Fig5__A__stability_performance_curve_pce__FA0.3MA0.7PbI3__Series_2.csv,2128.0457830203095,1.002080464188539,0.9684044702835328,0.9747233986854553,2.5276601314544678,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
561,575,10.1039/d1ra05399j,10.1039_d1ra05399j,x_time_day,Fig5_C_stability_performance_curve_pce,Fig5_C,Fig5,_C,Series_2,Control,x_time_day/10.1039_d1ra05399j/Fig5_C_stability_performance_curve_pce/accepted/10.1039_d1ra05399j__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv,712.6464538734206,1.005234610364729,0.8196579294318928,0.8243741989135742,17.562580108642578,pre-normalised,Q4,3,n/a,-1,2,"(1,0)"
562,576,10.1039/d1sc01416a,10.1039_d1sc01416a,x_time_day,Fig5_B_stability_performance_curve,Fig5_B,Fig5,_B,Series_1,Spiro-OMeTAD,x_time_day/10.1039_d1sc01416a/Fig5_B_stability_performance_curve/accepted/10.1039_d1sc01416a__Fig5__B__stability_performance_curve__Spiro-OMeTAD__Series_1.csv,1420.0044450733344,1.0040943785679755,0.9067551649900953,0.9155956506729126,8.440435409545898,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
563,577,10.1039/d1se00188d,10.1039_d1se00188d,x_time_day,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_1,Pristine,x_time_day/10.1039_d1se00188d/Fig5_D_stability_performance_curve_pce/accepted/10.1039_d1se00188d__Fig5__D__stability_performance_curve_pce__Pristine__Series_1.csv,1172.8323190094004,0.9998903957599715,0.9882895402814599,0.9906985759735107,0.9301424026489258,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
564,578,10.1039/d1se00192b,10.1039_d1se00192b,x_time_day,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_1,Control,x_time_day/10.1039_d1se00192b/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d1se00192b__Fig6__A__stability_performance_curve_pce__Control__Series_1.csv,239.02205788287526,1.0076295815280498,0.8737810400053596,0.8678812384605408,13.211875915527344,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
565,579,10.1039/d1ta04520b,10.1039_d1ta04520b,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Pristine,x_time_day/10.1039_d1ta04520b/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d1ta04520b__Fig5__A__stability_performance_curve_pce__Pristine__Series_1.csv,825.0788748636921,1.0011812509827531,0.9698440776437638,0.9724922180175781,2.7507781982421875,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
566,580,10.1039/d2cp02033e,10.1039_d2cp02033e,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,NiOx_C60_C70,x_time_day/10.1039_d2cp02033e/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d2cp02033e__Fig5__A__stability_performance_curve_pce__NiOx_C60_C70__Series_1.csv,358.83850481421297,1.0026317440109853,0.9177228363953271,0.915113627910614,8.48863697052002,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
567,581,10.1039/d2cp02033e,10.1039_d2cp02033e,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_2,PEDOT_PSS_PCBM,x_time_day/10.1039_d2cp02033e/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d2cp02033e__Fig5__A__stability_performance_curve_pce__PEDOT_PSS_PCBM__Series_2.csv,352.35823982292237,1.0026317440109853,0.8240733059368806,0.8219621181488037,17.803787231445312,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
568,582,10.1039/d2ra03411e,10.1039_d2ra03411e,x_time_day,Fig8_F_stability_performance_curve_pce,Fig8_F,Fig8,_F,Series_1,NiOx,x_time_day/10.1039_d2ra03411e/Fig8_F_stability_performance_curve_pce/accepted/10.1039_d2ra03411e__Fig8__F__stability_performance_curve_pce__NiOx__Series_1.csv,805.3718242904931,0.9785965678130429,0.7389971232937614,0.7626461386680603,23.73538589477539,pre-normalised,Q1,0,n/a,-1,2,"(1,0)"
569,586,10.1039/d2ta06092b,10.1039_d2ta06092b,x_time_day,Fig5_E_schematic_diagram_stability_performance_curve_pce,Fig5_E,Fig5,_E,Series_1,CsPbBr3,x_time_day/10.1039_d2ta06092b/Fig5_E_schematic_diagram_stability_performance_curve_pce/accepted/10.1039_d2ta06092b__Fig5__E__schematic_diagram_stability_performance_curve_pce__CsPbBr3__Series_1.csv,2354.5304891615765,1.0585575123515567,1.054918872994965,0.9965765476226807,0.3423452377319336,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
570,587,10.1039/d3ra00809f,10.1039_d3ra00809f,x_time_day,Fig4_C_stability_performance_curve_pce,Fig4_C,Fig4,_C,Series_1,Control,x_time_day/10.1039_d3ra00809f/Fig4_C_stability_performance_curve_pce/accepted/10.1039_d3ra00809f__Fig4__C__stability_performance_curve_pce__Control__Series_1.csv,667.2791192124093,1.0033937160056066,0.8802091531014851,0.8806771039962769,11.932289123535156,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
571,588,10.1039/d3ta01935g,10.1039_d3ta01935g,x_time_day,Fig5_E_stability_performance_curve_pce,Fig5_E,Fig5,_E,Series_1,Pure_iso-BA,x_time_day/10.1039_d3ta01935g/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d3ta01935g__Fig5__E__stability_performance_curve_pce__Pure_iso-BA__Series_1.csv,807.6839833573019,1.001838340541796,0.7202856228880494,0.7559223175048828,24.40776824951172,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
572,589,10.1039/d3ta01935g,10.1039_d3ta01935g,x_time_day,Fig5_E_stability_performance_curve_pce,Fig5_E,Fig5,_E,Series_3,Pure_F-PEA,x_time_day/10.1039_d3ta01935g/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d3ta01935g__Fig5__E__stability_performance_curve_pce__Pure_F-PEA__Series_3.csv,797.0707672798667,1.001838340541796,0.789237308844069,0.7879853844642639,21.201461791992188,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
573,590,10.1039/d3ta03423b,10.1039_d3ta03423b,x_time_day,Fig3_C_stability_performance_curve_pce,Fig3_C,Fig3,_C,Series_1,Reference,x_time_day/10.1039_d3ta03423b/Fig3_C_stability_performance_curve_pce/accepted/10.1039_d3ta03423b__Fig3__C__stability_performance_curve_pce__Reference__Series_1.csv,1417.4489076053926,1.0063703917769813,0.997392422702592,0.9910644888877869,0.8935511112213135,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
574,591,10.1039/d4ra00583j,10.1039_d4ra00583j,x_time_day,Fig7_whole_stability_performance_curve_pce,Fig7,Fig7,,Series_2,W_O_BA,x_time_day/10.1039_d4ra00583j/Fig7_whole_stability_performance_curve_pce/accepted/10.1039_d4ra00583j__Fig7__whole__stability_performance_curve_pce__W_O_BA__Series_2.csv,717.2408021288289,0.9993759125326134,0.9237261873535931,0.9303818345069885,6.961816787719727,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
575,592,10.1039/d4sc02020k,10.1039_d4sc02020k,x_time_day,Fig4_A_stability_performance_curve_image,Fig4_A,Fig4,_A,Series_1,PTAA_Li-TFSI,x_time_day/10.1039_d4sc02020k/Fig4_A_stability_performance_curve_image/accepted/10.1039_d4sc02020k__Fig4__A__stability_performance_curve_image__PTAA_Li-TFSI__Series_1.csv,941.3772256801999,1.0001006956233862,0.7831548911382084,0.8066116571426392,19.338834762573242,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
576,593,10.1039/d4sc02020k,10.1039_d4sc02020k,x_time_day,Fig4_A_stability_performance_curve_image,Fig4_A,Fig4,_A,Series_2,PTAA_Li-CYCLIC,x_time_day/10.1039_d4sc02020k/Fig4_A_stability_performance_curve_image/accepted/10.1039_d4sc02020k__Fig4__A__stability_performance_curve_image__PTAA_Li-CYCLIC__Series_2.csv,948.2085523142358,1.004716563803922,0.9100912661029401,0.9055995345115662,9.440046310424805,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
577,594,10.1039/d5sc04440e,10.1039_d5sc04440e,x_time_day,Fig4_A_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_1,PTAA_Li-TFSI,x_time_day/10.1039_d5sc04440e/Fig4_A_stability_performance_curve_pce/accepted/10.1039_d5sc04440e__Fig4__A__stability_performance_curve_pce__PTAA_Li-TFSI__Series_1.csv,719.8516908182936,1.0003719742145072,0.7535954668039195,0.7530574202537537,24.694257736206055,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
578,595,10.1063/5.0012646,10.1063_5.0012646,x_time_day,Fig4_B_stability_performance_curve_pce,Fig4_B,Fig4,_B,Series_1,PCBM_Ag,x_time_day/10.1063_5.0012646/Fig4_B_stability_performance_curve_pce/accepted/10.1063_5.0012646__Fig4__B__stability_performance_curve_pce__PCBM_Ag__Series_1.csv,354.21192558210373,9.05164177662655,7.609689328560714,0.8407317996025085,15.926819801330566,absolute,Q5,4,Q1,0,0,"(0,0)"
579,596,10.1088/1402-4896_ab90be,10.1088_1402-4896_ab90be,x_time_day,Fig9_A_pce,Fig9_A,Fig9,_A,Series_1,ImEu5,x_time_day/10.1088_1402-4896_ab90be/Fig9_A_pce/accepted/10.1088_1402-4896_ab90be__Fig9__A__pce__ImEu5__Series_1.csv,1463.1299396471768,1.0010298128224977,0.9213443390624716,0.9291402101516724,7.085978984832764,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
580,597,10.1088/1402-4896_ab90be,10.1088_1402-4896_ab90be,x_time_day,Fig9_A_pce,Fig9_A,Fig9,_A,Series_2,ImEu3,x_time_day/10.1088_1402-4896_ab90be/Fig9_A_pce/accepted/10.1088_1402-4896_ab90be__Fig9__A__pce__ImEu3__Series_2.csv,1463.1299396471768,1.0010298128224977,0.9752492183707245,0.9742645621299744,2.5735437870025635,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
581,598,10.1088/1402-4896_ab90be,10.1088_1402-4896_ab90be,x_time_day,Fig9_A_pce,Fig9_A,Fig9,_A,Series_3,ImEu1,x_time_day/10.1088_1402-4896_ab90be/Fig9_A_pce/accepted/10.1088_1402-4896_ab90be__Fig9__A__pce__ImEu1__Series_3.csv,1456.4189140435726,0.9986861224177911,0.9400938623001247,0.9507932066917419,4.920679092407227,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
582,599,10.1088/1402-4896_ab90be,10.1088_1402-4896_ab90be,x_time_day,Fig9_B_stability_performance_curve_pce,Fig9_B,Fig9,_B,Series_2,ImSb5,x_time_day/10.1088_1402-4896_ab90be/Fig9_B_stability_performance_curve_pce/accepted/10.1088_1402-4896_ab90be__Fig9__B__stability_performance_curve_pce__ImSb5__Series_2.csv,2358.5455900247134,1.0020861746850058,0.8877959227827341,0.9025248289108276,9.747516632080078,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
583,600,10.1088/1402-4896_ab90be,10.1088_1402-4896_ab90be,x_time_day,Fig9_B_stability_performance_curve_pce,Fig9_B,Fig9,_B,Series_3,ImSb3,x_time_day/10.1088_1402-4896_ab90be/Fig9_B_stability_performance_curve_pce/accepted/10.1088_1402-4896_ab90be__Fig9__B__stability_performance_curve_pce__ImSb3__Series_3.csv,2341.9272885367086,0.9997537205645513,0.9694318169986424,0.9696986079216003,3.030139207839966,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
584,601,10.1109/jphotov.2016.2600341,10.1109_jphotov.2016.2600341,x_time_day,Fig8_D_pce,Fig8_D,Fig8,_D,Series_1,"ZnO_CH,NH,PbI","x_time_day/10.1109_jphotov.2016.2600341/Fig8_D_pce/accepted/10.1109_jphotov.2016.2600341__Fig8__D__pce__ZnO_CH,NH,PbI__Series_1.csv",1191.9366635154415,7.888457902857415,7.888457902857415,0.9998974800109863,0.010251998901367188,absolute,Q5,4,Q1,0,0,"(0,0)"
585,602,10.1109/jphotov.2016.2600341,10.1109_jphotov.2016.2600341,x_time_day,Fig8_D_pce,Fig8_D,Fig8,_D,Series_2,ZnO_PCBM_CHNHPbI,x_time_day/10.1109_jphotov.2016.2600341/Fig8_D_pce/accepted/10.1109_jphotov.2016.2600341__Fig8__D__pce__ZnO_PCBM_CHNHPbI__Series_2.csv,1194.968606804497,11.59722659880209,11.51942026252353,0.9998693466186523,0.013065338134765625,absolute,Q5,4,Q1,0,0,"(0,0)"
586,603,10.1109/jphotov.2017.2775162,10.1109_jphotov.2017.2775162,x_time_day,Fig6_A_stability_performance_curve,Fig6_A,Fig6,_A,Series_2,without_substrate-preheating,x_time_day/10.1109_jphotov.2017.2775162/Fig6_A_stability_performance_curve/accepted/10.1109_jphotov.2017.2775162__Fig6__A__stability_performance_curve__without_substrate-preheating__Series_2.csv,429.03149791801496,0.9857399669460698,0.44813315659399267,0.45195579528808594,54.804420471191406,pre-normalised,Q1,0,n/a,-1,1,"(0,1)"
587,604,10.1134/s1063785020030153,10.1134_s1063785020030153,x_time_day,Fig3_A_stability_performance_curve_pce_ff,Fig3_A,Fig3,_A,Series_1,PSC(CH3NH3PbI3),x_time_day/10.1134_s1063785020030153/Fig3_A_stability_performance_curve_pce_ff/accepted/10.1134_s1063785020030153__Fig3__A__stability_performance_curve_pce_ff__PSC(CH3NH3PbI3)__Series_1.csv,1006.031326957606,10.42817694927899,9.685986269855992,0.9288906455039978,7.110935211181641,absolute,Q5,4,Q1,0,0,"(0,0)"
588,605,10.1142/s0218625x18501378,10.1142_s0218625x18501378,x_time_day,Fig9_whole_pce,Fig9,Fig9,,Series_1,x=0,x_time_day/10.1142_s0218625x18501378/Fig9_whole_pce/accepted/10.1142_s0218625x18501378__Fig9__whole__pce__x=0__Series_1.csv,479.57491290027906,1.0011035742258592,0.7958332401896159,0.8007649779319763,19.92350196838379,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
589,606,10.1186/s11671-019-2936-8,10.1186_s11671-019-2936-8,x_time_day,Fig4_A_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_1,Series_1,x_time_day/10.1186_s11671-019-2936-8/Fig4_A_stability_performance_curve_pce/accepted/10.1186_s11671-019-2936-8__Fig4__A__stability_performance_curve_pce__Series_1__Series_1.csv,706.8974295706391,1.0036023096078894,0.9490191268927243,0.9456557035446167,5.43442964553833,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
590,607,10.1186/s11671-020-03406-w,10.1186_s11671-020-03406-w,x_time_day,Fig4_D_jv_curve_stability_performance_pce,Fig4_D,Fig4,_D,Series_2,x=0,x_time_day/10.1186_s11671-020-03406-w/Fig4_D_jv_curve_stability_performance_pce/accepted/10.1186_s11671-020-03406-w__Fig4__D__jv_curve_stability_performance_pce__x=0__Series_2.csv,709.3930062390752,1.0011611919619996,0.8626990956390613,0.8661567568778992,13.384324073791504,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
591,608,10.3390/coatings14040409,10.3390_coatings14040409,x_time_day,Fig10_D_stability_performance_curve_pce,Fig10_D,Fig10,_D,Series_2,Reference,x_time_day/10.3390_coatings14040409/Fig10_D_stability_performance_curve_pce/accepted/10.3390_coatings14040409__Fig10__D__stability_performance_curve_pce__Reference__Series_2.csv,710.7290525665716,1.0037620475461637,0.8786437446902505,0.8748610019683838,12.513899803161621,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
