curve_id,source_file,record,series_name,som_node
图片127_cfb6747cd0,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_1__Series_1.csv,图片127,samples_test__unknown__unknown__图片127__Series_1__Series_1,3
图片127_fae8afb771,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_3__Series_3.csv,图片127,samples_test__unknown__unknown__图片127__Series_3__Series_3,0
图片12_8ead6ff972,lab-v2/som_references/accepted/samples_test/图片12/accepted/samples_test__unknown__unknown__图片12__Target__Series_2.csv,图片12,samples_test__unknown__unknown__图片12__Target__Series_2,2
图片12_c4564666ed,lab-v2/som_references/accepted/samples_test/图片12/accepted/samples_test__unknown__unknown__图片12__Control__Series_1.csv,图片12,samples_test__unknown__unknown__图片12__Control__Series_1,2
图片132_1d81c7ef0c,lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2.csv,图片132,samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2,2
图片132_55073daea0,lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__Sn_{$__Series_1.csv,图片132,samples_test__unknown__unknown__图片132__Sn_{$__Series_1,3
图片135_416420e73b,lab-v2/som_references/accepted/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_2__Series_2.csv,图片135,samples_test__unknown__unknown__图片135__Series_2__Series_2,3
图片135_d4e290896b,lab-v2/som_references/accepted/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_1__Series_1.csv,图片135,samples_test__unknown__unknown__图片135__Series_1__Series_1,2
图片136_2e27e42dd3,lab-v2/som_references/accepted/samples_test/图片136/accepted/samples_test__unknown__unknown__图片136__Target__Series_1.csv,图片136,samples_test__unknown__unknown__图片136__Target__Series_1,2
图片136_4d4220d0f1,lab-v2/som_references/accepted/samples_test/图片136/accepted/samples_test__unknown__unknown__图片136__Control__Series_2.csv,图片136,samples_test__unknown__unknown__图片136__Control__Series_2,2
图片141_7315da2cdf,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell3__Series_3.csv,图片141,samples_test__unknown__unknown__图片141__Cell3__Series_3,2
图片141_939b548eee,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,图片141,samples_test__unknown__unknown__图片141__Cell4__Series_4,2
图片141_a8a78a6cbb,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell2__Series_2.csv,图片141,samples_test__unknown__unknown__图片141__Cell2__Series_2,2
图片141_c22163c53e,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell1__Series_1.csv,图片141,samples_test__unknown__unknown__图片141__Cell1__Series_1,2
图片157_4e9fe149dd,lab-v2/som_references/accepted/samples_test/图片157/accepted/samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1.csv,图片157,samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1,2
图片159_41ff697bee,lab-v2/som_references/accepted/samples_test/图片159/accepted/samples_test__unknown__unknown__图片159__MeO-2PACz__Series_2.csv,图片159,samples_test__unknown__unknown__图片159__MeO-2PACz__Series_2,3
图片159_c223572492,lab-v2/som_references/accepted/samples_test/图片159/accepted/samples_test__unknown__unknown__图片159__PTAA__Series_1.csv,图片159,samples_test__unknown__unknown__图片159__PTAA__Series_1,2
图片160_68218de2a7,lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_1__Series_1.csv,图片160,samples_test__unknown__unknown__图片160__Series_1__Series_1,2
图片160_d690ea710f,lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,图片160,samples_test__unknown__unknown__图片160__Series_2__Series_2,2
图片162_44a16a7876,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,图片162,samples_test__unknown__unknown__图片162__Series_3__Series_3,2
图片162_d2a80a5e00,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,图片162,samples_test__unknown__unknown__图片162__Series_1__Series_1,0
图片162_d9ab854a2e,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,图片162,samples_test__unknown__unknown__图片162__Series_2__Series_2,3
图片163_9302500777,lab-v2/som_references/accepted/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Target__Series_2.csv,图片163,samples_test__unknown__unknown__图片163__Target__Series_2,3
图片163_c3cef6f5fd,lab-v2/som_references/accepted/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Control__Series_1.csv,图片163,samples_test__unknown__unknown__图片163__Control__Series_1,0
图片16_92ce9de464,lab-v2/som_references/accepted/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_1__Series_1.csv,图片16,samples_test__unknown__unknown__图片16__Series_1__Series_1,0
图片16_a271af3c1b,lab-v2/som_references/accepted/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_3__Series_3.csv,图片16,samples_test__unknown__unknown__图片16__Series_3__Series_3,3
图片16_d266b445b6,lab-v2/som_references/accepted/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_2__Series_2.csv,图片16,samples_test__unknown__unknown__图片16__Series_2__Series_2,1
图片172_00449ea194,lab-v2/som_references/accepted/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_2__Series_2.csv,图片172,samples_test__unknown__unknown__图片172__Series_2__Series_2,3
图片172_1500c740de,lab-v2/som_references/accepted/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_3__Series_3.csv,图片172,samples_test__unknown__unknown__图片172__Series_3__Series_3,3
图片172_7ed83eec00,lab-v2/som_references/accepted/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_1__Series_1.csv,图片172,samples_test__unknown__unknown__图片172__Series_1__Series_1,0
图片17_9cc1fbc4c1,lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,图片17,samples_test__unknown__unknown__图片17__Series_1__Series_1,2
图片17_b497897586,lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_2__Series_2.csv,图片17,samples_test__unknown__unknown__图片17__Series_2__Series_2,3
图片180_b28007d4ae,lab-v2/som_references/accepted/samples_test/图片180/accepted/samples_test__unknown__unknown__图片180__Ctrl__Series_1.csv,图片180,samples_test__unknown__unknown__图片180__Ctrl__Series_1,0
图片180_d5cbad9ce6,lab-v2/som_references/accepted/samples_test/图片180/accepted/samples_test__unknown__unknown__图片180__Target__Series_2.csv,图片180,samples_test__unknown__unknown__图片180__Target__Series_2,3
图片183_3ad46164c8,lab-v2/som_references/accepted/samples_test/图片183/accepted/samples_test__unknown__unknown__图片183__Series_2__Series_2.csv,图片183,samples_test__unknown__unknown__图片183__Series_2__Series_2,0
图片183_dc8e592d8b,lab-v2/som_references/accepted/samples_test/图片183/accepted/samples_test__unknown__unknown__图片183__Series_1__Series_1.csv,图片183,samples_test__unknown__unknown__图片183__Series_1__Series_1,1
图片184_507faa5323,lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__Pristine__Series_1.csv,图片184,samples_test__unknown__unknown__图片184__Pristine__Series_1,2
图片184_6dd94ccd86,lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,图片184,samples_test__unknown__unknown__图片184__OCT-doped__Series_2,2
图片190_46e98c994b,lab-v2/som_references/accepted/samples_test/图片190/accepted/samples_test__unknown__unknown__图片190__Control__Series_1.csv,图片190,samples_test__unknown__unknown__图片190__Control__Series_1,3
图片193_0c17e012f8,lab-v2/som_references/accepted/samples_test/图片193/accepted/samples_test__unknown__unknown__图片193__Series_1__Series_1.csv,图片193,samples_test__unknown__unknown__图片193__Series_1__Series_1,1
图片197_80552e30c2,lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2.csv,图片197,samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2,2
图片197_d52078c7d4,lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1.csv,图片197,samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1,2
图片19_357d04a2ef,lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2.csv,图片19,samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2,2
图片19_b6c1315f5c,lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,图片19,samples_test__unknown__unknown__图片19__SAM__Series_1,2
图片202_029296e6ba,lab-v2/som_references/accepted/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBGPSCs_with_YbOx__Series_2.csv,图片202,samples_test__unknown__unknown__图片202__WBGPSCs_with_YbOx__Series_2,1
图片202_24972422a1,lab-v2/som_references/accepted/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBG_PSCs_withBCP__Series_1.csv,图片202,samples_test__unknown__unknown__图片202__WBG_PSCs_withBCP__Series_1,2
图片203_16a7222a72,lab-v2/som_references/accepted/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__0--Control__Series_1.csv,图片203,samples_test__unknown__unknown__图片203__0--Control__Series_1,3
图片203_d202464f39,lab-v2/som_references/accepted/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__DMPESI__Series_2.csv,图片203,samples_test__unknown__unknown__图片203__DMPESI__Series_2,2
图片204_1ffdd0ff20,lab-v2/som_references/accepted/samples_test/图片204/accepted/samples_test__unknown__unknown__图片204__Series_2__Series_2.csv,图片204,samples_test__unknown__unknown__图片204__Series_2__Series_2,2
图片204_6b1b2d067d,lab-v2/som_references/accepted/samples_test/图片204/accepted/samples_test__unknown__unknown__图片204__Series_1__Series_1.csv,图片204,samples_test__unknown__unknown__图片204__Series_1__Series_1,3
图片205_1de446d485,lab-v2/som_references/accepted/samples_test/图片205/accepted/samples_test__unknown__unknown__图片205__Series_1__Series_1.csv,图片205,samples_test__unknown__unknown__图片205__Series_1__Series_1,0
图片205_b3846cfa76,lab-v2/som_references/accepted/samples_test/图片205/accepted/samples_test__unknown__unknown__图片205__Series_2__Series_2.csv,图片205,samples_test__unknown__unknown__图片205__Series_2__Series_2,0
图片28_256b0ae51b,lab-v2/som_references/accepted/samples_test/图片28/accepted/samples_test__unknown__unknown__图片28__Series_1__Series_1.csv,图片28,samples_test__unknown__unknown__图片28__Series_1__Series_1,3
图片28_9a4cdc85fc,lab-v2/som_references/accepted/samples_test/图片28/accepted/samples_test__unknown__unknown__图片28__Series_2__Series_2.csv,图片28,samples_test__unknown__unknown__图片28__Series_2__Series_2,3
图片33_093a67ddfe,lab-v2/som_references/accepted/samples_test/图片33/accepted/samples_test__unknown__unknown__图片33__AZO_SnOx__Series_1.csv,图片33,samples_test__unknown__unknown__图片33__AZO_SnOx__Series_1,2
图片33_d23b550cfe,lab-v2/som_references/accepted/samples_test/图片33/accepted/samples_test__unknown__unknown__图片33__0—AZO__Series_2.csv,图片33,samples_test__unknown__unknown__图片33__0—AZO__Series_2,1
图片35_3575e71e8c,lab-v2/som_references/accepted/samples_test/图片35/accepted/samples_test__unknown__unknown__图片35__Series_1__Series_1.csv,图片35,samples_test__unknown__unknown__图片35__Series_1__Series_1,2
图片37_c2a73bab38,lab-v2/som_references/accepted/samples_test/图片37/accepted/samples_test__unknown__unknown__图片37__Series_1__Series_1.csv,图片37,samples_test__unknown__unknown__图片37__Series_1__Series_1,0
图片37_f594d68bde,lab-v2/som_references/accepted/samples_test/图片37/accepted/samples_test__unknown__unknown__图片37__Series_2__Series_2.csv,图片37,samples_test__unknown__unknown__图片37__Series_2__Series_2,3
图片39_52020a09a1,lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_2__Series_2.csv,图片39,samples_test__unknown__unknown__图片39__Series_2__Series_2,2
图片39_6dfc311fc6,lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_1__Series_1.csv,图片39,samples_test__unknown__unknown__图片39__Series_1__Series_1,2
图片42_f37b3f4894,lab-v2/som_references/accepted/samples_test/图片42/accepted/samples_test__unknown__unknown__图片42__Series_1__Series_1.csv,图片42,samples_test__unknown__unknown__图片42__Series_1__Series_1,3
图片42_fc20d8b062,lab-v2/som_references/accepted/samples_test/图片42/accepted/samples_test__unknown__unknown__图片42__Series_2__Series_2.csv,图片42,samples_test__unknown__unknown__图片42__Series_2__Series_2,0
图片47_2e11cc21a9,lab-v2/som_references/accepted/samples_test/图片47/accepted/samples_test__unknown__unknown__图片47__PTAA_BCP__Series_2.csv,图片47,samples_test__unknown__unknown__图片47__PTAA_BCP__Series_2,2
图片47_eb2fe59862,lab-v2/som_references/accepted/samples_test/图片47/accepted/samples_test__unknown__unknown__图片47__EtCz3EPA_PTAA_BCP__Series_1.csv,图片47,samples_test__unknown__unknown__图片47__EtCz3EPA_PTAA_BCP__Series_1,2
图片48_1a4520b70c,lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.csv,图片48,samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1,2
图片48_cf162c1fe3,lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA__Series_2.csv,图片48,samples_test__unknown__unknown__图片48__EtCz3EPA__Series_2,2
图片48_d7adcc3df7,lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__PTAA_BCP__Series_3.csv,图片48,samples_test__unknown__unknown__图片48__PTAA_BCP__Series_3,3
图片50_f893c166de,lab-v2/som_references/accepted/samples_test/图片50/accepted/samples_test__unknown__unknown__图片50__Series_1__Series_1.csv,图片50,samples_test__unknown__unknown__图片50__Series_1__Series_1,2
图片58_365cfd8ab3,lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_2__Series_2.csv,图片58,samples_test__unknown__unknown__图片58__Series_2__Series_2,2
图片58_712607914b,lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_1__Series_1.csv,图片58,samples_test__unknown__unknown__图片58__Series_1__Series_1,2
图片58_7752eda896,lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_3__Series_3.csv,图片58,samples_test__unknown__unknown__图片58__Series_3__Series_3,2
图片59_b33cd1e57a,lab-v2/som_references/accepted/samples_test/图片59/accepted/samples_test__unknown__unknown__图片59__Target__Series_2.csv,图片59,samples_test__unknown__unknown__图片59__Target__Series_2,0
图片59_ff131ffd27,lab-v2/som_references/accepted/samples_test/图片59/accepted/samples_test__unknown__unknown__图片59__Control__Series_1.csv,图片59,samples_test__unknown__unknown__图片59__Control__Series_1,0
图片62_425477c17e,lab-v2/som_references/accepted/samples_test/图片62/accepted/samples_test__unknown__unknown__图片62__Series_2__Series_2.csv,图片62,samples_test__unknown__unknown__图片62__Series_2__Series_2,3
图片62_ec636b173b,lab-v2/som_references/accepted/samples_test/图片62/accepted/samples_test__unknown__unknown__图片62__Series_1__Series_1.csv,图片62,samples_test__unknown__unknown__图片62__Series_1__Series_1,0
图片63_301f8e7e3d,lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_Y6__Series_1.csv,图片63,samples_test__unknown__unknown__图片63__PM6_Y6__Series_1,0
图片63_4b738e48d9,lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_TDY-β__Series_3.csv,图片63,samples_test__unknown__unknown__图片63__PM6_TDY-β__Series_3,3
图片63_60e94766c3,lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_TDY-a__Series_2.csv,图片63,samples_test__unknown__unknown__图片63__PM6_TDY-a__Series_2,3
图片68_5e6164edc9,lab-v2/som_references/accepted/samples_test/图片68/accepted/samples_test__unknown__unknown__图片68__Series_1__Series_1.csv,图片68,samples_test__unknown__unknown__图片68__Series_1__Series_1,3
图片68_e81edd4f44,lab-v2/som_references/accepted/samples_test/图片68/accepted/samples_test__unknown__unknown__图片68__Series_2__Series_2.csv,图片68,samples_test__unknown__unknown__图片68__Series_2__Series_2,2
图片70_793ba9d20b,lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_1__Series_1.csv,图片70,samples_test__unknown__unknown__图片70__Series_1__Series_1,2
图片70_96d1f9bb01,lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_3__Series_3.csv,图片70,samples_test__unknown__unknown__图片70__Series_3__Series_3,2
图片70_e0865bc345,lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_2__Series_2.csv,图片70,samples_test__unknown__unknown__图片70__Series_2__Series_2,2
图片71_c5c3484144,lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Target__Series_1.csv,图片71,samples_test__unknown__unknown__图片71__Target__Series_1,0
图片71_f4e0faab87,lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Control__Series_2.csv,图片71,samples_test__unknown__unknown__图片71__Control__Series_2,3
图片74_041c42f84e,lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_2__Series_2.csv,图片74,samples_test__unknown__unknown__图片74__Series_2__Series_2,2
图片74_8144fcd699,lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_1__Series_1.csv,图片74,samples_test__unknown__unknown__图片74__Series_1__Series_1,2
图片74_8e33f022bd,lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_3__Series_3.csv,图片74,samples_test__unknown__unknown__图片74__Series_3__Series_3,2
图片75_28d00e69a3,lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__Ceo-based_device(encapsulated)__Series_2.csv,图片75,samples_test__unknown__unknown__图片75__Ceo-based_device(encapsulated)__Series_2,3
图片75_64c7ef280b,lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__SnOx-based_device_(unencapsulated)__Series_1.csv,图片75,samples_test__unknown__unknown__图片75__SnOx-based_device_(unencapsulated)__Series_1,2
图片78_bffccff2c4,lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_1__Series_1.csv,图片78,samples_test__unknown__unknown__图片78__Series_1__Series_1,0
图片78_c1a766169b,lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_2__Series_2.csv,图片78,samples_test__unknown__unknown__图片78__Series_2__Series_2,0
图片85_18c67b503a,lab-v2/som_references/accepted/samples_test/图片85/accepted/samples_test__unknown__unknown__图片85__NBG_PSCs_with_YbOx__Series_1.csv,图片85,samples_test__unknown__unknown__图片85__NBG_PSCs_with_YbOx__Series_1,3
图片87_3ff0e4a7d8,lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_1__Series_1.csv,图片87,samples_test__unknown__unknown__图片87__Series_1__Series_1,2
图片87_7e7efde409,lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_2__Series_2.csv,图片87,samples_test__unknown__unknown__图片87__Series_2__Series_2,2
图片88_07ebc80000,lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_1__Series_1.csv,图片88,samples_test__unknown__unknown__图片88__Series_1__Series_1,3
图片88_095c90edd9,lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_3__Series_3.csv,图片88,samples_test__unknown__unknown__图片88__Series_3__Series_3,2
图片88_3eac1d8a9e,lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_2__Series_2.csv,图片88,samples_test__unknown__unknown__图片88__Series_2__Series_2,2
图片89_316290ebc5,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA__Series_2.csv,图片89,samples_test__unknown__unknown__图片89__EtCz3EPA__Series_2,2
图片89_89fab71596,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA_PTAA_BCP__Series_1.csv,图片89,samples_test__unknown__unknown__图片89__EtCz3EPA_PTAA_BCP__Series_1,2
图片89_f6c024444a,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.csv,图片89,samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3,2
图片90_7b529f4afd,lab-v2/som_references/accepted/samples_test/图片90/accepted/samples_test__unknown__unknown__图片90__Series_1__Series_1.csv,图片90,samples_test__unknown__unknown__图片90__Series_1__Series_1,2
图片98_e5f7bc41cb,lab-v2/som_references/accepted/samples_test/图片98/accepted/samples_test__unknown__unknown__图片98__Series_1__Series_1.csv,图片98,samples_test__unknown__unknown__图片98__Series_1__Series_1,3
