curve_id,top_dir,doi,doi_dir,figure_folder,figure_label,figure_short,panel_letter,series_id,legend_hint,unit_label,unit_factor,max_x_raw,max_x_hours,n_points,csv_path
17,x_time_day,10.1002/adfm.201900221,10.1002_adfm.201900221,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_2,F-PEAI,days,24.0,39.351911071882704,944.4458657251848,59,x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__F-PEAI__Series_2.csv
18,x_time_day,10.1002/adfm.202000778,10.1002_adfm.202000778,Fig6_C_stability_performance_curve,Fig6_C,Fig6,_C,Series_1,MAPbI₃,days,24.0,59.239448901992624,1421.746773647823,55,x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/accepted/10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1.csv
19,x_time_day,10.1002/adfm.202000778,10.1002_adfm.202000778,Fig6_D_stability_performance_curve_pce,Fig6_D,Fig6,_D,Series_2,MAPbI₃,days,24.0,15.814377901319212,379.5450696316611,48,x_time_day/10.1002_adfm.202000778/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adfm.202000778__Fig6__D__stability_performance_curve_pce__MAPbI₃__Series_2.csv
20,x_time_day,10.1002/adfm.202001418,10.1002_adfm.202001418,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_1,T—ITO_PCgBM,days,24.0,59.59519157877877,1430.2845978906903,81,x_time_day/10.1002_adfm.202001418/Fig6_A_stability_performance_curve_pce/accepted/10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce__T—ITO_PCgBM__Series_1.csv
21,x_time_day,10.1002/adfm.202001557,10.1002_adfm.202001557,Fig4_B_pce,Fig4_B,Fig4,_B,Series_1,perovskite,days,24.0,9.805357716724487,235.32858520138768,39,x_time_day/10.1002_adfm.202001557/Fig4_B_pce/accepted/10.1002_adfm.202001557__Fig4__B__pce__perovskite__Series_1.csv
22,x_time_day,10.1002/adfm.202004209,10.1002_adfm.202004209,Fig11_C_stability_performance_curve_pce,Fig11_C,Fig11,_C,Series_2,SnO2,days,24.0,28.330537476672507,679.9328994401402,12,x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/accepted/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv
23,x_time_day,10.1002/adfm.202008052,10.1002_adfm.202008052,Fig7_G_decay,Fig7_G,Fig7,_G,Series_1,W_o_MoOx,days,24.0,24.116963369189975,578.8071208605594,44,x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_o_MoOx__Series_1.csv
24,x_time_day,10.1002/adfm.202008052,10.1002_adfm.202008052,Fig7_G_decay,Fig7_G,Fig7,_G,Series_2,W_MoOx,days,24.0,29.702611888984848,712.8626853356363,53,x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_MoOx__Series_2.csv
25,x_time_day,10.1002/adfm.202101568,10.1002_adfm.202101568,Fig6_F_stability_performance_curve_pce,Fig6_F,Fig6,_F,Series_2,Without_HOCP,days,24.0,29.423693218333675,706.1686372400081,45,x_time_day/10.1002_adfm.202101568/Fig6_F_stability_performance_curve_pce/accepted/10.1002_adfm.202101568__Fig6__F__stability_performance_curve_pce__Without_HOCP__Series_2.csv
26,x_time_day,10.1002/adfm.202106560,10.1002_adfm.202106560,Fig4_A_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_1,FASnl-based_perovskite_with_HTL,days,24.0,39.70164234531285,952.8394162875084,54,x_time_day/10.1002_adfm.202106560/Fig4_A_stability_performance_curve_pce/accepted/10.1002_adfm.202106560__Fig4__A__stability_performance_curve_pce__FASnl-based_perovskite_with_HTL__Series_1.csv
27,x_time_day,10.1002/adfm.202111116,10.1002_adfm.202111116,Fig5_A_stability_performance_curve,Fig5_A,Fig5,_A,Series_1,optimized_device,days,24.0,98.14443395941262,2355.466415025903,59,x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/accepted/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv
28,x_time_day,10.1002/adfm.202204450,10.1002_adfm.202204450,Fig1_E_stability_performance_curve_pce,Fig1_E,Fig1,_E,Series_2,Control,days,24.0,59.07858121007098,1417.8859490417035,52,x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/accepted/10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2.csv
29,x_time_day,10.1002/adfm.202204450,10.1002_adfm.202204450,Fig1_F_stability,Fig1_F,Fig1,_F,Series_1,Control,days,24.0,19.595033773169135,470.28081055605924,52,x_time_day/10.1002_adfm.202204450/Fig1_F_stability/accepted/10.1002_adfm.202204450__Fig1__F__stability__Control__Series_1.csv
30,x_time_day,10.1002/adma.201606806,10.1002_adma.201606806,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Control,days,24.0,44.000008571504644,1056.0002057161114,56,x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv
31,x_time_day,10.1002/adma.201606806,10.1002_adma.201606806,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_2,PCBM,days,24.0,43.1850151963993,1036.4403647135832,54,x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__PCBM__Series_2.csv
32,x_time_day,10.1002/adma.201700607,10.1002_adma.201700607,Fig2_F_stability_performance_curve_pce,Fig2_F,Fig2,_F,Series_1,ICBA-mixture,days,24.0,29.642052543188463,711.409261036523,61,x_time_day/10.1002_adma.201700607/Fig2_F_stability_performance_curve_pce/accepted/10.1002_adma.201700607__Fig2__F__stability_performance_curve_pce__ICBA-mixture__Series_1.csv
33,x_time_day,10.1002/adma.201706975,10.1002_adma.201706975,Fig4_A_stability_performance_curve,Fig4_A,Fig4,_A,Series_2,TiO2,days,24.0,19.868352094236826,476.8404502616838,63,x_time_day/10.1002_adma.201706975/Fig4_A_stability_performance_curve/accepted/10.1002_adma.201706975__Fig4__A__stability_performance_curve__TiO2__Series_2.csv
34,x_time_day,10.1002/adma.201900605,10.1002_adma.201900605,Fig5_F_stability_performance_curve_pce,Fig5_F,Fig5,_F,Series_2,CsPbl,days,24.0,22.067107569844495,529.6105816762679,38,x_time_day/10.1002_adma.201900605/Fig5_F_stability_performance_curve_pce/accepted/10.1002_adma.201900605__Fig5__F__stability_performance_curve_pce__CsPbl__Series_2.csv
35,x_time_day,10.1002/adma.201902902,10.1002_adma.201902902,Fig6_D_stability_performance_curve_pce,Fig6_D,Fig6,_D,Series_1,1TSnO₂,days,24.0,34.25160802350116,822.0385925640279,48,x_time_day/10.1002_adma.201902902/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adma.201902902__Fig6__D__stability_performance_curve_pce__1TSnO₂__Series_1.csv
36,x_time_day,10.1002/adma.201907623,10.1002_adma.201907623,Fig4_D_stability_performance_curve_pce,Fig4_D,Fig4,_D,Series_1,0.0%PHCI,days,24.0,16.165455737528763,387.97093770069034,12,x_time_day/10.1002_adma.201907623/Fig4_D_stability_performance_curve_pce/accepted/10.1002_adma.201907623__Fig4__D__stability_performance_curve_pce__0.0%PHCI__Series_1.csv
37,x_time_day,10.1002/adma.201907864,10.1002_adma.201907864,Fig1_F_stability_performance_curve_pce,Fig1_F,Fig1,_F,Series_2,Reference,days,24.0,39.57386041971468,949.7726500731522,56,x_time_day/10.1002_adma.201907864/Fig1_F_stability_performance_curve_pce/accepted/10.1002_adma.201907864__Fig1__F__stability_performance_curve_pce__Reference__Series_2.csv
38,x_time_day,10.1002/adma.201907864,10.1002_adma.201907864,Fig1_F_stability_performance_curve_pce,Fig1_F,Fig1,_F,Series_3,1%_H₂O,days,24.0,39.64547546963631,951.4914112712714,53,x_time_day/10.1002_adma.201907864/Fig1_F_stability_performance_curve_pce/accepted/10.1002_adma.201907864__Fig1__F__stability_performance_curve_pce__1%_H₂O__Series_3.csv
39,x_time_day,10.1002/admi.201900939,10.1002_admi.201900939,Fig11_D_pce,Fig11_D,Fig11,_D,Series_2,Standard,days,24.0,26.56514738197508,637.5635371674019,49,x_time_day/10.1002_admi.201900939/Fig11_D_pce/accepted/10.1002_admi.201900939__Fig11__D__pce__Standard__Series_2.csv
40,x_time_day,10.1002/admi.202101463,10.1002_admi.202101463,Fig7_B_stability_performance_curve_pce,Fig7_B,Fig7,_B,Series_1,Pristine,days,24.0,11.929798649661992,286.3151675918878,25,x_time_day/10.1002_admi.202101463/Fig7_B_stability_performance_curve_pce/accepted/10.1002_admi.202101463__Fig7__B__stability_performance_curve_pce__Pristine__Series_1.csv
41,x_time_day,10.1002/advs.201801715,10.1002_advs.201801715,Fig5_A_sem_image_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Control,days,24.0,15.873717703349678,380.9692248803923,52,x_time_day/10.1002_advs.201801715/Fig5_A_sem_image_stability_performance_curve_pce/accepted/10.1002_advs.201801715__Fig5__A__sem_image_stability_performance_curve_pce__Control__Series_1.csv
42,x_time_day,10.1002/advs.202004662,10.1002_advs.202004662,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_2,pristine_TiO₂,days,24.0,111.02630832282131,2664.6313997477114,38,x_time_day/10.1002_advs.202004662/Fig5_A_stability_performance_curve_pce/accepted/10.1002_advs.202004662__Fig5__A__stability_performance_curve_pce__pristine_TiO₂__Series_2.csv
43,x_time_day,10.1002/advs.202101418,10.1002_advs.202101418,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,W_o_Ti₃C2C1x,days,24.0,14.649015535288083,351.57637284691396,22,x_time_day/10.1002_advs.202101418/Fig5_A_stability_performance_curve_pce/accepted/10.1002_advs.202101418__Fig5__A__stability_performance_curve_pce__W_o_Ti₃C2C1x__Series_1.csv
44,x_time_day,10.1002/aenm.201501354,10.1002_aenm.201501354,Fig9_C_stability_performance_curve,Fig9_C,Fig9,_C,Series_1,Device_based_on_C-PbI₂,days,24.0,36.11208406052437,866.6900174525848,50,x_time_day/10.1002_aenm.201501354/Fig9_C_stability_performance_curve/accepted/10.1002_aenm.201501354__Fig9__C__stability_performance_curve__Device_based_on_C-PbI₂__Series_1.csv
45,x_time_day,10.1002/aenm.201502206,10.1002_aenm.201502206,Fig7_A_pce,Fig7_A,Fig7,_A,Series_1,S1,days,24.0,9.9890865780509,239.73807787322158,79,x_time_day/10.1002_aenm.201502206/Fig7_A_pce/accepted/10.1002_aenm.201502206__Fig7__A__pce__S1__Series_1.csv
46,x_time_day,10.1002/aenm.201502206,10.1002_aenm.201502206,Fig7_A_pce,Fig7_A,Fig7,_A,Series_2,S3,days,24.0,9.92586836069972,238.22084065679329,81,x_time_day/10.1002_aenm.201502206/Fig7_A_pce/accepted/10.1002_aenm.201502206__Fig7__A__pce__S3__Series_2.csv
47,x_time_day,10.1002/aenm.201602556,10.1002_aenm.201602556,Fig7_A_stability_performance_curve,Fig7_A,Fig7,_A,Series_1,doped_Spiro-OMeTAD,days,24.0,29.929627258022503,718.31105419254,69,x_time_day/10.1002_aenm.201602556/Fig7_A_stability_performance_curve/accepted/10.1002_aenm.201602556__Fig7__A__stability_performance_curve__doped_Spiro-OMeTAD__Series_1.csv
48,x_time_day,10.1002/aenm.201700683,10.1002_aenm.201700683,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Spiro-OMeTAD,days,24.0,44.724024889444316,1073.3765973466636,68,x_time_day/10.1002_aenm.201700683/Fig5_A_stability_performance_curve_pce/accepted/10.1002_aenm.201700683__Fig5__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv
49,x_time_day,10.1002/aenm.201702934,10.1002_aenm.201702934,Fig4_A_stability_performance_curve,Fig4_A,Fig4,_A,Series_2,ZnO,days,24.0,69.72242644563472,1673.3382346952335,29,x_time_day/10.1002_aenm.201702934/Fig4_A_stability_performance_curve/accepted/10.1002_aenm.201702934__Fig4__A__stability_performance_curve__ZnO__Series_2.csv
50,x_time_day,10.1002/aenm.201702960,10.1002_aenm.201702960,Fig5_F_stability_performance_curve,Fig5_F,Fig5,_F,Series_1,Pristine,days,24.0,29.559423977805096,709.4261754673223,53,x_time_day/10.1002_aenm.201702960/Fig5_F_stability_performance_curve/accepted/10.1002_aenm.201702960__Fig5__F__stability_performance_curve__Pristine__Series_1.csv
51,x_time_day,10.1002/aenm.201703392,10.1002_aenm.201703392,Fig6_C_stability_performance_curve,Fig6_C,Fig6,_C,Series_1,Reference,days,24.0,37.66955106433213,904.0692255439712,75,x_time_day/10.1002_aenm.201703392/Fig6_C_stability_performance_curve/accepted/10.1002_aenm.201703392__Fig6__C__stability_performance_curve__Reference__Series_1.csv
52,x_time_day,10.1002/aenm.201800275,10.1002_aenm.201800275,Fig4_D_stability_performance_curve_pce,Fig4_D,Fig4,_D,Series_2,Reference,days,24.0,89.87863970682443,2157.0873529637865,53,x_time_day/10.1002_aenm.201800275/Fig4_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800275__Fig4__D__stability_performance_curve_pce__Reference__Series_2.csv
53,x_time_day,10.1002/aenm.201800715,10.1002_aenm.201800715,Fig6_D_stability_performance_curve_pce,Fig6_D,Fig6,_D,Series_1,W_OAQ310,days,24.0,20.727939361477397,497.4705446754575,51,x_time_day/10.1002_aenm.201800715/Fig6_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800715__Fig6__D__stability_performance_curve_pce__W_OAQ310__Series_1.csv
54,x_time_day,10.1002/aenm.201803587,10.1002_aenm.201803587,Fig5_D_stability_performance_curve_pce_eqe,Fig5_D,Fig5,_D,Series_1,Reference,days,24.0,89.6601710413895,2151.844104993348,64,x_time_day/10.1002_aenm.201803587/Fig5_D_stability_performance_curve_pce_eqe/accepted/10.1002_aenm.201803587__Fig5__D__stability_performance_curve_pce_eqe__Reference__Series_1.csv
55,x_time_day,10.1002/aenm.201803766,10.1002_aenm.201803766,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_1,Control,days,24.0,29.63713072860906,711.2911374866173,70,x_time_day/10.1002_aenm.201803766/Fig4_F_stability_performance_curve_pce/accepted/10.1002_aenm.201803766__Fig4__F__stability_performance_curve_pce__Control__Series_1.csv
56,x_time_day,10.1002/aenm.201803766,10.1002_aenm.201803766,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_2,SP1,days,24.0,29.508699773624038,708.2087945669768,70,x_time_day/10.1002_aenm.201803766/Fig4_F_stability_performance_curve_pce/accepted/10.1002_aenm.201803766__Fig4__F__stability_performance_curve_pce__SP1__Series_2.csv
57,x_time_day,10.1002/aenm.201803766,10.1002_aenm.201803766,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_3,SP3,days,24.0,29.936802956907435,718.4832709657785,71,x_time_day/10.1002_aenm.201803766/Fig4_F_stability_performance_curve_pce/accepted/10.1002_aenm.201803766__Fig4__F__stability_performance_curve_pce__SP3__Series_3.csv
58,x_time_day,10.1002/aenm.201903013,10.1002_aenm.201903013,Fig5_E_stability_performance_curve_pce,Fig5_E,Fig5,_E,Series_1,Reference,days,24.0,21.767969241854036,522.4312618044969,48,x_time_day/10.1002_aenm.201903013/Fig5_E_stability_performance_curve_pce/accepted/10.1002_aenm.201903013__Fig5__E__stability_performance_curve_pce__Reference__Series_1.csv
59,x_time_day,10.1002/aenm.201903299,10.1002_aenm.201903299,Fig6_C_stability_performance_curve_pce,Fig6_C,Fig6,_C,Series_2,0%,days,24.0,51.73798671263988,1241.711681103357,52,x_time_day/10.1002_aenm.201903299/Fig6_C_stability_performance_curve_pce/accepted/10.1002_aenm.201903299__Fig6__C__stability_performance_curve_pce__0%__Series_2.csv
60,x_time_day,10.1002/aenm.202000967,10.1002_aenm.202000967,Fig4_A_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_2,MAPbI₃₋yClᵧ-Cu_NiO,days,24.0,148.49687505986316,3563.925001436716,34,x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ-Cu_NiO__Series_2.csv
61,x_time_day,10.1002/aenm.202000967,10.1002_aenm.202000967,Fig4_A_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_3,MAPbI₃₋yClᵧ,days,24.0,36.691479862078054,880.5955166898733,10,x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ__Series_3.csv
62,x_time_day,10.1002/aenm.202101416,10.1002_aenm.202101416,Fig4_F_stability_performance_curve,Fig4_F,Fig4,_F,Series_1,SnO₂,days,24.0,31.501191572662396,756.0285977438975,54,x_time_day/10.1002_aenm.202101416/Fig4_F_stability_performance_curve/accepted/10.1002_aenm.202101416__Fig4__F__stability_performance_curve__SnO₂__Series_1.csv
63,x_time_day,10.1002/anie.201806392,10.1002_anie.201806392,Fig3_H_stability_performance_curve,Fig3_H,Fig3,_H,Series_2,Spiro-OMeTAD,days,24.0,58.99965718728177,1415.9917724947625,43,x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Spiro-OMeTAD__Series_2.csv
64,x_time_day,10.1002/anie.201806392,10.1002_anie.201806392,Fig3_H_stability_performance_curve,Fig3_H,Fig3,_H,Series_3,Py-C,days,24.0,62.42788215967535,1498.2691718322085,24,x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Py-C__Series_3.csv
65,x_time_day,10.1002/anie.201911796,10.1002_anie.201911796,Fig4_C_stability_performance_curve_pce,Fig4_C,Fig4,_C,Series_2,−SnO2,days,24.0,28.89614476513444,693.5074743632266,12,x_time_day/10.1002_anie.201911796/Fig4_C_stability_performance_curve_pce/accepted/10.1002_anie.201911796__Fig4__C__stability_performance_curve_pce__−SnO2__Series_2.csv
66,x_time_day,10.1002/anie.202105512,10.1002_anie.202105512,Fig4_D_stability_performance_curve_pce_photovoltaic_parameter,Fig4_D,Fig4,_D,Series_2,Control_Device,days,24.0,34.59980635620193,830.3953525488464,46,x_time_day/10.1002_anie.202105512/Fig4_D_stability_performance_curve_pce_photovoltaic_parameter/accepted/10.1002_anie.202105512__Fig4__D__stability_performance_curve_pce_photovoltaic_parameter__Control_Device__Series_2.csv
67,x_time_day,10.1002/chem.201703382,10.1002_chem.201703382,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,PCBM+PMMA2,days,24.0,29.575112908996832,709.802709815924,43,x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM+PMMA2__Series_1.csv
68,x_time_day,10.1002/chem.201703382,10.1002_chem.201703382,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_2,PCBM,days,24.0,29.643287303189506,711.4388952765481,44,x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM__Series_2.csv
69,x_time_day,10.1002/chem.201703382,10.1002_chem.201703382,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_3,PCBM+PMMA3,days,24.0,29.506938514804165,708.1665243553,46,x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM+PMMA3__Series_3.csv
70,x_time_day,10.1002/chem.201703382,10.1002_chem.201703382,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_4,PCBM+PMMA1,days,24.0,29.370589726418824,704.8941534340518,44,x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM+PMMA1__Series_4.csv
71,x_time_day,10.1002/chem.201704181,10.1002_chem.201704181,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_1,W_O_IPA,days,24.0,39.460188433957036,947.0445224149689,36,x_time_day/10.1002_chem.201704181/Fig5_D_stability_performance_curve_pce/accepted/10.1002_chem.201704181__Fig5__D__stability_performance_curve_pce__W_O_IPA__Series_1.csv
72,x_time_day,10.1002/cnma.201800064,10.1002_cnma.201800064,Fig6_B_stability_performance_curve,Fig6_B,Fig6,_B,Series_1,(a)MAPbl₃,days,24.0,19.798035195224145,475.1528446853795,77,x_time_day/10.1002_cnma.201800064/Fig6_B_stability_performance_curve/accepted/10.1002_cnma.201800064__Fig6__B__stability_performance_curve__(a)MAPbl₃__Series_1.csv
