curve_id,qc_status,qc_reason,n_points_original,pce_max,doi,figure_label,series_id,unit_label
x_time_h/10.1002_solr.201900119/Fig5_D_stability_performance_curve/accepted/10.1002_solr.201900119__Fig5__D__stability_performance_curve__ZnBu₄Pc__Series_2.csv,included,,19.0,100.13555440365292,10.1002/solr.201900119,Fig5_D,Series_2,hours
x_time_h/10.1002_solr.201900167/Fig4_D_stability_performance_curve/accepted/10.1002_solr.201900167__Fig4__D__stability_performance_curve__M&C-TiO₂__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 22% of window)",6.0,,10.1002/solr.201900167,Fig4_D,Series_2,hours
x_time_h/10.1002_solr.201900167/Fig4_D_stability_performance_curve/accepted/10.1002_solr.201900167__Fig4__D__stability_performance_curve__W-TiO₂__Series_1.csv,included,,22.0,18.62353769101794,10.1002/solr.201900167,Fig4_D,Series_1,hours
x_time_h/10.1002_solr.201900197/Fig2_C_stability_performance_curve/accepted/10.1002_solr.201900197__Fig2__C__stability_performance_curve__MAPbI₃_BP__Series_2.csv,included,,12.0,1.013962181049779,10.1002/solr.201900197,Fig2_C,Series_2,hours
x_time_h/10.1002_solr.201900197/Fig2_C_stability_performance_curve/accepted/10.1002_solr.201900197__Fig2__C__stability_performance_curve__MAPbI₃__Series_1.csv,included,,11.0,0.9860033962284767,10.1002/solr.201900197,Fig2_C,Series_1,hours
x_time_h/10.1002_solr.201900224/Fig2_F_stability_performance_curve/accepted/10.1002_solr.201900224__Fig2__F__stability_performance_curve__Spiro-OMeTAD__Series_1.csv,included,,14.0,1.100260481044621,10.1002/solr.201900224,Fig2_F,Series_1,hours
x_time_h/10.1002_solr.201900245/Fig6_A_stability_performance_curve/accepted/10.1002_solr.201900245__Fig6__A__stability_performance_curve__NA_process__Series_1.csv,included,,12.0,4.171951697846483,10.1002/solr.201900245,Fig6_A,Series_1,hours
x_time_h/10.1002_solr.201900291/Fig6_whole_stability/accepted/10.1002_solr.201900291__Fig6__whole__stability__Control_device__Series_1.csv,included,,59.0,1.004252493405705,10.1002/solr.201900291,Fig6,Series_1,hours
x_time_h/10.1002_solr.201900293/Fig6_C_stability_performance_curve_pce/accepted/10.1002_solr.201900293__Fig6__C__stability_performance_curve_pce__Conventional__Series_1.csv,included,,33.0,0.9991204976397423,10.1002/solr.201900293,Fig6_C,Series_1,hours
x_time_h/10.1002_solr.201900319/Fig4_F_stability_performance_curve_eqe/accepted/10.1002_solr.201900319__Fig4__F__stability_performance_curve_eqe__FB-OMeTPA__Series_1.csv,included,,43.0,98.73017580532219,10.1002/solr.201900319,Fig4_F,Series_1,hours
x_time_h/10.1002_solr.201900345/Fig5_A_pce/accepted/10.1002_solr.201900345__Fig5__A__pce__PEV+1mg_ml_N719__Series_1.csv,included,,26.0,0.9962639413075076,10.1002/solr.201900345,Fig5_A,Series_1,hours
x_time_h/10.1002_solr.201900345/Fig5_A_pce/accepted/10.1002_solr.201900345__Fig5__A__pce__PEV+2mg_ml_N719__Series_3.csv,included,,27.0,1.00154830005214,10.1002/solr.201900345,Fig5_A,Series_3,hours
x_time_h/10.1002_solr.201900345/Fig5_A_pce/accepted/10.1002_solr.201900345__Fig5__A__pce__PEV__Series_2.csv,included,,26.0,0.9922355102747206,10.1002/solr.201900345,Fig5_A,Series_2,hours
x_time_h/10.1002_solr.201900363/Fig4_F_stability/accepted/10.1002_solr.201900363__Fig4__F__stability__ZnO__Series_2.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 13% of window)",3.0,,10.1002/solr.201900363,Fig4_F,Series_2,hours
x_time_h/10.1002_solr.201900380/Fig4_B_stability_performance_curve_pce/accepted/10.1002_solr.201900380__Fig4__B__stability_performance_curve_pce__pristine_PSC__Series_1.csv,included,,21.0,0.9921142396356081,10.1002/solr.201900380,Fig4_B,Series_1,hours
x_time_h/10.1002_solr.201900406/Fig5_E_stability_performance_curve_pce/accepted/10.1002_solr.201900406__Fig5__E__stability_performance_curve_pce__pristine__Series_1.csv,included,,59.0,0.9731838391143557,10.1002/solr.201900406,Fig5_E,Series_1,hours
x_time_h/10.1002_solr.201900529/Fig6_A_stability_performance_curve_pce/accepted/10.1002_solr.201900529__Fig6__A__stability_performance_curve_pce__MAPbI₃__Series_2.csv,included,,35.0,1.0001817733258196,10.1002/solr.201900529,Fig6_A,Series_2,hours
x_time_h/10.1002_solr.202000011/Fig5_E_jv_curve_stability_performance_pce/accepted/10.1002_solr.202000011__Fig5__E__jv_curve_stability_performance_pce__Puv-polyTPD__Series_1.csv,included,,13.0,1.0190951369574586,10.1002/solr.202000011,Fig5_E,Series_1,hours
x_time_h/10.1002_solr.202000113/Fig6_A_stability_performance_curve_pce/accepted/10.1002_solr.202000113__Fig6__A__stability_performance_curve_pce__w_o__Series_2.csv,included,,12.0,1.0123658789062,10.1002/solr.202000113,Fig6_A,Series_2,hours
x_time_h/10.1002_solr.202000164/Fig4_C_stability_performance_curve_pce/accepted/10.1002_solr.202000164__Fig4__C__stability_performance_curve_pce__CsPbI₂Br__Series_1.csv,included,,151.0,1.0090339807930795,10.1002/solr.202000164,Fig4_C,Series_1,hours
x_time_h/10.1002_solr.202000205/Fig4_F_stability_performance_curve_pce/accepted/10.1002_solr.202000205__Fig4__F__stability_performance_curve_pce__TiO₂__Series_2.csv,included,,40.0,0.9966109181467703,10.1002/solr.202000205,Fig4_F,Series_2,hours
x_time_h/10.1002_solr.202000292/Fig6_A_stability_performance_curve_pce_image/accepted/10.1002_solr.202000292__Fig6__A__stability_performance_curve_pce_image__PEDOT_PSS__Series_1.csv,included,,14.0,0.9945421079186074,10.1002/solr.202000292,Fig6_A,Series_1,hours
x_time_h/10.1002_solr.202000621/Fig6_A_stability_performance_curve_pce/accepted/10.1002_solr.202000621__Fig6__A__stability_performance_curve_pce__MAPbI₃-BA__Series_2.csv,included,,20.0,100.4901000646113,10.1002/solr.202000621,Fig6_A,Series_2,hours
x_time_h/10.1002_solr.202000621/Fig6_A_stability_performance_curve_pce/accepted/10.1002_solr.202000621__Fig6__A__stability_performance_curve_pce__MAPbI₃-BP__Series_1.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 18% of window)",5.0,,10.1002/solr.202000621,Fig6_A,Series_1,hours
x_time_h/10.1002_solr.202000621/Fig6_A_stability_performance_curve_pce/accepted/10.1002_solr.202000621__Fig6__A__stability_performance_curve_pce__MAPbI₃__Series_3.csv,included,,10.0,100.47473730760893,10.1002/solr.202000621,Fig6_A,Series_3,hours
x_time_h/10.1002_solr.202000621/Fig6_B_stability_performance_curve_pce/accepted/10.1002_solr.202000621__Fig6__B__stability_performance_curve_pce__MAPbl3__Series_3.csv,included,,58.0,99.92739067108118,10.1002/solr.202000621,Fig6_B,Series_3,hours
x_time_h/10.1002_solr.202000621/Fig6_B_stability_performance_curve_pce/accepted/10.1002_solr.202000621__Fig6__B__stability_performance_curve_pce__MAPblz-BA__Series_2.csv,included,,55.0,98.06079920919642,10.1002/solr.202000621,Fig6_B,Series_2,hours
x_time_h/10.1002_solr.202000621/Fig6_B_stability_performance_curve_pce/accepted/10.1002_solr.202000621__Fig6__B__stability_performance_curve_pce__MAPblz-BP__Series_1.csv,included,,42.0,98.26819826051695,10.1002/solr.202000621,Fig6_B,Series_1,hours
x_time_h/10.1002_solr.202000629/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202000629__Fig5__B__stability_performance_curve_pce__Pristine__Series_2.csv,included,,44.0,0.7735149372317192,10.1002/solr.202000629,Fig5_B,Series_2,hours
x_time_h/10.1002_solr.202000650/Fig3_C_mppt_stability_performance_curve_voc/accepted/10.1002_solr.202000650__Fig3__C__mppt_stability_performance_curve_voc__Without_PFOTES__Series_1.csv,included,,106.0,0.999024485597126,10.1002/solr.202000650,Fig3_C,Series_1,hours
x_time_h/10.1002_solr.202000681/Fig5_E_stability_performance_curve_pce_jsc/accepted/10.1002_solr.202000681__Fig5__E__stability_performance_curve_pce_jsc__Control__Series_1.csv,included,,11.0,1.0244926640909786,10.1002/solr.202000681,Fig5_E,Series_1,hours
x_time_h/10.1002_solr.202000819/Fig7_A_stability_performance_curve_pce/accepted/10.1002_solr.202000819__Fig7__A__stability_performance_curve_pce__Pristine__Series_1.csv,included,,17.0,1.009502513799855,10.1002/solr.202000819,Fig7_A,Series_1,hours
x_time_h/10.1002_solr.202000819/Fig7_B_pce/accepted/10.1002_solr.202000819__Fig7__B__pce__Pristine__Series_1.csv,included,,16.0,1.0046015487410846,10.1002/solr.202000819,Fig7_B,Series_1,hours
x_time_h/10.1002_solr.202100040/Fig6_C_stability_performance_curve_pce/accepted/10.1002_solr.202100040__Fig6__C__stability_performance_curve_pce__Reference__Series_1.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 76% of window)",5.0,,10.1002/solr.202100040,Fig6_C,Series_1,hours
x_time_h/10.1002_solr.202100040/Fig6_D_pce/accepted/10.1002_solr.202100040__Fig6__D__pce__Reference__Series_2.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 85% of window)",7.0,,10.1002/solr.202100040,Fig6_D,Series_2,hours
x_time_h/10.1002_solr.202100040/Fig6_D_pce/accepted/10.1002_solr.202100040__Fig6__D__pce__WithTFPA__Series_1.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 85% of window)",7.0,,10.1002/solr.202100040,Fig6_D,Series_1,hours
x_time_h/10.1002_solr.202100087/Fig5_D_stability_performance_curve/accepted/10.1002_solr.202100087__Fig5__D__stability_performance_curve__Spiro-OMeTAD__Series_1.csv,included,,20.0,1.0627325216668455,10.1002/solr.202100087,Fig5_D,Series_1,hours
x_time_h/10.1002_solr.202100178/Fig3_E_mppt_stability_performance_curve_pce_jsc/accepted/10.1002_solr.202100178__Fig3__E__mppt_stability_performance_curve_pce_jsc__Control__Series_1.csv,included,,59.0,1.0036029044844557,10.1002/solr.202100178,Fig3_E,Series_1,hours
x_time_h/10.1002_solr.202100236/Fig6_B_mppt_stability_performance_curve_pce_profile/accepted/10.1002_solr.202100236__Fig6__B__mppt_stability_performance_curve_pce_profile__PCBM__Series_1.csv,included,,12.0,0.9979845423287753,10.1002/solr.202100236,Fig6_B,Series_1,hours
x_time_h/10.1002_solr.202100249/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.202100249__Fig5__D__stability_performance_curve_pce__w_o_F4-TCNQ__Series_1.csv,included,,14.0,16.846080473842218,10.1002/solr.202100249,Fig5_D,Series_1,hours
x_time_h/10.1002_solr.202100257/Fig8_E_stability_performance_curve_pce/accepted/10.1002_solr.202100257__Fig8__E__stability_performance_curve_pce__PVK__Series_2.csv,included,,11.0,0.9889709017748314,10.1002/solr.202100257,Fig8_E,Series_2,hours
x_time_h/10.1002_solr.202100285/Fig5_F_stability_performance_curve/accepted/10.1002_solr.202100285__Fig5__F__stability_performance_curve__Control__Series_3.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 79% of window)",7.0,,10.1002/solr.202100285,Fig5_F,Series_3,hours
x_time_h/10.1002_solr.202100320/Fig7_F_stability_performance_curve_pce_pattern/accepted/10.1002_solr.202100320__Fig7__F__stability_performance_curve_pce_pattern__Control__Series_1.csv,included,,40.0,1.000374510719734,10.1002/solr.202100320,Fig7_F,Series_1,hours
x_time_h/10.1002_solr.202100320/Fig7_F_stability_performance_curve_pce_pattern/accepted/10.1002_solr.202100320__Fig7__F__stability_performance_curve_pce_pattern__With_4F-PHCl__Series_2.csv,included,,32.0,0.9927102694052911,10.1002/solr.202100320,Fig7_F,Series_2,hours
x_time_h/10.1002_solr.202100347/Fig8_B_stability_performance_curve_pce_diagram/accepted/10.1002_solr.202100347__Fig8__B__stability_performance_curve_pce_diagram__Ag__Series_1.csv,included,,49.0,1.0020923940045627,10.1002/solr.202100347,Fig8_B,Series_1,hours
x_time_h/10.1002_solr.202100352/Fig6_F_stability_performance_curve_pce/accepted/10.1002_solr.202100352__Fig6__F__stability_performance_curve_pce__TControl__Series_1.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 90% of window)",6.0,,10.1002/solr.202100352,Fig6_F,Series_1,hours
x_time_h/10.1002_solr.202100555/Fig5_F_stability_performance_curve_structure/accepted/10.1002_solr.202100555__Fig5__F__stability_performance_curve_structure__N₂__Series_2.csv,included,,10.0,0.9829224175816924,10.1002/solr.202100555,Fig5_F,Series_2,hours
x_time_h/10.1002_solr.202100622/Fig3_C_stability_performance_curve_pce_eqe/accepted/10.1002_solr.202100622__Fig3__C__stability_performance_curve_pce_eqe__Spiro-OMeTAD__Series_1.csv,included,,10.0,0.9888205560122904,10.1002/solr.202100622,Fig3_C,Series_1,hours
x_time_h/10.1002_solr.202100712/Fig6_B_stability_performance_curve/accepted/10.1002_solr.202100712__Fig6__B__stability_performance_curve__CF₃BZA-Br__Series_1.csv,included,,48.0,1.0182448884109858,10.1002/solr.202100712,Fig6_B,Series_1,hours
x_time_h/10.1002_solr.202100712/Fig6_B_stability_performance_curve/accepted/10.1002_solr.202100712__Fig6__B__stability_performance_curve__CF₃BZA-I__Series_3.csv,included,,46.0,0.9684802334631747,10.1002/solr.202100712,Fig6_B,Series_3,hours
x_time_h/10.1002_solr.202100712/Fig6_B_stability_performance_curve/accepted/10.1002_solr.202100712__Fig6__B__stability_performance_curve__Pristine__Series_2.csv,included,,48.0,0.9801895640391303,10.1002/solr.202100712,Fig6_B,Series_2,hours
x_time_h/10.1002_solr.202100899/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100899__Fig5__B__stability_performance_curve_pce__w_oBPB__Series_2.csv,included,,64.0,0.9815815261222272,10.1002/solr.202100899,Fig5_B,Series_2,hours
x_time_h/10.1002_solr.202100899/Fig5_C_stability_performance_curve_pce/accepted/10.1002_solr.202100899__Fig5__C__stability_performance_curve_pce__w_o_BPB__Series_2.csv,included,,59.0,0.971963118159854,10.1002/solr.202100899,Fig5_C,Series_2,hours
x_time_h/10.1002_solr.202100899/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.202100899__Fig5__D__stability_performance_curve_pce__w_oBPB__Series_1.csv,included,,64.0,0.9785550080551947,10.1002/solr.202100899,Fig5_D,Series_1,hours
x_time_h/10.1002_solr.202101103/Fig7_A_pce/accepted/10.1002_solr.202101103__Fig7__A__pce__MAGA_without_NH₄Br__Series_1.csv,included,,12.0,0.9918391808142388,10.1002/solr.202101103,Fig7_A,Series_1,hours
x_time_h/10.1002_solr.202101103/Fig7_A_pce/accepted/10.1002_solr.202101103__Fig7__A__pce__MAPbI₃__Series_3.csv,included,,11.0,0.9758874905909494,10.1002/solr.202101103,Fig7_A,Series_3,hours
x_time_h/10.1002_solr.202101103/Fig7_C_pce/accepted/10.1002_solr.202101103__Fig7__C__pce__MAGA_without_NH₄Br__Series_1.csv,included,,15.0,0.9999590969849388,10.1002/solr.202101103,Fig7_C,Series_1,hours
x_time_h/10.1002_solr.202101103/Fig7_C_pce/accepted/10.1002_solr.202101103__Fig7__C__pce__MAPb₃__Series_3.csv,included,,15.0,0.9846752237566276,10.1002/solr.202101103,Fig7_C,Series_3,hours
x_time_h/10.1007_s10853-020-04965-0/Fig8_B_stability_performance_curve_jsc/accepted/10.1007_s10853-020-04965-0__Fig8__B__stability_performance_curve_jsc__No_passivation__Series_2.csv,included,,65.0,1.07831677823246,10.1007/s10853-020-04965-0,Fig8_B,Series_2,hours
x_time_h/10.1007_s10854-019-01515-6/Fig6_D_stability_performance_curve_pce/accepted/10.1007_s10854-019-01515-6__Fig6__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,included,,44.0,0.9962751360774901,10.1007/s10854-019-01515-6,Fig6_D,Series_1,hours
x_time_h/10.1007_s10854-020-03923-5/Fig7_D_stability_performance_curve_pce/accepted/10.1007_s10854-020-03923-5__Fig7__D__stability_performance_curve_pce__ZCK__Series_2.csv,included,,57.0,0.9984411156712322,10.1007/s10854-020-03923-5,Fig7_D,Series_2,hours
x_time_h/10.1007_s11426-020-9741-1/Fig5_D_stability_performance_curve_pce/accepted/10.1007_s11426-020-9741-1__Fig5__D__stability_performance_curve_pce__BDT-TPA-sTPA__Series_1.csv,included,,21.0,1.016706674708618,10.1007/s11426-020-9741-1,Fig5_D,Series_1,hours
x_time_h/10.1007_s11426-020-9866-6/Fig4_A_stability_performance_curve_pce/accepted/10.1007_s11426-020-9866-6__Fig4__A__stability_performance_curve_pce__pristine_PSCs__Series_1.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 83% of window)",6.0,,10.1007/s11426-020-9866-6,Fig4_A,Series_1,hours
x_time_h/10.1007_s11426-020-9866-6/Fig4_B_stability_performance_curve_pce/accepted/10.1007_s11426-020-9866-6__Fig4__B__stability_performance_curve_pce__pristine_PsCs__Series_2.csv,included,,11.0,0.9633490152787128,10.1007/s11426-020-9866-6,Fig4_B,Series_2,hours
x_time_h/10.1007_s11426-020-9866-6/Fig4_C_stability_performance_curve_pce/accepted/10.1007_s11426-020-9866-6__Fig4__C__stability_performance_curve_pce__pristine_PSCs__Series_2.csv,included,,25.0,0.99538583615397,10.1007/s11426-020-9866-6,Fig4_C,Series_2,hours
x_time_h/10.1007_s11426-021-1075-7/Fig5_A_stability_performance_curve/accepted/10.1007_s11426-021-1075-7__Fig5__A__stability_performance_curve__BAI__Series_2.csv,included,,14.0,1.000070483031168,10.1007/s11426-021-1075-7,Fig5_A,Series_2,hours
x_time_h/10.1007_s12200-023-00103-1/Fig4_A_stability_performance_curve/accepted/10.1007_s12200-023-00103-1__Fig4__A__stability_performance_curve__Control__Series_1.csv,included,,33.0,0.9936546154190127,10.1007/s12200-023-00103-1,Fig4_A,Series_1,hours
x_time_h/10.1007_s12274-020-2836-3/Fig5_F_stability_performance_curve/accepted/10.1007_s12274-020-2836-3__Fig5__F__stability_performance_curve__CsPbl₃__Series_1.csv,included,,11.0,0.9925973604577805,10.1007/s12274-020-2836-3,Fig5_F,Series_1,hours
x_time_h/10.1007_s12274-021-3408-x/Fig7_B_stability_performance_curve_pce/accepted/10.1007_s12274-021-3408-x__Fig7__B__stability_performance_curve_pce__Control__Series_1.csv,included,,24.0,0.9965087661565312,10.1007/s12274-021-3408-x,Fig7_B,Series_1,hours
x_time_h/10.1007_s12598-020-01595-y/Fig4_whole_stability/accepted/10.1007_s12598-020-01595-y__Fig4__whole__stability__Device_B__Series_1.csv,included,,31.0,0.9264795975075691,10.1007/s12598-020-01595-y,Fig4,Series_1,hours
x_time_h/10.1007_s12598-020-01641-9/Fig6_F_cv_curve_stability_performance_pce/accepted/10.1007_s12598-020-01641-9__Fig6__F__cv_curve_stability_performance_pce__PEDOT_PSS__Series_2.csv,included,,10.0,1.0662198147354003,10.1007/s12598-020-01641-9,Fig6_F,Series_2,hours
x_time_h/10.1007_s13391-020-00206-3/Fig3_D_mppt_stability_performance_curve_jsc/accepted/10.1007_s13391-020-00206-3__Fig3__D__mppt_stability_performance_curve_jsc__MAPbI₃__Series_1.csv,included,,27.0,100.4860017057767,10.1007/s13391-020-00206-3,Fig3_D,Series_1,hours
x_time_h/10.1007_s40820-020-00509-y/Fig5_A_stability_performance_curve/accepted/10.1007_s40820-020-00509-y__Fig5__A__stability_performance_curve__Ref__Series_2.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 89% of window)",9.0,,10.1007/s40820-020-00509-y,Fig5_A,Series_2,hours
x_time_h/10.1007_s40820-020-00509-y/Fig5_C_mppt_stability_performance_curve/accepted/10.1007_s40820-020-00509-y__Fig5__C__mppt_stability_performance_curve__Ref__Series_1.csv,included,,23.0,1.0189230836286614,10.1007/s40820-020-00509-y,Fig5_C,Series_1,hours
x_time_h/10.1007_s40820-021-00636-0/Fig6_B_eis_plot_stability/accepted/10.1007_s40820-021-00636-0__Fig6__B__eis_plot_stability__SnO2__Series_2.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 91% of window)",5.0,,10.1007/s40820-021-00636-0,Fig6_B,Series_2,hours
x_time_h/10.1007_s40820-021-00636-0/Fig6_D_eis_plot_stability_performance_curve_pce/accepted/10.1007_s40820-021-00636-0__Fig6__D__eis_plot_stability_performance_curve_pce__SnO₂__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 81% of window)",6.0,,10.1007/s40820-021-00636-0,Fig6_D,Series_2,hours
x_time_h/10.1007_s40820-021-00675-7/Fig5_C_jv_curve_stability_performance/accepted/10.1007_s40820-021-00675-7__Fig5__C__jv_curve_stability_performance__SnO₂_K_based_5×5_cm²_module__Series_2.csv,included,,25.0,0.9888030412907435,10.1007/s40820-021-00675-7,Fig5_C,Series_2,hours
x_time_h/10.1007_s40820-021-00675-7/Fig5_C_jv_curve_stability_performance/accepted/10.1007_s40820-021-00675-7__Fig5__C__jv_curve_stability_performance__SnO₂_based_5×5_cm²_module__Series_1.csv,included,,25.0,0.9215707189183123,10.1007/s40820-021-00675-7,Fig5_C,Series_1,hours
x_time_h/10.1007_s40820-021-00688-2/Fig7_A_stability_performance_curve/accepted/10.1007_s40820-021-00688-2__Fig7__A__stability_performance_curve__w_o__Series_2.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 86% of window)",4.0,,10.1007/s40820-021-00688-2,Fig7_A,Series_2,hours
x_time_h/10.1007_s40820-021-00688-2/Fig7_D_xrd_pattern_stability_performance_curve_pce/accepted/10.1007_s40820-021-00688-2__Fig7__D__xrd_pattern_stability_performance_curve_pce__w_o__Series_2.csv,included,,21.0,1.0004922333084714,10.1007/s40820-021-00688-2,Fig7_D,Series_2,hours
x_time_h/10.1007_s40820-022-00916-3/Fig5_F_eis_plot_stability_performance_curve_pce/accepted/10.1007_s40820-022-00916-3__Fig5__F__eis_plot_stability_performance_curve_pce__o—with_TBP__Series_2.csv,included,,10.0,0.9989489202507108,10.1007/s40820-022-00916-3,Fig5_F,Series_2,hours
x_time_h/10.1007_s40820-022-00995-2/Fig5_F_sem_image_stability_performance_curve_pce/accepted/10.1007_s40820-022-00995-2__Fig5__F__sem_image_stability_performance_curve_pce__Filtered_OSC__Series_1.csv,included,,48.0,1.0017090379725702,10.1007/s40820-022-00995-2,Fig5_F,Series_1,hours
x_time_h/10.1007_s40820-022-00995-2/Fig5_F_sem_image_stability_performance_curve_pce/accepted/10.1007_s40820-022-00995-2__Fig5__F__sem_image_stability_performance_curve_pce__OSC__Series_2.csv,included,,48.0,0.9988487318791841,10.1007/s40820-022-00995-2,Fig5_F,Series_2,hours
x_time_h/10.1007_s40820-023-01130-5/Fig5_A_stability_performance_curve_pce/accepted/10.1007_s40820-023-01130-5__Fig5__A__stability_performance_curve_pce__Control__Series_2.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 56% of window)",3.0,,10.1007/s40820-023-01130-5,Fig5_A,Series_2,hours
x_time_h/10.1007_s40820-023-01130-5/Fig5_B_mppt_stability_performance_curve_pce_mapping/accepted/10.1007_s40820-023-01130-5__Fig5__B__mppt_stability_performance_curve_pce_mapping__Control__Series_1.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 91% of window)",6.0,,10.1007/s40820-023-01130-5,Fig5_B,Series_1,hours
x_time_h/10.1007_s40820-023-01130-5/Fig5_C_mppt_stability_performance_curve_pce_mapping/accepted/10.1007_s40820-023-01130-5__Fig5__C__mppt_stability_performance_curve_pce_mapping__Control__Series_1.csv,included,,13.0,0.9999318739250604,10.1007/s40820-023-01130-5,Fig5_C,Series_1,hours
x_time_h/10.1007_s40820-024-01400-w/Fig5_I_xrd_pattern_stability_performance_curve_pce_image/accepted/10.1007_s40820-024-01400-w__Fig5__I__xrd_pattern_stability_performance_curve_pce_image__Control__Series_1.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 92% of window)",4.0,,10.1007/s40820-024-01400-w,Fig5_I,Series_1,hours
x_time_h/10.1007_s40820-024-01401-9/Fig5_K_mppt_stability_performance_curve_voc/accepted/10.1007_s40820-024-01401-9__Fig5__K__mppt_stability_performance_curve_voc__3D(initial_PCE_-19.5%)__Series_1.csv,included,,30.0,0.9776902441804862,10.1007/s40820-024-01401-9,Fig5_K,Series_1,hours
x_time_h/10.1007_s40820-024-01538-7/Fig5_D_mppt_stability_performance_curve_pce/accepted/10.1007_s40820-024-01538-7__Fig5__D__mppt_stability_performance_curve_pce__Control__Series_2.csv,included,,32.0,1.0113785220953582,10.1007/s40820-024-01538-7,Fig5_D,Series_2,hours
x_time_h/10.1007_s40820-025-01677-5/Fig4_G_mppt_stability_performance_curve_eqe/accepted/10.1007_s40820-025-01677-5__Fig4__G__mppt_stability_performance_curve_eqe__Control__Series_2.csv,included,,36.0,0.9286580552758723,10.1007/s40820-025-01677-5,Fig4_G,Series_2,hours
x_time_h/10.1007_s40820-025-01817-x/Fig5_E_mppt_stability_performance_curve_pce/accepted/10.1007_s40820-025-01817-x__Fig5__E__mppt_stability_performance_curve_pce__Perovskite__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 89% of window)",8.0,,10.1007/s40820-025-01817-x,Fig5_E,Series_1,hours
x_time_h/10.1007_s40820-025-01817-x/Fig5_F_mppt_stability_performance_curve_pce/accepted/10.1007_s40820-025-01817-x__Fig5__F__mppt_stability_performance_curve_pce__Perovskite__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 91% of window)",8.0,,10.1007/s40820-025-01817-x,Fig5_F,Series_1,hours
x_time_h/10.1007_s40843-019-1174-3/Fig7_D_stability_performance_curve_pce/accepted/10.1007_s40843-019-1174-3__Fig7__D__stability_performance_curve_pce__3D__Series_2.csv,included,,35.0,16.303920317175624,10.1007/s40843-019-1174-3,Fig7_D,Series_2,hours
x_time_h/10.1007_s40843-020-1383-3/Fig7_B_stability_performance_curve_voc/accepted/10.1007_s40843-020-1383-3__Fig7__B__stability_performance_curve_voc__EACI-0%__Series_2.csv,included,,13.0,99.61668143334931,10.1007/s40843-020-1383-3,Fig7_B,Series_2,hours
x_time_h/10.1007_s40843-020-1581-4/Fig4_D_stability_performance_curve/accepted/10.1007_s40843-020-1581-4__Fig4__D__stability_performance_curve__Sn-control-1__Series_2.csv,included,,10.0,0.9892192520826759,10.1007/s40843-020-1581-4,Fig4_D,Series_2,hours
x_time_h/10.1007_s40843-020-1581-4/Fig4_D_stability_performance_curve/accepted/10.1007_s40843-020-1581-4__Fig4__D__stability_performance_curve__Sn-control-2__Series_3.csv,included,,10.0,0.986761272839202,10.1007/s40843-020-1581-4,Fig4_D,Series_3,hours
x_time_h/10.1007_s40843-020-1581-4/Fig4_D_stability_performance_curve/accepted/10.1007_s40843-020-1581-4__Fig4__D__stability_performance_curve__Sn-target__Series_1.csv,included,,11.0,1.014231741960321,10.1007/s40843-020-1581-4,Fig4_D,Series_1,hours
x_time_h/10.1007_s42114-024-01208-7/Fig5_A_statistics_stability_performance_curve_pce/accepted/10.1007_s42114-024-01208-7__Fig5__A__statistics_stability_performance_curve_pce__101Guanine__Series_2.csv,included,,11.0,1.0003613739602342,10.1007/s42114-024-01208-7,Fig5_A,Series_2,hours
x_time_h/10.1007_s42114-024-01208-7/Fig5_A_statistics_stability_performance_curve_pce/accepted/10.1007_s42114-024-01208-7__Fig5__A__statistics_stability_performance_curve_pce__o-Control__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 73% of window)",9.0,,10.1007/s42114-024-01208-7,Fig5_A,Series_1,hours
x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__ZnO_NRs__Series_1.csv,included,,62.0,99.87199015355347,10.1016/j.apsusc.2018.09.080,Fig16,Series_1,hours
