curve_id,sample_id,source_absolute_path,source_relative_path,top_dir,doi_dir,doi,figure_folder,series_id,unit_factor_to_hours,unit_label,unit_source,y_axis_name,y_axis_unit,n_raw_points,n_unique_points_0_200h,start_time_absolute_h,end_time_absolute_h,duration_h,global_max_pce_time_relative_h,global_max_pce_value,duration_ge_200h,global_max_pce_by_200h,paper_selected_min4,main_selected_min10,selection_or_exclusion_reasons
x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,10.1002/adfm.201807024|Fig6_D_pce|10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day,10.1002_adfm.201807024,10.1002/adfm.201807024,Fig6_D_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,18,8,-1.3882370374635684,428.0615236986405,429.44976073610405,0.0,0.9967099413295936,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.solener.2019.10.034/Fig1_A_pce/accepted/10.1016_j.solener.2019.10.034__Fig1__A__pce__Spiro-OMeTAD__Series_2.csv,10.1016/j.solener.2019.10.034|Fig1_A_pce|10.1016_j.solener.2019.10.034__Fig1__A__pce__Spiro-OMeTAD__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solener.2019.10.034/Fig1_A_pce/accepted/10.1016_j.solener.2019.10.034__Fig1__A__pce__Spiro-OMeTAD__Series_2.csv,x_time_day/10.1016_j.solener.2019.10.034/Fig1_A_pce/accepted/10.1016_j.solener.2019.10.034__Fig1__A__pce__Spiro-OMeTAD__Series_2.csv,x_time_day,10.1016_j.solener.2019.10.034,10.1016/j.solener.2019.10.034,Fig1_A_pce,Series_2,24.0,day,validation.axis.x.name,Norm. PCE,,50,8,23.54104142704908,1415.278982306679,1391.7379408796298,340.8337814399093,1.0986658505500755,True,False,False,False,global_max_pce_after_200h
x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__0_mg_ml_PbS__Series_4.csv,10.1016/j.solener.2020.03.034|Fig6_D_stability_performance_curve_pce|10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__0_mg_ml_PbS__Series_4,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__0_mg_ml_PbS__Series_4.csv,x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__0_mg_ml_PbS__Series_4.csv,x_time_day,10.1016_j.solener.2020.03.034,10.1016/j.solener.2020.03.034,Fig6_D_stability_performance_curve_pce,Series_4,24.0,days,validation.axis.x.unit,Normalized PCE,(a.u.),13,8,6.694434724074995,346.2991632002374,339.6047284761624,0.0,0.9534359749675041,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__1_mg_ml_PbS__Series_1.csv,10.1016/j.solener.2020.03.034|Fig6_D_stability_performance_curve_pce|10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__1_mg_ml_PbS__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__1_mg_ml_PbS__Series_1.csv,x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__1_mg_ml_PbS__Series_1.csv,x_time_day,10.1016_j.solener.2020.03.034,10.1016/j.solener.2020.03.034,Fig6_D_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,(a.u.),52,8,-7.455762295765112,1435.8643337279252,1443.3200960236904,0.0,0.9978270194423625,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__3_mg_ml_PbS__Series_2.csv,10.1016/j.solener.2020.03.034|Fig6_D_stability_performance_curve_pce|10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__3_mg_ml_PbS__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__3_mg_ml_PbS__Series_2.csv,x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__3_mg_ml_PbS__Series_2.csv,x_time_day,10.1016_j.solener.2020.03.034,10.1016/j.solener.2020.03.034,Fig6_D_stability_performance_curve_pce,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,(a.u.),51,8,3.8643953201069223,1418.884097304117,1415.01970198401,113.20157615872085,1.0020547379637776,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__5_mg_ml_PbS__Series_3.csv,10.1016/j.solener.2020.03.034|Fig6_D_stability_performance_curve_pce|10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__5_mg_ml_PbS__Series_3,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__5_mg_ml_PbS__Series_3.csv,x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__5_mg_ml_PbS__Series_3.csv,x_time_day,10.1016_j.solener.2020.03.034,10.1016/j.solener.2020.03.034,Fig6_D_stability_performance_curve_pce,Series_3,24.0,days,validation.axis.x.unit,Normalized PCE,(a.u.),51,7,-10.285801699733184,1433.034294323957,1443.3200960236902,0.0,1.0041685972244851,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.solmat.2016.12.025/Fig3_C_stability_performance_curve_pce/accepted/10.1016_j.solmat.2016.12.025__Fig3__C__stability_performance_curve_pce__By_normal_Pbl2__Series_2.csv,10.1016/j.solmat.2016.12.025|Fig3_C_stability_performance_curve_pce|10.1016_j.solmat.2016.12.025__Fig3__C__stability_performance_curve_pce__By_normal_Pbl2__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2016.12.025/Fig3_C_stability_performance_curve_pce/accepted/10.1016_j.solmat.2016.12.025__Fig3__C__stability_performance_curve_pce__By_normal_Pbl2__Series_2.csv,x_time_day/10.1016_j.solmat.2016.12.025/Fig3_C_stability_performance_curve_pce/accepted/10.1016_j.solmat.2016.12.025__Fig3__C__stability_performance_curve_pce__By_normal_Pbl2__Series_2.csv,x_time_day,10.1016_j.solmat.2016.12.025,10.1016/j.solmat.2016.12.025,Fig3_C_stability_performance_curve_pce,Series_2,24.0,days,validation.axis.x.unit,PCE,,52,52,-1.940885475996371,165.57498241602724,167.5158678920236,0.0,12.679896300335786,False,True,False,False,duration_lt_200h
x_time_day/10.1016_j.solmat.2017.07.022/Fig7_whole_stability/accepted/10.1016_j.solmat.2017.07.022__Fig7__whole__stability__Control__Series_1.csv,10.1016/j.solmat.2017.07.022|Fig7_whole_stability|10.1016_j.solmat.2017.07.022__Fig7__whole__stability__Control__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2017.07.022/Fig7_whole_stability/accepted/10.1016_j.solmat.2017.07.022__Fig7__whole__stability__Control__Series_1.csv,x_time_day/10.1016_j.solmat.2017.07.022/Fig7_whole_stability/accepted/10.1016_j.solmat.2017.07.022__Fig7__whole__stability__Control__Series_1.csv,x_time_day,10.1016_j.solmat.2017.07.022,10.1016/j.solmat.2017.07.022,Fig7_whole_stability,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,(%),70,70,-1.7648567614171853,167.02921370408825,168.79407046550543,0.0,1.0056481262747539,False,True,False,False,duration_lt_200h
x_time_day/10.1016_j.solmat.2017.07.022/Fig7_whole_stability/accepted/10.1016_j.solmat.2017.07.022__Fig7__whole__stability__PDDA-perovskite__Series_2.csv,10.1016/j.solmat.2017.07.022|Fig7_whole_stability|10.1016_j.solmat.2017.07.022__Fig7__whole__stability__PDDA-perovskite__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2017.07.022/Fig7_whole_stability/accepted/10.1016_j.solmat.2017.07.022__Fig7__whole__stability__PDDA-perovskite__Series_2.csv,x_time_day/10.1016_j.solmat.2017.07.022/Fig7_whole_stability/accepted/10.1016_j.solmat.2017.07.022__Fig7__whole__stability__PDDA-perovskite__Series_2.csv,x_time_day,10.1016_j.solmat.2017.07.022,10.1016/j.solmat.2017.07.022,Fig7_whole_stability,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,(%),69,69,-0.2970822356301781,166.05069735356355,166.34777958919372,0.0,1.0038210360493833,False,True,False,False,duration_lt_200h
x_time_day/10.1016_j.solmat.2018.07.009/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.solmat.2018.07.009__Fig5__F__stability_performance_curve_pce__CH3NH3PbI3cell__Series_1.csv,10.1016/j.solmat.2018.07.009|Fig5_F_stability_performance_curve_pce|10.1016_j.solmat.2018.07.009__Fig5__F__stability_performance_curve_pce__CH3NH3PbI3cell__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2018.07.009/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.solmat.2018.07.009__Fig5__F__stability_performance_curve_pce__CH3NH3PbI3cell__Series_1.csv,x_time_day/10.1016_j.solmat.2018.07.009/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.solmat.2018.07.009__Fig5__F__stability_performance_curve_pce__CH3NH3PbI3cell__Series_1.csv,x_time_day,10.1016_j.solmat.2018.07.009,10.1016/j.solmat.2018.07.009,Fig5_F_stability_performance_curve_pce,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,6,6,22.031044158249188,149.17175885248184,127.14071469423266,0.0,0.9951896873295578,False,True,False,False,duration_lt_200h
x_time_day/10.1016_j.solmat.2019.110284/Fig3_B_structure/accepted/10.1016_j.solmat.2019.110284__Fig3__B__structure__Temperature_30_oC__Series_2.csv,10.1016/j.solmat.2019.110284|Fig3_B_structure|10.1016_j.solmat.2019.110284__Fig3__B__structure__Temperature_30_oC__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2019.110284/Fig3_B_structure/accepted/10.1016_j.solmat.2019.110284__Fig3__B__structure__Temperature_30_oC__Series_2.csv,x_time_day/10.1016_j.solmat.2019.110284/Fig3_B_structure/accepted/10.1016_j.solmat.2019.110284__Fig3__B__structure__Temperature_30_oC__Series_2.csv,x_time_day,10.1016_j.solmat.2019.110284,10.1016/j.solmat.2019.110284,Fig3_B_structure,Series_2,24.0,days,validation.axis.x.name,Normalized PCE,,5,5,-0.836030896341164,45.34683872220592,46.18286961854709,0.0,1.0012718676435497,False,True,False,False,duration_lt_200h
"x_time_day/10.1016_j.solmat.2019.110284/Fig6_D_stability_performance_curve_structure/accepted/10.1016_j.solmat.2019.110284__Fig6__D__stability_performance_curve_structure__planar_n-i-pcells,_30-60%_RH__Series_2.csv","10.1016/j.solmat.2019.110284|Fig6_D_stability_performance_curve_structure|10.1016_j.solmat.2019.110284__Fig6__D__stability_performance_curve_structure__planar_n-i-pcells,_30-60%_RH__Series_2","/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2019.110284/Fig6_D_stability_performance_curve_structure/accepted/10.1016_j.solmat.2019.110284__Fig6__D__stability_performance_curve_structure__planar_n-i-pcells,_30-60%_RH__Series_2.csv","x_time_day/10.1016_j.solmat.2019.110284/Fig6_D_stability_performance_curve_structure/accepted/10.1016_j.solmat.2019.110284__Fig6__D__stability_performance_curve_structure__planar_n-i-pcells,_30-60%_RH__Series_2.csv",x_time_day,10.1016_j.solmat.2019.110284,10.1016/j.solmat.2019.110284,Fig6_D_stability_performance_curve_structure,Series_2,24.0,days,validation.axis.x.name,Normalized PCE,,68,8,-3.010972706812666,1791.979823395312,1794.9907961021247,0.0,0.9984526712186974,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.solmat.2019.110289/Fig4_A_jv_curve_stability_performance_pce_ff/accepted/10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__ALD-Al₂O3encapsulation__Series_1.csv,10.1016/j.solmat.2019.110289|Fig4_A_jv_curve_stability_performance_pce_ff|10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__ALD-Al₂O3encapsulation__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2019.110289/Fig4_A_jv_curve_stability_performance_pce_ff/accepted/10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__ALD-Al₂O3encapsulation__Series_1.csv,x_time_day/10.1016_j.solmat.2019.110289/Fig4_A_jv_curve_stability_performance_pce_ff/accepted/10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__ALD-Al₂O3encapsulation__Series_1.csv,x_time_day,10.1016_j.solmat.2019.110289,10.1016/j.solmat.2019.110289,Fig4_A_jv_curve_stability_performance_pce_ff,Series_1,24.0,days,validation.axis.x.unit,Efficiency,(Norm.),54,2,-46.25865801708528,6853.947804619404,6900.20646263649,1041.5405981338097,1.1632417692787584,True,False,False,False,global_max_pce_after_200h;unique_points_lt_4
x_time_day/10.1016_j.solmat.2019.110289/Fig4_A_jv_curve_stability_performance_pce_ff/accepted/10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__No_encapsulation__Series_2.csv,10.1016/j.solmat.2019.110289|Fig4_A_jv_curve_stability_performance_pce_ff|10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__No_encapsulation__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2019.110289/Fig4_A_jv_curve_stability_performance_pce_ff/accepted/10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__No_encapsulation__Series_2.csv,x_time_day/10.1016_j.solmat.2019.110289/Fig4_A_jv_curve_stability_performance_pce_ff/accepted/10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__No_encapsulation__Series_2.csv,x_time_day,10.1016_j.solmat.2019.110289,10.1016/j.solmat.2019.110289,Fig4_A_jv_curve_stability_performance_pce_ff,Series_2,24.0,days,validation.axis.x.unit,Efficiency,(Norm.),54,2,70.91465927296827,6840.928547142732,6770.0138878697635,130.19257476672612,1.1394315672756932,True,True,False,False,unique_points_lt_4
x_time_day/10.1016_j.solmat.2020.110478/Fig8_D_pce/accepted/10.1016_j.solmat.2020.110478__Fig8__D__pce__MAPbI₃__Series_1.csv,10.1016/j.solmat.2020.110478|Fig8_D_pce|10.1016_j.solmat.2020.110478__Fig8__D__pce__MAPbI₃__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2020.110478/Fig8_D_pce/accepted/10.1016_j.solmat.2020.110478__Fig8__D__pce__MAPbI₃__Series_1.csv,x_time_day/10.1016_j.solmat.2020.110478/Fig8_D_pce/accepted/10.1016_j.solmat.2020.110478__Fig8__D__pce__MAPbI₃__Series_1.csv,x_time_day,10.1016_j.solmat.2020.110478,10.1016/j.solmat.2020.110478,Fig8_D_pce,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,50,4,-1.022285488283842,2844.2877916539583,2845.3100771422423,0.0,1.0079190467470902,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.solmat.2020.110478/Fig8_D_pce/accepted/10.1016_j.solmat.2020.110478__Fig8__D__pce__MA₀.₈Cs₀.₂Pb(I₀.₈Br₀.₂)₃__Series_2.csv,10.1016/j.solmat.2020.110478|Fig8_D_pce|10.1016_j.solmat.2020.110478__Fig8__D__pce__MA₀.₈Cs₀.₂Pb(I₀.₈Br₀.₂)₃__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2020.110478/Fig8_D_pce/accepted/10.1016_j.solmat.2020.110478__Fig8__D__pce__MA₀.₈Cs₀.₂Pb(I₀.₈Br₀.₂)₃__Series_2.csv,x_time_day/10.1016_j.solmat.2020.110478/Fig8_D_pce/accepted/10.1016_j.solmat.2020.110478__Fig8__D__pce__MA₀.₈Cs₀.₂Pb(I₀.₈Br₀.₂)₃__Series_2.csv,x_time_day,10.1016_j.solmat.2020.110478,10.1016/j.solmat.2020.110478,Fig8_D_pce,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,,50,4,-1.022285488283842,2844.2877916539583,2845.3100771422423,0.0,1.0006047961692845,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.tsf.2018.03.038/Fig12_D_stability_performance_curve_photovoltaic_parameter/accepted/10.1016_j.tsf.2018.03.038__Fig12__D__stability_performance_curve_photovoltaic_parameter__SDR__Series_1.csv,10.1016/j.tsf.2018.03.038|Fig12_D_stability_performance_curve_photovoltaic_parameter|10.1016_j.tsf.2018.03.038__Fig12__D__stability_performance_curve_photovoltaic_parameter__SDR__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.tsf.2018.03.038/Fig12_D_stability_performance_curve_photovoltaic_parameter/accepted/10.1016_j.tsf.2018.03.038__Fig12__D__stability_performance_curve_photovoltaic_parameter__SDR__Series_1.csv,x_time_day/10.1016_j.tsf.2018.03.038/Fig12_D_stability_performance_curve_photovoltaic_parameter/accepted/10.1016_j.tsf.2018.03.038__Fig12__D__stability_performance_curve_photovoltaic_parameter__SDR__Series_1.csv,x_time_day,10.1016_j.tsf.2018.03.038,10.1016/j.tsf.2018.03.038,Fig12_D_stability_performance_curve_photovoltaic_parameter,Series_1,24.0,days,validation.axis.x.name,PCE (%),%,84,16,-5.462626594789583,1073.1258741353097,1078.5885007300992,519.8016870988431,5.262667375304581,True,False,False,False,global_max_pce_after_200h
x_time_day/10.1021_acs.chemmater.5b03137/Fig3_B_profile/accepted/10.1021_acs.chemmater.5b03137__Fig3__B__profile__B__Series_2.csv,10.1021/acs.chemmater.5b03137|Fig3_B_profile|10.1021_acs.chemmater.5b03137__Fig3__B__profile__B__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.chemmater.5b03137/Fig3_B_profile/accepted/10.1021_acs.chemmater.5b03137__Fig3__B__profile__B__Series_2.csv,x_time_day/10.1021_acs.chemmater.5b03137/Fig3_B_profile/accepted/10.1021_acs.chemmater.5b03137__Fig3__B__profile__B__Series_2.csv,x_time_day,10.1021_acs.chemmater.5b03137,10.1021/acs.chemmater.5b03137,Fig3_B_profile,Series_2,24.0,days,validation.axis.x.unit,Percentages of initial PCE,%,34,34,-1.0760868894244489,81.53244299364356,82.608529883068,0.0,100.51985245258768,False,True,False,False,duration_lt_200h
x_time_day/10.1021_acs.jpcc.0c02628/Fig6_B_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c02628__Fig6__B__stability_performance_curve_pce__SnO₂__Series_2.csv,10.1021/acs.jpcc.0c02628|Fig6_B_stability_performance_curve_pce|10.1021_acs.jpcc.0c02628__Fig6__B__stability_performance_curve_pce__SnO₂__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.jpcc.0c02628/Fig6_B_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c02628__Fig6__B__stability_performance_curve_pce__SnO₂__Series_2.csv,x_time_day/10.1021_acs.jpcc.0c02628/Fig6_B_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c02628__Fig6__B__stability_performance_curve_pce__SnO₂__Series_2.csv,x_time_day,10.1021_acs.jpcc.0c02628,10.1021/acs.jpcc.0c02628,Fig6_B_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,,43,43,0.40750511171303927,165.53738895243168,165.12988384071863,0.0,0.9993908381778309,False,True,False,False,duration_lt_200h
x_time_day/10.1021_acs.jpcc.0c05649/Fig7_A_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c05649__Fig7__A__stability_performance_curve_pce__Control__Series_1.csv,10.1021/acs.jpcc.0c05649|Fig7_A_stability_performance_curve_pce|10.1021_acs.jpcc.0c05649__Fig7__A__stability_performance_curve_pce__Control__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.jpcc.0c05649/Fig7_A_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c05649__Fig7__A__stability_performance_curve_pce__Control__Series_1.csv,x_time_day/10.1021_acs.jpcc.0c05649/Fig7_A_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c05649__Fig7__A__stability_performance_curve_pce__Control__Series_1.csv,x_time_day,10.1021_acs.jpcc.0c05649,10.1021/acs.jpcc.0c05649,Fig7_A_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,59,9,17.511152320502333,1424.267758530681,1406.7566062101787,0.0,1.0167352022539402,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/accepted/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__MAPbI₃_+_NDM__Series_1.csv,10.1021/acs.jpcc.8b09722|Fig2_B_stability_performance_curve|10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__MAPbI₃_+_NDM__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/accepted/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__MAPbI₃_+_NDM__Series_1.csv,x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/accepted/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__MAPbI₃_+_NDM__Series_1.csv,x_time_day,10.1021_acs.jpcc.8b09722,10.1021/acs.jpcc.8b09722,Fig2_B_stability_performance_curve,Series_1,24.0,day,validation.axis.x.unit,Efficiency,(%),63,5,10.838225376934616,2535.5365731390934,2524.698347762159,2524.698347762159,15.05551283167806,True,False,False,False,global_max_pce_after_200h
x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/accepted/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__Pristine_MAPbI₃__Series_2.csv,10.1021/acs.jpcc.8b09722|Fig2_B_stability_performance_curve|10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__Pristine_MAPbI₃__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/accepted/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__Pristine_MAPbI₃__Series_2.csv,x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/accepted/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__Pristine_MAPbI₃__Series_2.csv,x_time_day,10.1021_acs.jpcc.8b09722,10.1021/acs.jpcc.8b09722,Fig2_B_stability_performance_curve,Series_2,24.0,day,validation.axis.x.unit,Efficiency,(%),62,4,82.97246388442483,2567.5962346979777,2484.6237708135527,2484.6237708135527,12.776168522539386,True,False,False,False,global_max_pce_after_200h
x_time_day/10.1021_acs.jpclett.0c01134/Fig4_G_stability_performance_curve_pce/accepted/10.1021_acs.jpclett.0c01134__Fig4__G__stability_performance_curve_pce__3D__Series_2.csv,10.1021/acs.jpclett.0c01134|Fig4_G_stability_performance_curve_pce|10.1021_acs.jpclett.0c01134__Fig4__G__stability_performance_curve_pce__3D__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.jpclett.0c01134/Fig4_G_stability_performance_curve_pce/accepted/10.1021_acs.jpclett.0c01134__Fig4__G__stability_performance_curve_pce__3D__Series_2.csv,x_time_day/10.1021_acs.jpclett.0c01134/Fig4_G_stability_performance_curve_pce/accepted/10.1021_acs.jpclett.0c01134__Fig4__G__stability_performance_curve_pce__3D__Series_2.csv,x_time_day,10.1021_acs.jpclett.0c01134,10.1021/acs.jpclett.0c01134,Fig4_G_stability_performance_curve_pce,Series_2,24.0,d,validation.axis.x.unit,Normalized PCE,,14,5,-6.173769524488705,609.9118368958734,616.0856064203622,0.0,0.9911417327365112,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__Control-HP__Series_2.csv,10.1021/acs.nanolett.9b02142|Fig1_C_stability_performance_curve_voc|10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__Control-HP__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__Control-HP__Series_2.csv,x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__Control-HP__Series_2.csv,x_time_day,10.1021_acs.nanolett.9b02142,10.1021/acs.nanolett.9b02142,Fig1_C_stability_performance_curve_voc,Series_2,24.0,day,validation.axis.x.unit,PCE,[%],56,3,129.98414035892858,4764.539760707271,4634.555620348342,0.0,19.723339469829046,True,True,False,False,unique_points_lt_4
x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__LD-HP__Series_1.csv,10.1021/acs.nanolett.9b02142|Fig1_C_stability_performance_curve_voc|10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__LD-HP__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__LD-HP__Series_1.csv,x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__LD-HP__Series_1.csv,x_time_day,10.1021_acs.nanolett.9b02142,10.1021/acs.nanolett.9b02142,Fig1_C_stability_performance_curve_voc,Series_1,24.0,day,validation.axis.x.unit,PCE,[%],56,3,138.41060512319837,4772.96622547154,4634.555620348342,0.0,21.01939361886166,True,True,False,False,unique_points_lt_4
