array_row,curve_id,peak_time_h,peak_value,pce_0h,pce_200h,initial_gain,post_peak_drop,post_peak_nonincrease_fraction_5h,rise_then_fall_broad,rise_then_fall_medium,rise_then_fall_core,rise_then_fall_strong
389,x_time_day/10.1039_c7nr03963h/Fig5_whole_figure/accepted/10.1039_c7nr03963h__Fig5__whole__figure__PEDOT__Series_2.csv,0.0,0.9999999999999998,0.9999999999999998,0.4854297631074401,0.0,0.5145702368925597,1.0,False,False,False,False
390,x_time_day/10.1039_c7nr06812c/Fig8_A_stability_performance_curve_pce/accepted/10.1039_c7nr06812c__Fig8__A__stability_performance_curve_pce__ZnO_Device__Series_1.csv,0.0,1.0,1.0,0.9612413764110462,0.0,0.03875862358895377,1.0,False,False,False,False
391,x_time_day/10.1039_c7se00036g/Fig5_C_stability_performance_curve_pce/accepted/10.1039_c7se00036g__Fig5__C__stability_performance_curve_pce__Conventional_dripping__Series_2.csv,2.5,1.000032498235128,0.999876327150479,0.9416972654550417,0.00015617108464904828,0.058335232780086343,1.0,False,False,False,False
392,x_time_day/10.1039_c7ta00894e/Fig6_G_stability_performance_curve_pce/accepted/10.1039_c7ta00894e__Fig6__G__stability_performance_curve_pce__CH3NH3PbI3__Series_1.csv,0.0,0.9999999999999998,0.9999999999999998,0.8760055674262008,0.0,0.12399443257379894,1.0,False,False,False,False
393,x_time_day/10.1039_c7ta00894e/Fig6_H_stability_performance_curve_pce/accepted/10.1039_c7ta00894e__Fig6__H__stability_performance_curve_pce__CH3NH3PbI3__Series_2.csv,0.0,0.9999122563225904,0.9999122563225904,0.6933460167649755,0.0,0.30656623955761486,1.0,False,False,False,False
394,x_time_day/10.1039_c7ta06088b/Fig6_A_stability_performance_curve_pce/accepted/10.1039_c7ta06088b__Fig6__A__stability_performance_curve_pce__perovskite_spiro-OMeTAD__Series_2.csv,0.0,1.0000632983559608,1.0000632983559608,0.08598116671946529,0.0,0.9140821316364954,1.0,False,False,False,False
395,x_time_day/10.1039_c7tc01973d/Fig5_D_stability_performance_curve/accepted/10.1039_c7tc01973d__Fig5__D__stability_performance_curve__Compact_Pbl2__Series_2.csv,0.0,0.9999999999999998,0.9999999999999998,0.4001620776762649,0.0,0.5998379223237349,1.0,False,False,False,False
396,x_time_day/10.1039_c7tc01973d/Fig5_D_stability_performance_curve/accepted/10.1039_c7tc01973d__Fig5__D__stability_performance_curve__Mesoporous_Pbl__Series_1.csv,0.0,0.99995826331842,0.99995826331842,0.8439948975925753,0.0,0.15596336572584468,1.0,False,False,False,False
397,x_time_day/10.1039_c8nj06146g/Fig6_A_stability_performance_curve_pce/accepted/10.1039_c8nj06146g__Fig6__A__stability_performance_curve_pce__Pure_PCBM__Series_2.csv,0.0,1.0,1.0,0.5777781203613702,0.0,0.4222218796386298,1.0,False,False,False,False
398,x_time_day/10.1039_c8ra03162b/Fig10_A_stability_performance_curve_plot/accepted/10.1039_c8ra03162b__Fig10__A__stability_performance_curve_plot__ZnO_NPs_TiO₂__Series_2.csv,44.83333333333333,0.9999999999999601,0.7921945568912917,0.7376569137910409,0.20780544310866844,0.2623430862089192,1.0,True,True,True,True
399,x_time_day/10.1039_c8ra03162b/Fig10_A_stability_performance_curve_plot/accepted/10.1039_c8ra03162b__Fig10__A__stability_performance_curve_plot__ZnO_NPs__Series_1.csv,0.0,0.9996717863154602,0.9996717863154602,0.24001387661876827,0.0,0.7596579096966919,0.925,False,False,False,False
400,x_time_day/10.1039_c8ra03162b/Fig10_B_stability_performance_curve_plot/accepted/10.1039_c8ra03162b__Fig10__B__stability_performance_curve_plot__ZnO_sol-gel_TiO2__Series_2.csv,44.83333333333333,0.9999738156084017,0.7748619783406695,0.7483412005443828,0.2251118372677322,0.2516326150640189,0.7096774193548387,True,True,True,True
401,x_time_day/10.1039_c8ta00457a/Fig9_H_pce/accepted/10.1039_c8ta00457a__Fig9__H__pce__WithoutOTAB__Series_2.csv,0.0,0.9999677052781073,0.9999677052781073,0.7145766560425914,0.0,0.28539104923551595,1.0,False,False,False,False
402,x_time_day/10.1039_c8ta00583d/Fig5_whole_stability_performance_curve/accepted/10.1039_c8ta00583d__Fig5__whole__stability_performance_curve__MAPbI₃_(IT-4F)__Series_1.csv,9.0,0.9999655295054154,0.9978776011132686,0.9707799299093132,0.002087928392146776,0.02918559959610223,1.0,False,False,False,False
403,x_time_day/10.1039_c8ta00583d/Fig5_whole_stability_performance_curve/accepted/10.1039_c8ta00583d__Fig5__whole__stability_performance_curve__MAPbI₃__Series_2.csv,9.833333333333332,0.9999940366481966,0.9979099721013377,0.9262227389112769,0.0020840645468589436,0.0737712977369197,1.0,False,False,False,False
404,x_time_day/10.1039_c8ta03608j/Fig4_B_stability_performance_curve_pce/accepted/10.1039_c8ta03608j__Fig4__B__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv,0.0,0.9997301686389892,0.9997301686389892,0.2289263531960349,0.0,0.7708038154429543,1.0,False,False,False,False
405,x_time_day/10.1039_c8ta11925b/Fig6_E_stability_performance_curve_pce/accepted/10.1039_c8ta11925b__Fig6__E__stability_performance_curve_pce__ABS-0__Series_1.csv,18.833333333333332,0.9999759325333568,0.9885422835792794,0.9266425863276706,0.011433648954077391,0.07333334620568621,1.0,True,False,False,False
406,x_time_day/10.1039_c8ta12206g/Fig8_A_pce/accepted/10.1039_c8ta12206g__Fig8__A__pce__Control__Series_1.csv,49.166666666666664,0.9999999999999601,0.982835548718503,0.9129109507343848,0.01716445128145716,0.08708904926557537,1.0,True,False,False,False
407,x_time_day/10.1039_c9nr05719f/Fig6_A_stability_performance_curve_pce/accepted/10.1039_c9nr05719f__Fig6__A__stability_performance_curve_pce__Spiro-OMeTAD_(LiTFSI_+TBP)__Series_2.csv,0.0,1.0002393622694774,1.0002393622694774,0.33328036335236055,0.0,0.6669589989171169,1.0,False,False,False,False
408,x_time_day/10.1039_c9nr05719f/Fig6_A_stability_performance_curve_pce/accepted/10.1039_c9nr05719f__Fig6__A__stability_performance_curve_pce__TFB_(LiTFSI_+TBP)__Series_1.csv,0.0,1.0001236288841229,1.0001236288841229,0.46645404292742737,0.0,0.5336695859566956,1.0,False,False,False,False
409,x_time_day/10.1039_c9se00003h/Fig4_D_stability_performance_curve/accepted/10.1039_c9se00003h__Fig4__D__stability_performance_curve__spiro-OMeTAD__Series_2.csv,0.0,0.9999682723177614,0.9999682723177614,0.9078029896480406,0.0,0.0921652826697208,1.0,False,False,False,False
410,x_time_day/10.1039_c9ta03022k/Fig1_F_stability_performance_curve_pce/accepted/10.1039_c9ta03022k__Fig1__F__stability_performance_curve_pce__PTAA__Series_2.csv,20.333333333333332,0.9999904497219825,0.9945296730554498,0.7270422192874108,0.005460776666532663,0.2729482304345717,1.0,False,False,False,False
411,x_time_day/10.1039_c9ta08084h/Fig7_D_stability_performance_curve_pce/accepted/10.1039_c9ta08084h__Fig7__D__stability_performance_curve_pce__0—NiOx_PS_MAPbl3__Series_2.csv,13.5,0.9999857959508508,0.9956942911155567,0.97873530732847,0.004291504835294058,0.02125048862238077,1.0,False,False,False,False
412,x_time_day/10.1039_c9ta08084h/Fig7_D_stability_performance_curve_pce/accepted/10.1039_c9ta08084h__Fig7__D__stability_performance_curve_pce__NiOx_MAPbl₃__Series_3.csv,37.33333333333333,0.9999999552155148,0.9998422836132973,0.9657551701314667,0.00015767160221746845,0.034244785084048046,1.0,False,False,False,False
413,x_time_day/10.1039_c9ta08177a/Fig6_B_stability_performance_curve/accepted/10.1039_c9ta08177a__Fig6__B__stability_performance_curve__withPEVCNT__Series_2.csv,0.0,0.9997673307720888,0.9997673307720888,0.7447729633200447,0.0,0.25499436745204407,1.0,False,False,False,False
414,x_time_day/10.1039_c9ta08177a/Fig6_B_stability_performance_curve/accepted/10.1039_c9ta08177a__Fig6__B__stability_performance_curve__without_PEVCNT__Series_1.csv,0.0,1.0000924110016218,1.0000924110016218,0.8176945406590914,0.0,0.1823978703425304,1.0,False,False,False,False
415,x_time_day/10.1039_c9ta11744j/Fig6_A_stability_performance_curve_pce/accepted/10.1039_c9ta11744j__Fig6__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,33.33333333333333,0.9999854408522915,0.9998559086818686,0.8035223024351063,0.00012953217042288578,0.1964631384171852,1.0,False,False,False,False
416,x_time_day/10.1039_c9tc00374f/Fig4_F_jv_curve_stability_performance_pce/accepted/10.1039_c9tc00374f__Fig4__F__jv_curve_stability_performance_pce__Reference-PSC__Series_1.csv,0.0,0.9999624910326662,0.9999624910326662,0.9711121123232808,0.0,0.02885037870938545,1.0,False,False,False,False
417,x_time_day/10.1039_c9tc02526j/Fig7_whole_stability/accepted/10.1039_c9tc02526j__Fig7__whole__stability__NiOX__Series_3.csv,14.666666666666666,1.0000003547571248,0.9989412634775772,0.9782554211068089,0.0010590912795476193,0.021744933650315934,1.0,False,False,False,False
418,x_time_day/10.1039_c9tc03120k/Fig7_D_stability_performance_curve_pce/accepted/10.1039_c9tc03120k__Fig7__D__stability_performance_curve_pce__NPB__Series_1.csv,0.0,1.0002395206786399,1.0002395206786399,0.7188591887422002,0.0,0.28138033193643963,1.0,False,False,False,False
419,x_time_day/10.1039_c9tc05410c/Fig5_F_stability_performance_curve_image/accepted/10.1039_c9tc05410c__Fig5__F__stability_performance_curve_image__Z8@MWCNT__Series_2.csv,0.0,0.9999381770275025,0.9999381770275025,0.8662200937117688,0.0,0.13371808331573376,1.0,False,False,False,False
420,x_time_day/10.1039_c9tc05410c/Fig5_F_stability_performance_curve_image/accepted/10.1039_c9tc05410c__Fig5__F__stability_performance_curve_image__Z8__Series_1.csv,0.0,0.9997879795521416,0.9997879795521416,0.4836690988310727,0.0,0.5161188807210689,1.0,False,False,False,False
421,x_time_day/10.1039_d0dt03201h/Fig6_E_stability_performance_curve_pce/accepted/10.1039_d0dt03201h__Fig6__E__stability_performance_curve_pce__HTMwithout_BiWg-Zn__Series_2.csv,8.833333333333332,0.9999999999999603,0.9994469490893928,0.9450186334511411,0.0005530509105674541,0.05498136654881913,1.0,False,False,False,False
422,x_time_day/10.1039_d0qm00983k/Fig10_B_stability_performance_curve/accepted/10.1039_d0qm00983k__Fig10__B__stability_performance_curve__o—Pristine__Series_1.csv,45.166666666666664,0.9999998351876084,0.9796706759213113,0.8714397668528555,0.02032915926629708,0.12856006833475286,1.0,True,True,False,False
423,x_time_day/10.1039_d0ra07254k/Fig6_C_stability_performance_curve/accepted/10.1039_d0ra07254k__Fig6__C__stability_performance_curve__W_O_DDQ__Series_1.csv,38.83333333333333,0.9999999347164418,0.9965172465283753,0.88834629541332,0.0034826881880665184,0.11165363930312178,1.0,False,False,False,False
424,x_time_day/10.1039_d0ta06646j/Fig4_G_stability_performance_curve_pce/accepted/10.1039_d0ta06646j__Fig4__G__stability_performance_curve_pce__1nmFPPX__Series_2.csv,6.5,0.9999990506755517,0.9995008815464697,0.8369435381420365,0.0004981691290820711,0.16305551253351525,1.0,False,False,False,False
425,x_time_day/10.1039_d0ta06646j/Fig4_G_stability_performance_curve_pce/accepted/10.1039_d0ta06646j__Fig4__G__stability_performance_curve_pce__5nmPPX__Series_1.csv,13.166666666666666,1.0000504166977398,0.9929292078306658,0.9885059805143626,0.007121208867073903,0.011544436183377194,1.0,False,False,False,False
426,x_time_day/10.1039_d0ta06646j/Fig4_G_stability_performance_curve_pce/accepted/10.1039_d0ta06646j__Fig4__G__stability_performance_curve_pce__Uncoated__Series_3.csv,6.5,0.9999990506755517,0.9995008815464697,0.7439517106464127,0.0004981691290820711,0.256047340029139,1.0,False,False,False,False
427,x_time_day/10.1039_d0tc01464h/Fig5_C_eqe_curve_stability_performance/accepted/10.1039_d0tc01464h__Fig5__C__eqe_curve_stability_performance__pristine__Series_1.csv,111.0,0.9999999999999604,0.9836133280447968,0.9890843165184197,0.016386671955163523,0.010915683481540706,1.0,False,False,False,False
428,x_time_day/10.1039_d0tc01464h/Fig5_C_eqe_curve_stability_performance/accepted/10.1039_d0tc01464h__Fig5__C__eqe_curve_stability_performance__with_NH₂GACl__Series_2.csv,132.16666666666666,0.9999999999999599,0.9530657104200047,0.9840862402754049,0.04693428957995527,0.015913759724555,1.0,False,False,False,False
429,x_time_day/10.1039_d0tc02535f/Fig6_whole_stability/accepted/10.1039_d0tc02535f__Fig6__whole__stability__Control__Series_2.csv,0.0,1.000085682636439,1.000085682636439,0.7305458131498788,0.0,0.2695398694865603,1.0,False,False,False,False
430,x_time_day/10.1039_d0tc03133j/Fig6_D_stability_performance_curve_pce/accepted/10.1039_d0tc03133j__Fig6__D__stability_performance_curve_pce__Without_CB__Series_1.csv,0.0,0.9999666728216849,0.9999666728216849,0.8339991502534058,0.0,0.16596752256827918,1.0,False,False,False,False
431,x_time_day/10.1039_d0tc05455k/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d0tc05455k__Fig6__A__stability_performance_curve_pce__CsPbIBr₂__Series_2.csv,52.666666666666664,0.9999699655811175,0.9740081704338364,0.9369039074278435,0.02596179514728114,0.06306605815327404,1.0,True,True,False,False
432,x_time_day/10.1039_d0tc05877g/Fig9_whole_stability/accepted/10.1039_d0tc05877g__Fig9__whole__stability__o—ITO_SnO2_Perovskite__Series_2.csv,0.0,1.000007249650498,1.000007249650498,0.9249513685975144,0.0,0.07505588105298355,1.0,False,False,False,False
433,x_time_day/10.1039_d1ra05399j/Fig5_C_stability_performance_curve_pce/accepted/10.1039_d1ra05399j__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv,0.0,0.9999859622789962,0.9999859622789962,0.796997924321491,0.0,0.2029880379575052,1.0,False,False,False,False
434,x_time_day/10.1039_d1sc01416a/Fig5_B_stability_performance_curve/accepted/10.1039_d1sc01416a__Fig5__B__stability_performance_curve__Spiro-OMeTAD__Series_1.csv,0.0,1.0,1.0,0.8984643296194854,0.0,0.10153567038051459,1.0,False,False,False,False
435,x_time_day/10.1039_d1se00192b/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d1se00192b__Fig6__A__stability_performance_curve_pce__Control__Series_1.csv,5.833333333333333,1.000291959068064,0.9962319068013804,0.8649605159691003,0.004060052266683489,0.1353314430989636,1.0,False,False,False,False
436,x_time_day/10.1039_d1ta04520b/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d1ta04520b__Fig5__A__stability_performance_curve_pce__Pristine__Series_1.csv,0.0,1.0000000000000002,1.0000000000000002,0.9704403746709718,0.0,0.02955962532902845,1.0,False,False,False,False
437,x_time_day/10.1039_d2cp02033e/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d2cp02033e__Fig5__A__stability_performance_curve_pce__NiOx_C60_C70__Series_1.csv,10.333333333333332,0.9999927637527126,0.9999164791128113,0.9139896146896284,7.628463990128065e-05,0.08600314906308426,1.0,False,False,False,False
438,x_time_day/10.1039_d2cp02033e/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d2cp02033e__Fig5__A__stability_performance_curve_pce__PEDOT_PSS_PCBM__Series_2.csv,0.0,0.9999999999999998,0.9999999999999998,0.8187755740332416,0.0,0.18122442596675814,1.0,False,False,False,False
439,x_time_day/10.1039_d2ra03411e/Fig8_F_stability_performance_curve_pce/accepted/10.1039_d2ra03411e__Fig8__F__stability_performance_curve_pce__NiOx__Series_1.csv,0.0,0.9998908184405829,0.9998908184405829,0.755617224625042,0.0,0.24427359381554092,1.0,False,False,False,False
440,x_time_day/10.1039_d3ra00809f/Fig4_C_stability_performance_curve_pce/accepted/10.1039_d3ra00809f__Fig4__C__stability_performance_curve_pce__Control__Series_1.csv,0.0,1.0000000412390089,1.0000000412390089,0.8820828653324336,0.0,0.11791717590657524,1.0,False,False,False,False
441,x_time_day/10.1039_d3ta01935g/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d3ta01935g__Fig5__E__stability_performance_curve_pce__Pure_F-PEA__Series_3.csv,0.0,1.0000196965894719,1.0000196965894719,0.7825241366037331,0.0,0.21749555998573877,1.0,False,False,False,False
442,x_time_day/10.1039_d3ta01935g/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d3ta01935g__Fig5__E__stability_performance_curve_pce__Pure_iso-BA__Series_1.csv,0.0,1.000008441395488,1.000008441395488,0.7314577339396454,0.0,0.26855070745584253,1.0,False,False,False,False
443,x_time_day/10.1039_d3ta03423b/Fig3_C_stability_performance_curve_pce/accepted/10.1039_d3ta03423b__Fig3__C__stability_performance_curve_pce__Reference__Series_1.csv,105.16666666666666,0.9999999999999605,0.9954298008398693,0.9896625345999285,0.0045701991600911596,0.010337465400031998,1.0,False,False,False,False
444,x_time_day/10.1039_d4ra00583j/Fig7_whole_stability_performance_curve_pce/accepted/10.1039_d4ra00583j__Fig7__whole__stability_performance_curve_pce__W_O_BA__Series_2.csv,0.0,1.0000000000000002,1.0000000000000002,0.9249836458996006,0.0,0.07501635410039964,1.0,False,False,False,False
445,x_time_day/10.1039_d4sc02020k/Fig4_A_stability_performance_curve_image/accepted/10.1039_d4sc02020k__Fig4__A__stability_performance_curve_image__PTAA_Li-CYCLIC__Series_2.csv,0.0,1.0,1.0,0.899001315665252,0.0,0.10099868433474801,1.0,False,False,False,False
446,x_time_day/10.1039_d4sc02020k/Fig4_A_stability_performance_curve_image/accepted/10.1039_d4sc02020k__Fig4__A__stability_performance_curve_image__PTAA_Li-TFSI__Series_1.csv,0.0,1.0000117407417377,1.0000117407417377,0.790039136906715,0.0,0.2099726038350227,1.0,False,False,False,False
447,x_time_day/10.1039_d5sc04440e/Fig4_A_stability_performance_curve_pce/accepted/10.1039_d5sc04440e__Fig4__A__stability_performance_curve_pce__PTAA_Li-TFSI__Series_1.csv,0.0,0.9999545626836176,0.9999545626836176,0.751289314293487,0.0,0.2486652483901306,1.0,False,False,False,False
448,x_time_day/10.1063_5.0012646/Fig4_B_stability_performance_curve_pce/accepted/10.1063_5.0012646__Fig4__B__stability_performance_curve_pce__PCBM_Ag__Series_1.csv,0.0,1.0000052042599727,1.0000052042599727,0.8420848392869253,0.0,0.1579203649730474,1.0,False,False,False,False
449,x_time_day/10.1109_jphotov.2017.2775162/Fig6_A_stability_performance_curve/accepted/10.1109_jphotov.2017.2775162__Fig6__A__stability_performance_curve__without_substrate-preheating__Series_2.csv,0.0,0.9997339383808764,0.9997339383808764,0.44345573688970047,0.0,0.556278201491176,1.0,False,False,False,False
450,x_time_day/10.1134_s1063785020030153/Fig3_A_stability_performance_curve_pce_ff/accepted/10.1134_s1063785020030153__Fig3__A__stability_performance_curve_pce_ff__PSC(CH3NH3PbI3)__Series_1.csv,20.333333333333332,1.0000001825109286,0.998487883403114,0.9283278049762246,0.0015122991078145853,0.07167237753470401,1.0,False,False,False,False
451,x_time_day/10.1142_s0218625x18501378/Fig9_whole_pce/accepted/10.1142_s0218625x18501378__Fig9__whole__pce__x=0__Series_1.csv,3.333333333333333,0.9999295361248607,0.9995315900840097,0.7994487257759695,0.00039794604085097163,0.2004808103488912,1.0,False,False,False,False
452,x_time_day/10.1186_s11671-019-2936-8/Fig4_A_stability_performance_curve_pce/accepted/10.1186_s11671-019-2936-8__Fig4__A__stability_performance_curve_pce__Series_1__Series_1.csv,41.33333333333333,0.9999926038122557,0.9844076701077872,0.9399738095410702,0.015584933704468562,0.060018794271185505,1.0,True,False,False,False
453,x_time_day/10.1186_s11671-020-03406-w/Fig4_D_jv_curve_stability_performance_pce/accepted/10.1186_s11671-020-03406-w__Fig4__D__jv_curve_stability_performance_pce__x=0__Series_2.csv,0.0,0.9999850995202947,0.9999850995202947,0.8652164466033755,0.0,0.1347686529169192,1.0,False,False,False,False
454,x_time_day/10.3390_coatings14040409/Fig10_D_stability_performance_curve_pce/accepted/10.3390_coatings14040409__Fig10__D__stability_performance_curve_pce__Reference__Series_2.csv,22.0,0.999995827277552,0.9931200866736857,0.8731450234499054,0.006875740603866309,0.12685080382764657,1.0,False,False,False,False
455,x_time_day/10.3390_cryst11121588/Fig4_A_stability_performance_curve_pce/accepted/10.3390_cryst11121588__Fig4__A__stability_performance_curve_pce__Control__Series_1.csv,11.5,0.9999975827789347,0.9976623715300552,0.9860865228741014,0.0023352112488794763,0.013911059904833323,1.0,False,False,False,False
456,x_time_day/10.3390_cryst11121588/Fig4_A_stability_performance_curve_pce/accepted/10.3390_cryst11121588__Fig4__A__stability_performance_curve_pce__OABr__Series_2.csv,7.5,0.9999999272519372,0.9995231315995768,0.9516661260223208,0.00047679565236036225,0.04833380122961639,1.0,False,False,False,False
457,x_time_day/10.3390_cryst12020290/Fig10_whole_stability_performance_curve/accepted/10.3390_cryst12020290__Fig10__whole__stability_performance_curve__PSC_0.0wt%__Series_1.csv,0.0,1.0000000000000002,1.0000000000000002,0.9266940675032892,0.0,0.07330593249671102,1.0,False,False,False,False
458,x_time_day/10.3390_cryst12081090/Fig6_D_stability_performance_curve_pce/accepted/10.3390_cryst12081090__Fig6__D__stability_performance_curve_pce__FTO_PEIE__Series_2.csv,0.0,0.9999999999999996,0.9999999999999996,0.7783847234195722,0.0,0.22161527658042735,1.0,False,False,False,False
459,x_time_day/10.3390_cryst12081090/Fig6_D_stability_performance_curve_pce/accepted/10.3390_cryst12081090__Fig6__D__stability_performance_curve_pce__FTO_TiO2__Series_1.csv,0.0,0.9999999999999998,0.9999999999999998,0.8808811854026299,0.0,0.11911881459736984,1.0,False,False,False,False
460,x_time_day/10.3390_en16237849/Fig8_F_stability_performance_curve_pce/accepted/10.3390_en16237849__Fig8__F__stability_performance_curve_pce__CsPbI3−xBrx__Series_1.csv,0.0,1.000484347612837,1.000484347612837,0.4049895190074399,0.0,0.5954948286053972,1.0,False,False,False,False
461,x_time_day/10.3390_ijms232214441/Fig5_C_stability_performance_curve_pce/accepted/10.3390_ijms232214441__Fig5__C__stability_performance_curve_pce__PCE_(30_%_UCNPs)__Series_1.csv,29.333333333333332,0.9994414173699929,0.9769591294875983,0.9142390223745216,0.02248228788239459,0.08520239499547133,1.0,True,True,False,False
462,x_time_day/10.3390_ijms232214441/Fig5_C_stability_performance_curve_pce/accepted/10.3390_ijms232214441__Fig5__C__stability_performance_curve_pce__PCE_(pristine)__Series_2.csv,0.0,0.9993973600998769,0.9993973600998769,0.6987745625587232,0.0,0.30062279754115373,1.0,False,False,False,False
463,x_time_day/10.3390_molecules28134976/Fig5_whole_stability/accepted/10.3390_molecules28134976__Fig5__whole__stability__0—0THI__Series_1.csv,4.0,0.9999924148461796,0.9998358702075542,0.9089980069178598,0.00015654463862546653,0.09099440792831981,1.0,False,False,False,False
464,x_time_day/10.3390_molecules29112556/Fig6_whole_stability_performance_curve_pce/accepted/10.3390_molecules29112556__Fig6__whole__stability_performance_curve_pce__PSC_device_30%_UCNPs__Series_1.csv,0.0,1.0005461499273338,1.0005461499273338,0.9333456716570884,0.0,0.06720047827024545,1.0,False,False,False,False
465,x_time_day/10.3390_molecules29112556/Fig6_whole_stability_performance_curve_pce/accepted/10.3390_molecules29112556__Fig6__whole__stability_performance_curve_pce__Pristine_device__Series_3.csv,0.0,1.0004175986267578,1.0004175986267578,0.7781722320998465,0.0,0.2222453665269113,1.0,False,False,False,False
466,x_time_day/10.3390_molecules29215064/Fig5_A_stability_performance_curve/accepted/10.3390_molecules29215064__Fig5__A__stability_performance_curve__PEDOT_PSS__Series_2.csv,0.0,0.9998506975445162,0.9998506975445162,0.578141433462906,0.0,0.42170926408161014,1.0,False,False,False,False
467,x_time_day/10.3390_molecules29215064/Fig5_B_stability_performance_curve_pce/accepted/10.3390_molecules29215064__Fig5__B__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv,0.0,0.9999999999999996,0.9999999999999996,0.5067367226251577,0.0,0.4932632773748419,1.0,False,False,False,False
468,x_time_h/10.1002_adem.202000990/Fig5_C_jv_curve_stability_performance_pce/accepted/10.1002_adem.202000990__Fig5__C__jv_curve_stability_performance_pce__Pero@Pbl₂-300°C__Series_1.csv,3.0,0.9999222722930674,0.9996116436475261,0.8600326271464142,0.0003106286455413221,0.13988964514665325,1.0,False,False,False,False
469,x_time_h/10.1002_adfm.201601119/Fig5_B_stability_performance_curve/accepted/10.1002_adfm.201601119__Fig5__B__stability_performance_curve__[spiro-OMeTAD]__Series_2.csv,0.0,1.0000027693079865,1.0000027693079865,0.7506320259965907,0.0,0.24937074331139575,1.0,False,False,False,False
470,x_time_h/10.1002_adfm.201605988/Fig7_D_stability_performance_curve_pce/accepted/10.1002_adfm.201605988__Fig7__D__stability_performance_curve_pce__FAPbl₃__Series_1.csv,0.0,0.9999787895183111,0.9999787895183111,0.7995543309957154,0.0,0.20042445852259572,1.0,False,False,False,False
471,x_time_h/10.1002_adfm.201702090/Fig4_B_mppt_stability_performance_curve/accepted/10.1002_adfm.201702090__Fig4__B__mppt_stability_performance_curve__Mesoporous_Ts_TiO2__Series_2.csv,0.0,0.9999999999999998,0.9999999999999998,0.6879053058349353,0.0,0.3120946941650645,1.0,False,False,False,False
472,x_time_h/10.1002_adfm.201705363/Fig4_C_stability_performance_curve_pce/accepted/10.1002_adfm.201705363__Fig4__C__stability_performance_curve_pce__withPTT__Series_2.csv,0.0,0.9999000118827648,0.9999000118827648,0.7191537502277505,0.0,0.28074626165501426,1.0,False,False,False,False
473,x_time_h/10.1002_adfm.201705363/Fig4_C_stability_performance_curve_pce/accepted/10.1002_adfm.201705363__Fig4__C__stability_performance_curve_pce__without_PTT__Series_1.csv,0.0,0.9998835289102079,0.9998835289102079,0.33686022334196086,0.0,0.6630233055682471,1.0,False,False,False,False
474,x_time_h/10.1002_adfm.201706923/Fig5_B_stability_performance_curve_pce/accepted/10.1002_adfm.201706923__Fig5__B__stability_performance_curve_pce__→Control__Series_2.csv,1.3333333333333333,0.999993360386037,0.9999735297271526,0.9059778389189108,1.9830658884445462e-05,0.09401552146712622,1.0,False,False,False,False
475,x_time_h/10.1002_adfm.201800346/Fig4_A_stability/accepted/10.1002_adfm.201800346__Fig4__A__stability__PCBM__Series_2.csv,0.0,1.0000032730009962,1.0000032730009962,0.9151515050072091,0.0,0.08485176799378713,1.0,False,False,False,False
476,x_time_h/10.1002_adfm.201803269/Fig7_A_stability_performance_curve_pce/accepted/10.1002_adfm.201803269__Fig7__A__stability_performance_curve_pce__w_o_DMSO-adducts__Series_1.csv,0.0,1.0000000000000004,1.0000000000000004,0.6719330553403248,0.0,0.3280669446596757,1.0,False,False,False,False
477,x_time_h/10.1002_adfm.201804856/Fig5_F_stability_performance_curve_eqe/accepted/10.1002_adfm.201804856__Fig5__F__stability_performance_curve_eqe__MAPbI₃__Series_1.csv,0.0,1.0,1.0,0.7138061570472022,0.0,0.2861938429527978,1.0,False,False,False,False
478,x_time_h/10.1002_adfm.201807850/Fig7_F_stability_performance_curve_pce/accepted/10.1002_adfm.201807850__Fig7__F__stability_performance_curve_pce__w_NbF₅__Series_1.csv,0.0,1.0004730525578087,1.0004730525578087,0.4590148006296173,0.0,0.5414582519281914,1.0,False,False,False,False
479,x_time_h/10.1002_adfm.201808119/Fig7_B_stability_performance_curve/accepted/10.1002_adfm.201808119__Fig7__B__stability_performance_curve__Control__Series_2.csv,0.0,0.9999999999999998,0.9999999999999998,0.9391072247015069,0.0,0.06089277529849291,1.0,False,False,False,False
480,x_time_h/10.1002_adfm.201901026/Fig7_C_stability_performance_curve_pce/accepted/10.1002_adfm.201901026__Fig7__C__stability_performance_curve_pce__0%__Series_3.csv,0.0,0.9999927064116878,0.9999927064116878,0.8709026246757267,0.0,0.12909008173596115,1.0,False,False,False,False
481,x_time_h/10.1002_adfm.201901296/Fig7_B_stability_performance_curve_pce/accepted/10.1002_adfm.201901296__Fig7__B__stability_performance_curve_pce__Doped_Spiro-OMeTAD__Series_1.csv,8.0,0.9999941245795929,0.9978178996143329,0.9182115973678063,0.002176224965260043,0.08178252721178658,1.0,False,False,False,False
