curve_id,axis_valid,audit_reasons,source_file,doi,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours,x_min_original,x_max_original,y_min_original,y_max_original,final_class,strict_topology_match,strict_class,rule_ensemble_stability,confidence_level,review_recommended,final_status
10.1002_ente.201900728_Fig5_B_stability_performance_curve_pce_1f1b66c282,True,,lab/data_all/x_time_h/10.1002_ente.201900728/Fig5_B_stability_performance_curve_pce/accepted/10.1002_ente.201900728__Fig5__B__stability_performance_curve_pce__MAPbI₃__Series_1.csv,10.1002/ente.201900728,Fig5_B_stability_performance_curve_pce,10.1002_ente.201900728__Fig5__B__stability_performance_curve_pce__MAPbI₃__Series_1,Time,h,PCE,%,1.0,69,3433.5738206798305,-1.8077374390056775,3431.7660832408246,5.0944066803143695,9.169120728356772,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1002_er.7725_Fig5_B_stability_performance_curve_pce_7d81dea6a9,True,,lab/data_all/x_time_h/10.1002_er.7725/Fig5_B_stability_performance_curve_pce/accepted/10.1002_er.7725__Fig5__B__stability_performance_curve_pce__SnO2__Series_3.csv,10.1002/er.7725,Fig5_B_stability_performance_curve_pce,10.1002_er.7725__Fig5__B__stability_performance_curve_pce__SnO2__Series_3,Time (h),(h),Normalized PCEs (a.u.),(a.u.),1.0,34,322.9126018207248,-0.5018560333772513,322.41074578734754,0.0391703549586732,0.9239980886163378,,,,,,,insufficient_duration_for_selected_window
10.1002_solr.202000536_Fig5_B_stability_performance_curve_pce_fec728b96b,True,,lab/data_all/x_time_day/10.1002_solr.202000536/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202000536__Fig5__B__stability_performance_curve_pce__PTAA__Series_1.csv,10.1002/solr.202000536,Fig5_B_stability_performance_curve_pce,10.1002_solr.202000536__Fig5__B__stability_performance_curve_pce__PTAA__Series_1,Time,day,Normalized PCE,,24.0,70,716.8014041086884,-0.1695103439946725,29.697214827200675,0.9237550341414624,0.9925074504374232,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1002_solr.202000629_Fig5_B_stability_performance_curve_pce_e84c9ca80c,True,,lab/data_all/x_time_h/10.1002_solr.202000629/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202000629__Fig5__B__stability_performance_curve_pce__Pristine__Series_2.csv,10.1002/solr.202000629,Fig5_B_stability_performance_curve_pce,10.1002_solr.202000629__Fig5__B__stability_performance_curve_pce__Pristine__Series_2,Time,h,Normalized PCE,,1.0,54,236.59687062798494,-0.342576801242906,236.25429382674204,0.0581633313442808,0.9094317423503324,,,,,,,insufficient_duration_for_selected_window
10.1002_solr.202000637_Fig5_B_stability_performance_curve_pce_0d9e892bab,True,,lab/data_all/x_time_day/10.1002_solr.202000637/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202000637__Fig5__B__stability_performance_curve_pce__Reference_PSCs__Series_1.csv,10.1002/solr.202000637,Fig5_B_stability_performance_curve_pce,10.1002_solr.202000637__Fig5__B__stability_performance_curve_pce__Reference_PSCs__Series_1,Time,day,Normalized PCE,,24.0,65,826.2579818109351,-3.8674551655058966,30.559960743283064,0.6115020147465763,0.9950639062877348,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1002_solr.202100069_Fig5_B_stability_performance_curve_pce_cad2f84000,True,,lab/data_all/x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__o—wlo_APZ__Series_1.csv,10.1002/solr.202100069,Fig5_B_stability_performance_curve_pce,10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__o—wlo_APZ__Series_1,Time,(day),Normalized PCE,,24.0,52,1409.0692793344488,0.227071402621144,58.93829137488984,0.1867622632615355,0.9981689067822668,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1002_solr.202100069_Fig5_B_stability_performance_curve_pce_858669b437,True,,lab/data_all/x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__with_APZ__Series_2.csv,10.1002/solr.202100069,Fig5_B_stability_performance_curve_pce,10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__with_APZ__Series_2,Time,(day),Normalized PCE,,24.0,52,1409.0692793344488,0.5724315201050771,59.28365149237378,0.9150730456988184,1.005500894524924,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1002_solr.202100899_Fig5_B_stability_performance_curve_pce_3e9da88122,True,,lab/data_all/x_time_h/10.1002_solr.202100899/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100899__Fig5__B__stability_performance_curve_pce__w_oBPB__Series_2.csv,10.1002/solr.202100899,Fig5_B_stability_performance_curve_pce,10.1002_solr.202100899__Fig5__B__stability_performance_curve_pce__w_oBPB__Series_2,Time,(h),Normalized PCE,,1.0,65,200.72951832675574,-1.7786630799679628,198.95085524678777,0.4723665922260652,1.000135916426136,,,,,,,insufficient_duration_for_selected_window
10.1016_j.cej.2021.130572_Fig5_B_stability_performance_curve_pce_ab2334da59,True,,lab/data_all/x_time_h/10.1016_j.cej.2021.130572/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130572__Fig5__B__stability_performance_curve_pce__w_o_HEMA__Series_1.csv,10.1016/j.cej.2021.130572,Fig5_B_stability_performance_curve_pce,10.1016_j.cej.2021.130572__Fig5__B__stability_performance_curve_pce__w_o_HEMA__Series_1,Time,(h),Normalized PCE,,1.0,44,666.7046508786257,-0.8716118898980199,665.8330389887276,0.3183977256472799,1.00623644250776,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1016_j.cej.2021.131499_Fig5_B_stability_performance_curve_pce_7f6a6882c9,True,,lab/data_all/x_time_h/10.1016_j.cej.2021.131499/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.131499__Fig5__B__stability_performance_curve_pce__planar-M_CcO__Series_1.csv,10.1016/j.cej.2021.131499,Fig5_B_stability_performance_curve_pce,10.1016_j.cej.2021.131499__Fig5__B__stability_performance_curve_pce__planar-M_CcO__Series_1,Time,(h),Normalized PCE,,1.0,86,989.4286756501598,6.1665551900329945,995.5952308401928,0.6624590434717962,0.999257022736636,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.jmst.2021.05.084_Fig5_B_stability_performance_curve_pce_2f8e5b2c5a,True,,lab/data_all/x_time_h/10.1016_j.jmst.2021.05.084/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jmst.2021.05.084__Fig5__B__stability_performance_curve_pce__0wt%__Series_2.csv,10.1016/j.jmst.2021.05.084,Fig5_B_stability_performance_curve_pce,10.1016_j.jmst.2021.05.084__Fig5__B__stability_performance_curve_pce__0wt%__Series_2,Time,(h),Normalized PCE,,1.0,53,158.00980887263182,0.1380656446114514,158.14787451724328,0.005111393626088,0.7034544723891107,,,,,,,insufficient_duration_for_selected_window
10.1016_j.jpcs.2020.109792_Fig5_B_stability_performance_curve_pce_f63a33785d,True,,lab/data_all/x_time_h/10.1016_j.jpcs.2020.109792/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpcs.2020.109792__Fig5__B__stability_performance_curve_pce__ACN_0%__Series_2.csv,10.1016/j.jpcs.2020.109792,Fig5_B_stability_performance_curve_pce,10.1016_j.jpcs.2020.109792__Fig5__B__stability_performance_curve_pce__ACN_0%__Series_2,Time,(h),PCE,(a.u.),1.0,54,584.1196787729908,14.125707889181882,598.2453866621727,0.6537071130313861,1.0010706394362694,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.jpowsour.2019.227267_Fig5_B_stability_performance_curve_pce_45c152de3a,True,,lab/data_all/x_time_day/10.1016_j.jpowsour.2019.227267/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.227267__Fig5__B__stability_performance_curve_pce__NiOx__Series_1.csv,10.1016/j.jpowsour.2019.227267,Fig5_B_stability_performance_curve_pce,10.1016_j.jpowsour.2019.227267__Fig5__B__stability_performance_curve_pce__NiOx__Series_1,Time (day),(day),Normalized PCE (%),(%),24.0,51,211.30916900985048,1.024947092552495,9.829495801296265,90.01564950893399,100.21389129522578,,,,,,,insufficient_duration_for_selected_window
10.1016_j.jpowsour.2020.227913_Fig5_B_stability_performance_curve_pce_ca2756aa42,True,,lab/data_all/x_time_day/10.1016_j.jpowsour.2020.227913/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2020.227913__Fig5__B__stability_performance_curve_pce__Pristine__Series_2.csv,10.1016/j.jpowsour.2020.227913,Fig5_B_stability_performance_curve_pce,10.1016_j.jpowsour.2020.227913__Fig5__B__stability_performance_curve_pce__Pristine__Series_2,Time,(Day),Normalized PCE,,24.0,64,705.6631498328999,0.1462043728129707,29.548835615850464,0.7352394022958845,1.0085929288653024,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1016_j.jpowsour.2021.230213_Fig5_B_stability_performance_curve_pce_930df11131,True,,lab/data_all/x_time_h/10.1016_j.jpowsour.2021.230213/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2021.230213__Fig5__B__stability_performance_curve_pce__Control__Series_2.csv,10.1016/j.jpowsour.2021.230213,Fig5_B_stability_performance_curve_pce,10.1016_j.jpowsour.2021.230213__Fig5__B__stability_performance_curve_pce__Control__Series_2,Time (h),(h),Normalized PCE,,1.0,82,397.43414736408374,-0.3172775580216793,397.1168698060621,0.7731444897202979,1.003942852957608,,,,,,,insufficient_duration_for_selected_window
10.1016_j.mtener.2021.100853_Fig5_B_stability_performance_curve_pce_9999f7128f,True,,lab/data_all/x_time_day/10.1016_j.mtener.2021.100853/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.mtener.2021.100853__Fig5__B__stability_performance_curve_pce__0%GQDs__Series_1.csv,10.1016/j.mtener.2021.100853,Fig5_B_stability_performance_curve_pce,10.1016_j.mtener.2021.100853__Fig5__B__stability_performance_curve_pce__0%GQDs__Series_1,Aging time,day,Normalized PCE,,24.0,59,714.8715852730543,-0.1570165824543448,29.629299470589583,0.8532591547106274,0.9613933336144592,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.nanoen.2017.02.034_Fig5_B_stability_performance_curve_pce_3af288da97,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2017.02.034/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2017.02.034__Fig5__B__stability_performance_curve_pce__RM-derived_PSC__Series_1.csv,10.1016/j.nanoen.2017.02.034,Fig5_B_stability_performance_curve_pce,10.1016_j.nanoen.2017.02.034__Fig5__B__stability_performance_curve_pce__RM-derived_PSC__Series_1,Aging time,h,PCE / PCE₀,,1.0,64,2001.385986660876,-7.091821189755024,1994.2941654711208,0.6283327631324269,1.0019469165381758,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.nanoen.2019.104244_Fig5_B_stability_performance_curve_pce_7ff2ad573a,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2019.104244/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2019.104244__Fig5__B__stability_performance_curve_pce__PHJ__Series_2.csv,10.1016/j.nanoen.2019.104244,Fig5_B_stability_performance_curve_pce,10.1016_j.nanoen.2019.104244__Fig5__B__stability_performance_curve_pce__PHJ__Series_2,Time,(h),PCE,(normalized),1.0,52,126.31331252655136,-1.594937948058469,124.71837457849288,0.3212924430537467,1.0055376443318498,,,,,,,insufficient_duration_for_selected_window
10.1016_j.nanoen.2020.104940_Fig5_B_stability_performance_curve_pce_593bd6667f,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2020.104940/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2020.104940__Fig5__B__stability_performance_curve_pce__4-ePy__Series_2.csv,10.1016/j.nanoen.2020.104940,Fig5_B_stability_performance_curve_pce,10.1016_j.nanoen.2020.104940__Fig5__B__stability_performance_curve_pce__4-ePy__Series_2,Time,(h),Normalized PCE,(%),1.0,100,489.45029559197576,3.8942384966956496,493.3445340886714,52.921224789429104,99.52893587231672,,,,,,,insufficient_duration_for_selected_window
10.1016_j.nanoen.2020.104940_Fig5_B_stability_performance_curve_pce_4b7e786800,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2020.104940/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2020.104940__Fig5__B__stability_performance_curve_pce__O-Control__Series_1.csv,10.1016/j.nanoen.2020.104940,Fig5_B_stability_performance_curve_pce,10.1016_j.nanoen.2020.104940__Fig5__B__stability_performance_curve_pce__O-Control__Series_1,Time,(h),Normalized PCE,(%),1.0,100,489.45029559197576,2.411055782780579,491.86135137475634,28.873629177513692,99.7768492291406,,,,,,,insufficient_duration_for_selected_window
10.1016_j.nanoen.2020.105462_Fig5_B_stability_performance_curve_pce_b337f1ecd7,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2020.105462/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2020.105462__Fig5__B__stability_performance_curve_pce__SMe-TATPyr_Spiro-OMeTAD__Series_2.csv,10.1016/j.nanoen.2020.105462,Fig5_B_stability_performance_curve_pce,10.1016_j.nanoen.2020.105462__Fig5__B__stability_performance_curve_pce__SMe-TATPyr_Spiro-OMeTAD__Series_2,Time,h,Normalized PCE,,1.0,43,165.3769031672219,-0.4618205143162939,164.91508265290562,0.7737252911751036,0.9999490284755465,,,,,,,insufficient_duration_for_selected_window
10.1016_j.nanoen.2020.105462_Fig5_B_stability_performance_curve_pce_10c4cbf061,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2020.105462/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2020.105462__Fig5__B__stability_performance_curve_pce__→Spiro-OMeTAD__Series_1.csv,10.1016/j.nanoen.2020.105462,Fig5_B_stability_performance_curve_pce,10.1016_j.nanoen.2020.105462__Fig5__B__stability_performance_curve_pce__→Spiro-OMeTAD__Series_1,Time,h,Normalized PCE,,1.0,43,165.3769031672219,-0.4618205143162939,164.91508265290562,0.4757190218466358,0.9955985719889994,,,,,,,insufficient_duration_for_selected_window
10.1016_j.nanoen.2021.105742_Fig5_B_stability_performance_curve_pce_9d86d66fe7,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2021.105742/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2021.105742__Fig5__B__stability_performance_curve_pce__CsFAMA__Series_1.csv,10.1016/j.nanoen.2021.105742,Fig5_B_stability_performance_curve_pce,10.1016_j.nanoen.2021.105742__Fig5__B__stability_performance_curve_pce__CsFAMA__Series_1,Time,(h),Normalized PCE,,1.0,64,3809.2021339069233,16.497620327744926,3825.699754234668,0.3881935846132575,0.9965840652296942,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.orgel.2016.05.004_Fig5_B_stability_performance_curve_pce_9f5c55ff6d,True,,lab/data_all/x_time_h/10.1016_j.orgel.2016.05.004/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.orgel.2016.05.004__Fig5__B__stability_performance_curve_pce__spiro-OMeTAD__Series_1.csv,10.1016/j.orgel.2016.05.004,Fig5_B_stability_performance_curve_pce,10.1016_j.orgel.2016.05.004__Fig5__B__stability_performance_curve_pce__spiro-OMeTAD__Series_1,Time,(h),Normalized PCE,(a.u.),1.0,54,215.56452723203478,23.132913968338812,238.6974412003736,0.4110950411384436,0.9948255731705646,,,,,,,insufficient_duration_for_selected_window
10.1016_j.orgel.2017.06.023_Fig5_B_stability_performance_curve_pce_b57d0440f3,True,,lab/data_all/x_time_day/10.1016_j.orgel.2017.06.023/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.orgel.2017.06.023__Fig5__B__stability_performance_curve_pce__conventional_device__Series_2.csv,10.1016/j.orgel.2017.06.023,Fig5_B_stability_performance_curve_pce,10.1016_j.orgel.2017.06.023__Fig5__B__stability_performance_curve_pce__conventional_device__Series_2,Time,days,Normalized PCE,,24.0,65,335.27249245613916,-0.0856471340093518,13.884040051663114,0.5062294130677297,1.0011427889251758,,,,,,,insufficient_duration_for_selected_window
10.1016_j.solener.2020.12.002_Fig5_B_stability_performance_curve_pce_e520c3cf11,True,,lab/data_all/x_time_h/10.1016_j.solener.2020.12.002/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.12.002__Fig5__B__stability_performance_curve_pce__H2O-SnO2$__Series_1.csv,10.1016/j.solener.2020.12.002,Fig5_B_stability_performance_curve_pce,10.1016_j.solener.2020.12.002__Fig5__B__stability_performance_curve_pce__H2O-SnO2$__Series_1,Time (h),(h),Normalized PCE,,1.0,82,301.8216421195613,-4.267547616544526,297.5540945030168,0.890628908240936,1.00197944020003,,,,,,,insufficient_duration_for_selected_window
10.1016_j.surfin.2021.101213_Fig5_B_stability_performance_curve_pce_dd35702283,True,,lab/data_all/x_time_h/10.1016_j.surfin.2021.101213/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.surfin.2021.101213__Fig5__B__stability_performance_curve_pce__Control__Series_1.csv,10.1016/j.surfin.2021.101213,Fig5_B_stability_performance_curve_pce,10.1016_j.surfin.2021.101213__Fig5__B__stability_performance_curve_pce__Control__Series_1,Time,(h),Normalized PCE,,1.0,61,481.7986719336014,-1.4051246309865777,480.3935473026148,0.2874578976739431,1.0019249586478598,,,,,,,insufficient_duration_for_selected_window
10.1021_acs.jpcc.1c04343_Fig5_B_stability_performance_curve_pce_ee7ccb02c3,True,,lab/data_all/x_time_h/10.1021_acs.jpcc.1c04343/Fig5_B_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.1c04343__Fig5__B__stability_performance_curve_pce__Control__Series_3.csv,10.1021/acs.jpcc.1c04343,Fig5_B_stability_performance_curve_pce,10.1021_acs.jpcc.1c04343__Fig5__B__stability_performance_curve_pce__Control__Series_3,Time,(h),Normalized PCE,,1.0,51,828.1204005300203,1.4700947546585326,829.5904952846789,0.1289094389966339,0.9996590738789468,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acs.jpcc.1c04343_Fig5_B_stability_performance_curve_pce_31fb4c74a6,True,,lab/data_all/x_time_h/10.1021_acs.jpcc.1c04343/Fig5_B_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.1c04343__Fig5__B__stability_performance_curve_pce__PEAI-2D_3D__Series_1.csv,10.1021/acs.jpcc.1c04343,Fig5_B_stability_performance_curve_pce,10.1021_acs.jpcc.1c04343__Fig5__B__stability_performance_curve_pce__PEAI-2D_3D__Series_1,Time,(h),Normalized PCE,,1.0,81,1324.9926408480324,4.7825763567786055,1329.775217204811,0.6456493862546622,1.005368907550306,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acsaem.1c00767_Fig5_B_stability_performance_curve_pce_61eb47be04,True,,lab/data_all/x_time_day/10.1021_acsaem.1c00767/Fig5_B_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00767__Fig5__B__stability_performance_curve_pce__Control__Series_1.csv,10.1021/acsaem.1c00767,Fig5_B_stability_performance_curve_pce,10.1021_acsaem.1c00767__Fig5__B__stability_performance_curve_pce__Control__Series_1,Time,day,Normalized PCE,,24.0,43,287.88503347523124,-0.0830793334116628,11.912130394722972,0.607956041651186,1.0037517077214777,,,,,,,insufficient_duration_for_selected_window
10.1021_acsami.1c05498_Fig5_B_stability_performance_curve_pce_7aff43b9d1,True,,lab/data_all/x_time_h/10.1021_acsami.1c05498/Fig5_B_stability_performance_curve_pce/accepted/10.1021_acsami.1c05498__Fig5__B__stability_performance_curve_pce__w_oCDTA__Series_2.csv,10.1021/acsami.1c05498,Fig5_B_stability_performance_curve_pce,10.1021_acsami.1c05498__Fig5__B__stability_performance_curve_pce__w_oCDTA__Series_2,Time,(h),Normalized PCE,,1.0,78,353.9936565768802,0.9665769840908284,354.960233560971,0.669817948898235,0.9989392100637928,,,,,,,insufficient_duration_for_selected_window
10.1021_acsenergylett.1c00685_Fig5_B_stability_performance_curve_pce_e8b6368d53,True,,lab/data_all/x_time_h/10.1021_acsenergylett.1c00685/Fig5_B_stability_performance_curve_pce/accepted/10.1021_acsenergylett.1c00685__Fig5__B__stability_performance_curve_pce__Li-FSI__Series_3.csv,10.1021/acsenergylett.1c00685,Fig5_B_stability_performance_curve_pce,10.1021_acsenergylett.1c00685__Fig5__B__stability_performance_curve_pce__Li-FSI__Series_3,Time,(h),Normalized PCE,,1.0,62,353.48581987899695,2.1926693767736367,355.6784892557706,0.3485010021278267,0.992734351685884,,,,,,,insufficient_duration_for_selected_window
10.1021_acsenergylett.1c00685_Fig5_B_stability_performance_curve_pce_2d8b6a6634,True,,lab/data_all/x_time_h/10.1021_acsenergylett.1c00685/Fig5_B_stability_performance_curve_pce/accepted/10.1021_acsenergylett.1c00685__Fig5__B__stability_performance_curve_pce__Li-TFSI__Series_1.csv,10.1021/acsenergylett.1c00685,Fig5_B_stability_performance_curve_pce,10.1021_acsenergylett.1c00685__Fig5__B__stability_performance_curve_pce__Li-TFSI__Series_1,Time,(h),Normalized PCE,,1.0,62,353.48581987899695,-0.1252704257115837,353.3605494532854,0.5239824742089394,0.9999459190316832,,,,,,,insufficient_duration_for_selected_window
10.1039_c8ta00267c_Fig5_B_stability_performance_curve_pce_b4e1dc19a6,True,,lab/data_all/x_time_h/10.1039_c8ta00267c/Fig5_B_stability_performance_curve_pce/accepted/10.1039_c8ta00267c__Fig5__B__stability_performance_curve_pce__Pristine__Series_1.csv,10.1039/c8ta00267c,Fig5_B_stability_performance_curve_pce,10.1039_c8ta00267c__Fig5__B__stability_performance_curve_pce__Pristine__Series_1,Aging time (h),(h),Normalized PCE (a.u.),(a.u.),1.0,71,957.6701492369721,23.12810901748935,980.7982582544614,0.19207407293021,1.0182809371024268,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1039_c9tc06578d_Fig5_B_stability_performance_curve_pce_cf5ead8e4b,True,,lab/data_all/x_time_h/10.1039_c9tc06578d/Fig5_B_stability_performance_curve_pce/accepted/10.1039_c9tc06578d__Fig5__B__stability_performance_curve_pce__Control__Series_1.csv,10.1039/c9tc06578d,Fig5_B_stability_performance_curve_pce,10.1039_c9tc06578d__Fig5__B__stability_performance_curve_pce__Control__Series_1,Time,(h),Normalized PCE,,1.0,53,201.17675756395693,-3.4635000090707706,197.71325755488616,0.5927249495627637,1.0016370869683664,,,,,,,insufficient_duration_for_selected_window
10.1039_d0ta12286f_Fig5_B_stability_performance_curve_pce_f422724f76,True,,lab/data_all/x_time_h/10.1039_d0ta12286f/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d0ta12286f__Fig5__B__stability_performance_curve_pce__FA0.8Cs0.2Pb(1o.6Br0.4)3-based_tandem__Series_2.csv,10.1039/d0ta12286f,Fig5_B_stability_performance_curve_pce,10.1039_d0ta12286f__Fig5__B__stability_performance_curve_pce__FA0.8Cs0.2Pb(1o.6Br0.4)3-based_tandem__Series_2,Time,(h),Normalized PCE,,1.0,22,72.48027912554527,-1.1227190957665982,71.35756002977867,0.577361787365452,0.9995433420540548,,,,,,,insufficient_duration_for_selected_window
10.1039_d1na00172h_Fig5_B_stability_performance_curve_pce_e58a19bcea,True,,lab/data_all/x_time_h/10.1039_d1na00172h/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d1na00172h__Fig5__B__stability_performance_curve_pce__Series_1__Series_1.csv,10.1039/d1na00172h,Fig5_B_stability_performance_curve_pce,10.1039_d1na00172h__Fig5__B__stability_performance_curve_pce__Series_1__Series_1,Time,Hrs,Normalized PCE,,1.0,51,616.2844448535608,-3.4049000454301677,612.8795448081306,0.4872971330373261,1.000835365999397,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_d3ee02344c_Fig5_B_stability_performance_curve_pce_98ab6300d8,True,,lab/data_all/x_time_h/10.1039_d3ee02344c/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d3ee02344c__Fig5__B__stability_performance_curve_pce__Reference__Series_3.csv,10.1039/d3ee02344c,Fig5_B_stability_performance_curve_pce,10.1039_d3ee02344c__Fig5__B__stability_performance_curve_pce__Reference__Series_3,Time,(h),Normalized PCE,,1.0,69,1180.6004967187848,20.99524288166788,1201.5957396004528,0.5518433227525602,0.9784143931034488,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_d3ee03687a_Fig5_B_stability_performance_curve_pce_3633e049ae,True,,lab/data_all/x_time_h/10.1039_d3ee03687a/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d3ee03687a__Fig5__B__stability_performance_curve_pce__AS__Series_1.csv,10.1039/d3ee03687a,Fig5_B_stability_performance_curve_pce,10.1039_d3ee03687a__Fig5__B__stability_performance_curve_pce__AS__Series_1,Time (h),(h),Normalized PCE,,1.0,11,94.3291182719091,4.666289007521584,98.99540727943068,0.6703774609995732,0.9970606678475384,,,,,,,insufficient_duration_for_selected_window
10.1039_d3ta07845k_Fig5_B_stability_performance_curve_pce_4c24ddfa21,True,,lab/data_all/x_time_h/10.1039_d3ta07845k/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d3ta07845k__Fig5__B__stability_performance_curve_pce__Control__Series_2.csv,10.1039/d3ta07845k,Fig5_B_stability_performance_curve_pce,10.1039_d3ta07845k__Fig5__B__stability_performance_curve_pce__Control__Series_2,Times,(h),PCE,(%),1.0,46,309.59960273325356,-2.1210633080622614,307.4785394251913,12.692105194808324,19.426670054361995,,,,,,,insufficient_duration_for_selected_window
10.1126_sciadv.aav8925_Fig5_B_stability_performance_curve_pce_d84102d67a,True,,lab/data_all/x_time_h/10.1126_sciadv.aav8925/Fig5_B_stability_performance_curve_pce/accepted/10.1126_sciadv.aav8925__Fig5__B__stability_performance_curve_pce__MAPbI3__Series_2.csv,10.1126/sciadv.aav8925,Fig5_B_stability_performance_curve_pce,10.1126_sciadv.aav8925__Fig5__B__stability_performance_curve_pce__MAPbI3__Series_2,Time,(hours),Normalized PCE,,1.0,20,188.92430571384364,-2.1047070959409098,186.81959861790273,0.38634581230829,0.9989206657308204,,,,,,,insufficient_duration_for_selected_window
10.3390_cryst11080933_Fig5_B_stability_performance_curve_pce_0c5675e2ec,True,,lab/data_all/x_time_h/10.3390_cryst11080933/Fig5_B_stability_performance_curve_pce/accepted/10.3390_cryst11080933__Fig5__B__stability_performance_curve_pce__Regular_PCBM__Series_1.csv,10.3390/cryst11080933,Fig5_B_stability_performance_curve_pce,10.3390_cryst11080933__Fig5__B__stability_performance_curve_pce__Regular_PCBM__Series_1,Time,(h),Normalized PCE,,1.0,65,961.3789185870509,34.40670486379847,995.7856234508494,0.8142054998121611,1.0039790947131415,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.3390_molecules29215064_Fig5_B_stability_performance_curve_pce_63cd1e45a3,True,,lab/data_all/x_time_day/10.3390_molecules29215064/Fig5_B_stability_performance_curve_pce/accepted/10.3390_molecules29215064__Fig5__B__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv,10.3390/molecules29215064,Fig5_B_stability_performance_curve_pce,10.3390_molecules29215064__Fig5__B__stability_performance_curve_pce__PEDOT_PSS__Series_1,Aging time,Day,Normalized PCE,a.u.,24.0,52,310.0912271428206,-0.0113901127868993,12.909077684830628,0.2161629091030459,0.997004578667984,,,,,,,insufficient_duration_for_selected_window
