curve_id,status,reason,n_original_points,pce_max_0_200h,pce_min_normalized,max_x_hours,n_unique_t,t_coverage_pct,top_dir,doi,figure_label,series_id,unit_label
x_time_h/10.1007_s42114-024-01208-7/Fig5_A_statistics_stability_performance_curve_pce/10.1007_s42114-024-01208-7__Fig5__A__statistics_stability_performance_curve_pce__101Guanine__Series_2.csv,included,OK,65,1.0003613739602342,0.9437338483419254,199.80466704662626,12,99.90233352331313,x_time_h,10.1007/s42114-024-01208-7,Fig5_A,Series_2,hours
x_time_h/10.1007_s42114-024-01208-7/Fig5_A_statistics_stability_performance_curve_pce/10.1007_s42114-024-01208-7__Fig5__A__statistics_stability_performance_curve_pce__o-Control__Series_1.csv,included,OK,64,1.0076330433082255,0.9675390750994326,199.80466704662632,12,99.90233352331316,x_time_h,10.1007/s42114-024-01208-7,Fig5_A,Series_1,hours
x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__ZnO_NRs__Series_1.csv,excluded,Curve max time 166.3h < 200.0h (curve too short),62,,,143.18691244145077,62,71.59345622072539,x_time_h,10.1016/j.apsusc.2018.09.080,Fig16,Series_1,hours
x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__→ZnO@TiO2_NRs__Series_2.csv,excluded,Curve max time 168.0h < 200.0h (curve too short),62,,,143.18691244145077,62,71.59345622072539,x_time_h,10.1016/j.apsusc.2018.09.080,Fig16,Series_2,hours
"x_time_h/10.1016_j.apsusc.2019.04.069/Fig7_E_stability_performance_curve_pce/10.1016_j.apsusc.2019.04.069__Fig7__E__stability_performance_curve_pce__MAPbI,_with_TBP__Series_1.csv",included,OK,60,104.4342395029247,0.8824482720638542,199.45868444226227,25,99.72934222113113,x_time_h,10.1016/j.apsusc.2019.04.069,Fig7_E,Series_1,hours
"x_time_h/10.1016_j.apsusc.2019.04.069/Fig7_E_stability_performance_curve_pce/10.1016_j.apsusc.2019.04.069__Fig7__E__stability_performance_curve_pce__MAPbI,_without_TBP__Series_2.csv",included,OK,60,102.0772601043107,0.845669941833583,199.45868444226232,25,99.72934222113116,x_time_h,10.1016/j.apsusc.2019.04.069,Fig7_E,Series_2,hours
x_time_h/10.1016_j.apsusc.2019.143552/Fig10_whole_figure/10.1016_j.apsusc.2019.143552__Fig10__whole__figure__ZnO__Series_1.csv,excluded,Curve max time 167.9h < 200.0h (curve too short),75,,,168.593638901136,75,84.296819450568,x_time_h,10.1016/j.apsusc.2019.143552,Fig10,Series_1,hours
x_time_h/10.1016_j.apsusc.2021.150153/Fig7_whole_stability/10.1016_j.apsusc.2021.150153__Fig7__whole__stability__MAPbI3(spin-coating)__Series_3.csv,included,OK,78,1.004833156347375,0.6651102225638921,198.92467192461402,33,99.46233596230701,x_time_h,10.1016/j.apsusc.2021.150153,Fig7,Series_3,hours
x_time_h/10.1016_j.apsusc.2023.157901/Fig5_A_stability_performance_curve_pce/10.1016_j.apsusc.2023.157901__Fig5__A__stability_performance_curve_pce__Pristine__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 97% of window)",60,,,193.97751682953145,9,96.98875841476573,x_time_h,10.1016/j.apsusc.2023.157901,Fig5_A,Series_1,hours
x_time_h/10.1016_j.cclet.2021.08.039/Fig5_E_stability_performance_curve_pce/10.1016_j.cclet.2021.08.039__Fig5__E__stability_performance_curve_pce__Pristine__Series_1.csv,included,OK,47,1.0100884347863741,0.569199658494925,194.29039356416166,29,97.14519678208083,x_time_h,10.1016/j.cclet.2021.08.039,Fig5_E,Series_1,hours
x_time_h/10.1016_j.cej.2016.12.050/Fig11_whole_stability/10.1016_j.cej.2016.12.050__Fig11__whole__stability__Au__Series_2.csv,included,OK,72,7.250545367494743,0.5099271191484296,195.82963036263249,21,97.91481518131624,x_time_h,10.1016/j.cej.2016.12.050,Fig11,Series_2,hours
x_time_h/10.1016_j.cej.2019.04.099/Fig5_B_pce/10.1016_j.cej.2019.04.099__Fig5__B__pce__W_O_ILPF₆__Series_1.csv,included,OK,57,10.10737945639206,0.9653536176703287,192.7018787200283,14,96.35093936001415,x_time_h,10.1016/j.cej.2019.04.099,Fig5_B,Series_1,hours
x_time_h/10.1016_j.cej.2020.126152/Fig5_C_stability_performance_curve/10.1016_j.cej.2020.126152__Fig5__C__stability_performance_curve__Pristine__Series_1.csv,included,OK,108,1.0042409962810828,0.7377712773953692,198.10058649127333,73,99.05029324563667,x_time_h,10.1016/j.cej.2020.126152,Fig5_C,Series_1,hours
x_time_h/10.1016_j.cej.2020.126152/Fig5_C_stability_performance_curve_2/10.1016_j.cej.2020.126152__Fig5__C__stability_performance_curve_2__Pristine__Series_2.csv,included,OK,107,1.0050329613358833,0.7363001770024022,198.0483515473921,73,99.02417577369604,x_time_h,10.1016/j.cej.2020.126152,Fig5_C,Series_2,hours
x_time_h/10.1016_j.cej.2020.126548/Fig7_A_stability_performance_curve_pce/10.1016_j.cej.2020.126548__Fig7__A__stability_performance_curve_pce__Pristine__Series_1.csv,included,OK,48,1.0138780153295233,0.9199058370170914,194.91115382777406,32,97.45557691388703,x_time_h,10.1016/j.cej.2020.126548,Fig7_A,Series_1,hours
x_time_h/10.1016_j.cej.2020.126548/Fig7_A_stability_performance_curve_pce/10.1016_j.cej.2020.126548__Fig7__A__stability_performance_curve_pce__UV-360__Series_2.csv,included,OK,48,1.010912868054797,0.8655745655848541,194.9111538277741,32,97.45557691388704,x_time_h,10.1016/j.cej.2020.126548,Fig7_A,Series_2,hours
x_time_h/10.1016_j.cej.2020.126548/Fig7_E_stability_performance_curve_retention_pce/10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__Pristine__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 88% of window)",48,,,176.1335681652076,8,88.0667840826038,x_time_h,10.1016/j.cej.2020.126548,Fig7_E,Series_1,hours
x_time_h/10.1016_j.cej.2020.126548/Fig7_E_stability_performance_curve_retention_pce/10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__UV-360__Series_2.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 88% of window)",48,,,176.1335681652076,8,88.0667840826038,x_time_h,10.1016/j.cej.2020.126548,Fig7_E,Series_2,hours
x_time_h/10.1016_j.cej.2020.126548/Fig7_F_stability_performance_curve_pce/10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__Pristine__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 88% of window)",48,,,175.41420800916103,8,87.70710400458051,x_time_h,10.1016/j.cej.2020.126548,Fig7_F,Series_1,hours
x_time_h/10.1016_j.cej.2020.126548/Fig7_F_stability_performance_curve_pce/10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__UV-360__Series_2.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 88% of window)",47,,,175.414208009161,8,87.7071040045805,x_time_h,10.1016/j.cej.2020.126548,Fig7_F,Series_2,hours
x_time_h/10.1016_j.cej.2020.126712/Fig5_B_stability_performance_curve_pce_pattern/10.1016_j.cej.2020.126712__Fig5__B__stability_performance_curve_pce_pattern__F0__Series_2.csv,included,OK,62,1.009718080632318,0.9757512378725482,187.62261739926566,10,93.81130869963283,x_time_h,10.1016/j.cej.2020.126712,Fig5_B,Series_2,hours
x_time_h/10.1016_j.cej.2020.126855/Fig5_whole_stability/10.1016_j.cej.2020.126855__Fig5__whole__stability__Pristine__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 95% of window)",120,,,189.62335339576407,9,94.81167669788204,x_time_h,10.1016/j.cej.2020.126855,Fig5,Series_1,hours
x_time_h/10.1016_j.cej.2020.127204/Fig6_A_stability_performance_curve_pce/10.1016_j.cej.2020.127204__Fig6__A__stability_performance_curve_pce__Pristine__Series_1.csv,included,OK,115,1.0060628316356608,0.9508335398356198,184.85432426887343,11,92.42716213443671,x_time_h,10.1016/j.cej.2020.127204,Fig6_A,Series_1,hours
x_time_h/10.1016_j.cej.2020.127328/Fig2_F_stability_performance_curve_pce/10.1016_j.cej.2020.127328__Fig2__F__stability_performance_curve_pce__PSCs_with_pristine_HTM__Series_1.csv,included,OK,49,0.9981038468266179,0.7343593290521863,189.34673472257685,10,94.67336736128843,x_time_h,10.1016/j.cej.2020.127328,Fig2_F,Series_1,hours
x_time_h/10.1016_j.cej.2020.127579/Fig6_A_stability_performance_curve_pce/10.1016_j.cej.2020.127579__Fig6__A__stability_performance_curve_pce__control__Series_2.csv,included,OK,86,1.000852504764114,0.8879148523477035,198.4157579587188,28,99.2078789793594,x_time_h,10.1016/j.cej.2020.127579,Fig6_A,Series_2,hours
x_time_h/10.1016_j.cej.2020.127579/Fig6_B_stability_performance_curve_pce/10.1016_j.cej.2020.127579__Fig6__B__stability_performance_curve_pce__control__Series_1.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 95% of window)",88,,,189.9011464815959,5,94.95057324079795,x_time_h,10.1016/j.cej.2020.127579,Fig6_B,Series_1,hours
x_time_h/10.1016_j.cej.2020.127997/Fig5_F_stability_performance_curve_pce/10.1016_j.cej.2020.127997__Fig5__F__stability_performance_curve_pce__SnO₂__Series_1.csv,included,OK,59,1.0019471468249472,0.9907913492439511,197.6155363309955,13,98.80776816549775,x_time_h,10.1016/j.cej.2020.127997,Fig5_F,Series_1,hours
x_time_h/10.1016_j.cej.2021.128680/Fig7_whole_stability/10.1016_j.cej.2021.128680__Fig7__whole__stability__SnO₂__Series_2.csv,included,OK,32,0.8602125693463512,0.7975424131910575,197.6179583593917,17,98.80897917969585,x_time_h,10.1016/j.cej.2021.128680,Fig7,Series_2,hours
x_time_h/10.1016_j.cej.2021.129678/Fig6_D_stability_performance_curve/10.1016_j.cej.2021.129678__Fig6__D__stability_performance_curve__10.0_0.0__Series_1.csv,included,OK,49,1.0466692102323913,0.7134567163480245,192.76356084487745,24,96.38178042243872,x_time_h,10.1016/j.cej.2021.129678,Fig6_D,Series_1,hours
x_time_h/10.1016_j.cej.2021.130324/Fig6_A_stability_performance_curve_pce/10.1016_j.cej.2021.130324__Fig6__A__stability_performance_curve_pce__Pure_CsPbIBr₂__Series_2.csv,included,OK,74,1.0006642908679093,0.9796414541262161,189.70320067019998,18,94.85160033509999,x_time_h,10.1016/j.cej.2021.130324,Fig6_A,Series_2,hours
x_time_h/10.1016_j.cej.2021.130572/Fig5_A_stability_performance_curve_pce/10.1016_j.cej.2021.130572__Fig5__A__stability_performance_curve_pce__O-_w_o_HEMA__Series_2.csv,included,OK,67,1.0175193298293348,0.9835402892458122,198.33462778072087,14,99.16731389036043,x_time_h,10.1016/j.cej.2021.130572,Fig5_A,Series_2,hours
x_time_h/10.1016_j.cej.2021.130572/Fig5_B_stability_performance_curve_pce/10.1016_j.cej.2021.130572__Fig5__B__stability_performance_curve_pce__w_o_HEMA__Series_1.csv,included,OK,44,1.0073126599555682,0.8295116081526529,186.05711187310484,13,93.02855593655242,x_time_h,10.1016/j.cej.2021.130572,Fig5_B,Series_1,hours
x_time_h/10.1016_j.cej.2021.130685/Fig5_E_stability_performance_curve_pce/10.1016_j.cej.2021.130685__Fig5__E__stability_performance_curve_pce__Control__Series_2.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 84% of window)",31,,,168.08065197611342,5,84.04032598805671,x_time_h,10.1016/j.cej.2021.130685,Fig5_E,Series_2,hours
x_time_h/10.1016_j.cej.2021.130685/Fig5_F_stability_performance_curve_pce/10.1016_j.cej.2021.130685__Fig5__F__stability_performance_curve_pce__Control__Series_2.csv,excluded,Curve max time 105.8h < 200.0h (curve too short),21,,,104.90814894008345,21,52.454074470041725,x_time_h,10.1016/j.cej.2021.130685,Fig5_F,Series_2,hours
x_time_h/10.1016_j.cej.2021.130841/Fig7_A_stability_performance_curve_pce/10.1016_j.cej.2021.130841__Fig7__A__stability_performance_curve_pce__Without_additive__Series_2.csv,excluded,"Too few unique time points (2) in [0,200]h window (data spans 52% of window)",19,,,104.80441111038658,2,52.40220555519329,x_time_h,10.1016/j.cej.2021.130841,Fig7_A,Series_2,hours
x_time_h/10.1016_j.cej.2021.131185/Fig7_A_stability_performance_curve_plot/10.1016_j.cej.2021.131185__Fig7__A__stability_performance_curve_plot__3D__Series_1.csv,included,OK,77,0.9943698316560531,0.8909004187671975,191.8315737243151,15,95.91578686215755,x_time_h,10.1016/j.cej.2021.131185,Fig7_A,Series_1,hours
x_time_h/10.1016_j.cej.2021.131185/Fig7_B_stability_performance_curve/10.1016_j.cej.2021.131185__Fig7__B__stability_performance_curve__3D__Series_3.csv,included,OK,79,0.9966854975316654,0.7412095095476982,194.40654486455037,33,97.20327243227518,x_time_h,10.1016/j.cej.2021.131185,Fig7_B,Series_3,hours
x_time_h/10.1016_j.cej.2021.131499/Fig5_B_stability_performance_curve_pce/10.1016_j.cej.2021.131499__Fig5__B__stability_performance_curve_pce__planar-M_CcO__Series_1.csv,included,OK,86,0.9992570227366361,0.8377244939123641,197.885735130032,18,98.942867565016,x_time_h,10.1016/j.cej.2021.131499,Fig5_B,Series_1,hours
x_time_h/10.1016_j.cej.2021.131499/Fig5_C_stability_performance_curve_pce/10.1016_j.cej.2021.131499__Fig5__C__stability_performance_curve_pce__planar-M_cco__Series_1.csv,included,OK,88,1.0068694453509348,0.9050753023475262,198.92706119696777,45,99.46353059848389,x_time_h,10.1016/j.cej.2021.131499,Fig5_C,Series_1,hours
x_time_h/10.1016_j.cej.2021.131609/Fig8_whole_figure/10.1016_j.cej.2021.131609__Fig8__whole__figure__doped_spiro-OMeTAD_with_TABC-coated__Series_1.csv,included,OK,80,0.8815730274096529,0.7794588453341176,194.6469514303787,32,97.32347571518935,x_time_h,10.1016/j.cej.2021.131609,Fig8,Series_1,hours
x_time_h/10.1016_j.cej.2022.137851/Fig5_E_stability_performance_curve/10.1016_j.cej.2022.137851__Fig5__E__stability_performance_curve__Pristine__Series_2.csv,included,OK,48,1.0021271484343721,0.9560271866901121,190.9589264047405,10,95.47946320237025,x_time_h,10.1016/j.cej.2022.137851,Fig5_E,Series_2,hours
x_time_h/10.1016_j.cej.2022.139047/Fig5_H_stability_performance_curve/10.1016_j.cej.2022.139047__Fig5__H__stability_performance_curve__Pristine__Series_2.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 88% of window)",26,,,176.9307504087579,8,88.46537520437894,x_time_h,10.1016/j.cej.2022.139047,Fig5_H,Series_2,hours
x_time_h/10.1016_j.cej.2022.139961/Fig5_F_stability_performance_curve_pce_image/10.1016_j.cej.2022.139961__Fig5__F__stability_performance_curve_pce_image__w_0__Series_1.csv,included,OK,47,1.0012495344563797,0.8763864164543236,197.15035998049106,18,98.57517999024553,x_time_h,10.1016/j.cej.2022.139961,Fig5_F,Series_1,hours
x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 85% of window)",45,,,169.20205230615107,6,84.60102615307554,x_time_h,10.1016/j.cej.2023.144561,Fig5_C,Series_2,hours
x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACI__Series_1.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 85% of window)",52,,,169.20205230615107,6,84.60102615307554,x_time_h,10.1016/j.cej.2023.144561,Fig5_C,Series_1,hours
x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACVPPF__Series_3.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 85% of window)",53,,,169.20205230615113,6,84.60102615307557,x_time_h,10.1016/j.cej.2023.144561,Fig5_C,Series_3,hours
x_time_h/10.1016_j.dyepig.2019.01.002/Fig4_A_stability_performance_curve_pce/10.1016_j.dyepig.2019.01.002__Fig4__A__stability_performance_curve_pce__P3HT__Series_1.csv,included,OK,113,1.0038615862244487,0.7821088899247469,198.13325483905163,45,99.06662741952582,x_time_h,10.1016/j.dyepig.2019.01.002,Fig4_A,Series_1,hours
x_time_h/10.1016_j.dyepig.2019.01.002/Fig4_A_stability_performance_curve_pce/10.1016_j.dyepig.2019.01.002__Fig4__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_2.csv,included,OK,113,1.0008652503972657,0.6140282726128115,198.13325483905166,45,99.06662741952583,x_time_h,10.1016/j.dyepig.2019.01.002,Fig4_A,Series_2,hours
x_time_h/10.1016_j.dyepig.2020.108301/Fig6_C_stability_performance_curve/10.1016_j.dyepig.2020.108301__Fig6__C__stability_performance_curve__Spiro-OMeTAD__Series_3.csv,included,OK,57,0.994018133277921,0.7613602315234556,194.84751982504403,12,97.42375991252202,x_time_h,10.1016/j.dyepig.2020.108301,Fig6_C,Series_3,hours
x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__FS__Series_1.csv,excluded,Curve max time 165.4h < 200.0h (curve too short),70,,,166.60599017778156,70,83.30299508889078,x_time_h,10.1016/j.electacta.2016.03.002,Fig7_A,Series_1,hours
x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__LS__Series_2.csv,excluded,Curve max time 165.7h < 200.0h (curve too short),70,,,166.60599017778156,70,83.30299508889078,x_time_h,10.1016/j.electacta.2016.03.002,Fig7_A,Series_2,hours
x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__S__Series_3.csv,excluded,Curve max time 166.4h < 200.0h (curve too short),69,,,164.19141060998763,69,82.09570530499381,x_time_h,10.1016/j.electacta.2016.03.002,Fig7_A,Series_3,hours
x_time_h/10.1016_j.electacta.2016.09.138/Fig6_D_eis_plot_stability_performance_curve/10.1016_j.electacta.2016.09.138__Fig6__D__eis_plot_stability_performance_curve__PEDOT_PSS__Series_1.csv,excluded,Curve max time 189.9h < 200.0h (curve too short),76,,,189.39748983038794,76,94.69874491519397,x_time_h,10.1016/j.electacta.2016.09.138,Fig6_D,Series_1,hours
x_time_h/10.1016_j.electacta.2018.07.029/Fig7_A_stability_performance_curve_pce_spectrum/10.1016_j.electacta.2018.07.029__Fig7__A__stability_performance_curve_pce_spectrum__PEDOT_PSS__Series_1.csv,included,OK,78,0.9967649382675815,0.6185388441653507,198.55726941757865,33,99.27863470878933,x_time_h,10.1016/j.electacta.2018.07.029,Fig7_A,Series_1,hours
x_time_h/10.1016_j.electacta.2018.07.044/Fig4_H_stability_performance_curve_pce/10.1016_j.electacta.2018.07.044__Fig4__H__stability_performance_curve_pce__Mg(0.04)-TiO₂__Series_2.csv,included,OK,65,1.0713461701745488,0.9402520594683194,198.93848455005985,19,99.46924227502993,x_time_h,10.1016/j.electacta.2018.07.044,Fig4_H,Series_2,hours
x_time_h/10.1016_j.electacta.2018.07.044/Fig4_H_stability_performance_curve_pce/10.1016_j.electacta.2018.07.044__Fig4__H__stability_performance_curve_pce__None-doped_TiO₂__Series_1.csv,included,OK,65,1.095350192898711,0.9123421061874702,198.93848455005985,19,99.46924227502993,x_time_h,10.1016/j.electacta.2018.07.044,Fig4_H,Series_1,hours
x_time_h/10.1016_j.electacta.2019.134924/Fig6_A_stability_performance_curve/10.1016_j.electacta.2019.134924__Fig6__A__stability_performance_curve__TiO_SnO-PSCs__Series_2.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 95% of window)",52,,,190.35976327379632,8,95.17988163689816,x_time_h,10.1016/j.electacta.2019.134924,Fig6_A,Series_2,hours
x_time_h/10.1016_j.electacta.2019.135173/Fig9_C_stability_performance_curve/10.1016_j.electacta.2019.135173__Fig9__C__stability_performance_curve__Pulse-constant_Potential__Series_2.csv,included,OK,84,0.04030982906014649,0.9430473274523585,199.63678820291517,51,99.81839410145759,x_time_h,10.1016/j.electacta.2019.135173,Fig9_C,Series_2,hours
x_time_h/10.1016_j.electacta.2021.137812/Fig7_A_stability_performance_curve_pce/10.1016_j.electacta.2021.137812__Fig7__A__stability_performance_curve_pce__SnO2-PSCs__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 92% of window)",58,,,183.12964461568606,9,91.56482230784303,x_time_h,10.1016/j.electacta.2021.137812,Fig7_A,Series_1,hours
x_time_h/10.1016_j.electacta.2022.140172/Fig6_D_stability_performance_curve_pce/10.1016_j.electacta.2022.140172__Fig6__D__stability_performance_curve_pce__Control__Series_2.csv,included,OK,60,0.9993257333370223,0.968472966824604,188.81783637347925,14,94.40891818673963,x_time_h,10.1016/j.electacta.2022.140172,Fig6_D,Series_2,hours
x_time_h/10.1016_j.flatc.2021.100254/Fig10_whole_stability_performance_curve/10.1016_j.flatc.2021.100254__Fig10__whole__stability_performance_curve__0.08_mg_mL__Series_2.csv,excluded,Curve max time 120.9h < 200.0h (curve too short),85,,,120.58311549488724,85,60.29155774744361,x_time_h,10.1016/j.flatc.2021.100254,Fig10,Series_2,hours
x_time_h/10.1016_j.heliyon.2024.e25352/Fig6_whole_stability_performance_curve_pce/10.1016_j.heliyon.2024.e25352__Fig6__whole__stability_performance_curve_pce__CsI-0__Series_2.csv,excluded,Curve max time 168.0h < 200.0h (curve too short),76,,,168.0486979725813,76,84.02434898629065,x_time_h,10.1016/j.heliyon.2024.e25352,Fig6,Series_2,hours
x_time_h/10.1016_j.isci.2021.102276/Fig4_G_jv_curve_stability_performance_pce/10.1016_j.isci.2021.102276__Fig4__G__jv_curve_stability_performance_pce__Pristine__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 98% of window)",36,,,195.7092281898974,8,97.8546140949487,x_time_h,10.1016/j.isci.2021.102276,Fig4_G,Series_1,hours
x_time_h/10.1016_j.jallcom.2019.05.148/Fig9_A_stability_performance_curve_pce/10.1016_j.jallcom.2019.05.148__Fig9__A__stability_performance_curve_pce__TBAO__Series_2.csv,included,OK,55,1.0056279428083075,0.9363255992253313,195.6240876310776,23,97.8120438155388,x_time_h,10.1016/j.jallcom.2019.05.148,Fig9_A,Series_2,hours
x_time_h/10.1016_j.jallcom.2020.155283/Fig5_F_stability_performance_curve_jsc/10.1016_j.jallcom.2020.155283__Fig5__F__stability_performance_curve_jsc__w_o_BiBr₃__Series_1.csv,included,OK,62,1.0088735716213202,0.9411035686545087,197.28722401663882,13,98.64361200831941,x_time_h,10.1016/j.jallcom.2020.155283,Fig5_F,Series_1,hours
x_time_h/10.1016_j.jallcom.2020.155283/Fig5_G_stability_performance_curve_jsc/10.1016_j.jallcom.2020.155283__Fig5__G__stability_performance_curve_jsc__o—w_o_BiBr₃__Series_1.csv,included,OK,70,1.097470467789877,0.7911306647277344,187.76824117241165,14,93.88412058620582,x_time_h,10.1016/j.jallcom.2020.155283,Fig5_G,Series_1,hours
x_time_h/10.1016_j.jallcom.2020.157784/Fig7_H_stability_performance_curve_pce/10.1016_j.jallcom.2020.157784__Fig7__H__stability_performance_curve_pce__With_0.05wt%CA-CQDs__Series_3.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 97% of window)",8,,,194.52843077260445,8,97.26421538630223,x_time_h,10.1016/j.jallcom.2020.157784,Fig7_H,Series_3,hours
x_time_h/10.1016_j.jallcom.2020.157784/Fig7_H_stability_performance_curve_pce/10.1016_j.jallcom.2020.157784__Fig7__H__stability_performance_curve_pce__Without__Series_2.csv,excluded,Curve max time 187.3h < 200.0h (curve too short),11,,,194.52843077260442,10,97.26421538630221,x_time_h,10.1016/j.jallcom.2020.157784,Fig7_H,Series_2,hours
x_time_h/10.1016_j.jallcom.2021.159658/Fig23_whole_stability_performance_curve_pce/10.1016_j.jallcom.2021.159658__Fig23__whole__stability_performance_curve_pce__ZnO_Ag_(5%)_ETL__Series_2.csv,excluded,Curve max time 149.7h < 200.0h (curve too short),88,,,149.08685864522758,88,74.54342932261379,x_time_h,10.1016/j.jallcom.2021.159658,Fig23,Series_2,hours
x_time_h/10.1016_j.jallcom.2021.159658/Fig23_whole_stability_performance_curve_pce/10.1016_j.jallcom.2021.159658__Fig23__whole__stability_performance_curve_pce__ZnO_ETL__Series_1.csv,excluded,Curve max time 149.3h < 200.0h (curve too short),88,,,149.08685864522758,88,74.54342932261379,x_time_h,10.1016/j.jallcom.2021.159658,Fig23,Series_1,hours
x_time_h/10.1016_j.jallcom.2021.161448/Fig5_whole_figure/10.1016_j.jallcom.2021.161448__Fig5__whole__figure__Solution_process__Series_2.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 83% of window)",29,,,165.87656880784175,5,82.93828440392087,x_time_h,10.1016/j.jallcom.2021.161448,Fig5,Series_2,hours
x_time_h/10.1016_j.jallcom.2023.170856/Fig7_whole_stability_performance_curve_pce/10.1016_j.jallcom.2023.170856__Fig7__whole__stability_performance_curve_pce__0—0nmMgF2__Series_2.csv,included,OK,71,0.9796723409955327,0.3574631575086093,197.53374518059326,59,98.76687259029663,x_time_h,10.1016/j.jallcom.2023.170856,Fig7,Series_2,hours
x_time_h/10.1016_j.jcis.2021.04.055/Fig8_A_stability_performance_curve_pce/10.1016_j.jcis.2021.04.055__Fig8__A__stability_performance_curve_pce__w_o_C₆₀-tBu-I__Series_1.csv,included,OK,55,1.0162707496033643,0.7384532485145102,195.00970738279682,22,97.50485369139841,x_time_h,10.1016/j.jcis.2021.04.055,Fig8_A,Series_1,hours
x_time_h/10.1016_j.jcis.2021.07.058/Fig4_B_stability_performance_curve_pce/10.1016_j.jcis.2021.07.058__Fig4__B__stability_performance_curve_pce__(SnS₂_SnS)_PVK+DTA_CuSCN_C__Series_4.csv,included,OK,28,1.053824770301631,0.8508607741994852,191.00782424275417,19,95.50391212137708,x_time_h,10.1016/j.jcis.2021.07.058,Fig4_B,Series_4,hours
x_time_h/10.1016_j.jcis.2021.07.058/Fig4_B_stability_performance_curve_pce/10.1016_j.jcis.2021.07.058__Fig4__B__stability_performance_curve_pce__(SnS₂_SnS)_PVK_CuSCN_C__Series_1.csv,included,OK,37,1.1182588527179187,0.8258784749911089,191.00782424275417,19,95.50391212137708,x_time_h,10.1016/j.jcis.2021.07.058,Fig4_B,Series_1,hours
x_time_h/10.1016_j.jcis.2021.07.058/Fig4_B_stability_performance_curve_pce/10.1016_j.jcis.2021.07.058__Fig4__B__stability_performance_curve_pce__SnO₂_PVK_C__Series_3.csv,included,OK,50,1.0765153260892364,0.8912012950352539,191.00782424275414,19,95.50391212137707,x_time_h,10.1016/j.jcis.2021.07.058,Fig4_B,Series_3,hours
x_time_h/10.1016_j.jcis.2021.07.058/Fig4_B_stability_performance_curve_pce/10.1016_j.jcis.2021.07.058__Fig4__B__stability_performance_curve_pce__SnO₂_PVK_CuSCN_C__Series_2.csv,included,OK,65,1.1096228542473585,0.8861537783309131,191.00782424275417,19,95.50391212137708,x_time_h,10.1016/j.jcis.2021.07.058,Fig4_B,Series_2,hours
x_time_h/10.1016_j.jechem.2018.01.020/Fig3_D_stability_performance_curve_jsc/10.1016_j.jechem.2018.01.020__Fig3__D__stability_performance_curve_jsc__Dyesol_TiO2__Series_2.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 70% of window)",37,,,140.67898927976353,3,70.33949463988176,x_time_h,10.1016/j.jechem.2018.01.020,Fig3_D,Series_2,hours
