source,source_query,source_rank,openalex_id,doi,title,abstract,publication_year,publication_date,document_type,journal,publisher,authors,cited_by_count,landing_page_url,pdf_url,is_oa,metadata_sources,query_hits,best_source_rank,screen_status,screen_score,abstract_available,frontier_2024_2026,review_title_flag,perovskite_hits,pv_hits,stability_hits,curve_evidence_hits,nonmonotonic_recovery_hits,nonmonotonic_recovery_flag
Crossref,cr_light_soaking,7,,10.1002/solr.202400226,Mitigating the Degradation of MAPbI 3 Perovskite Solar Cells Under Continuous Light Soaking with ZnO@CdS:Epoxy Short‐Wavelength Sunlight‐Shielded Films,"The stability of MAPbI 3 ‐based (MA stands for methylammonium) perovskite solar cells (PVSCs) has been carefully examined by ZnO@CdS nanoparticle‐embedded epoxy films (EP‐ZC films), device encapsulation (of glass sheet and UV‐curing gel), and in different temperatures, 10 °C, room temperature (no temperature control), and 65 °C. EP‐ZC films are used for shielding the short wavelength of the sunlight (UV, near UV, violet, and deep blue) which causes the photodegradation of MAPbI 3 and hence the decline of power conversion efficiency (PCE) of PVSCs. Some external quantum efficiency spectra of the device are recorded alongside of the 500 h continuous light‐soaking measurement of current density ( J )−voltage ( V ) of the devices. The time‐of‐flight secondary‐ion mass spectroscopy analysis is performed for a quantitative comparison of the iodide derived from the degradation of MAPbI 3 in the encapsulated devices with or without the light‐shielding EP‐ZC films at 10 °C and 65 °C, respectively. The EP‐ZC6 film shows the best protection for encapsulated PVSCs with 98% of the initial PCE at 10 °C after 500 h continuous light soaking. Herein, from the continuous light‐soaking results, one can prioritize the moisture, temperature, and light in the influence of the stability of PVSCs.",2024,2024-06,journal-article,Solar RRL,Wiley,Tulsiram Moodalabeed Prasannakumar; Spandana Hampapura Chaluvegowda; Da‐Wei Kuo; Syuan‐Wei Li; Wen‐Yi Yu; Jing‐Jong Shyue; Chao‐Tsen Chen; Chin‐Ti Chen,2,https://doi.org/10.1002/solr.202400226,,,Crossref,cr_light_soaking,7,A_curve_likely_original,19,True,True,False,\bperovskit,solar cell;power conversion efficien;\bpce\b,stabilit;degrad,"\b\d[\d,\.]*\s*h\b;light soaking",light[- ]soak|light soaking,True
OpenAlex,oa_operational_stability,71,https://openalex.org/W4319061381,10.1038/s41467-023-36224-6,Orientated crystallization of FA-based perovskite via hydrogen-bonded polymer network for efficient and stable solar cells,"Incorporating mixed ion is a frequently used strategy to stabilize black-phase formamidinum lead iodide perovskite for high-efficiency solar cells. However, these devices commonly suffer from photoinduced phase segregation and humidity instability. Herein, we find that the underlying reason is that the mixed halide perovskites generally fail to grow into homogenous and high-crystalline film, due to the multiple pathways of crystal nucleation originating from various intermediate phases in the film-forming process. Therefore, we design a multifunctional fluorinated additive, which restrains the complicated intermediate phases and promotes orientated crystallization of α-phase of perovskite. Furthermore, the additives in-situ polymerize during the perovskite film formation and form a hydrogen-bonded network to stabilize α-phase. Remarkably, the polymerized additives endow a strongly hydrophobic effect to the bare perovskite film against liquid water for 5 min. The unencapsulated devices achieve 24.10% efficiency and maintain >95% of the initial efficiency for 1000 h under continuous sunlight soaking and for 2000 h at air ambient of ~50% humid, respectively.",2023,2023-02-02,article,Nature Communications,Nature Portfolio,Mubai Li; Riming Sun; Jingxi Chang; Jingjin Dong; Qiushuang Tian; Hongze Wang; Zihao Li; Pinghui Yang; Haokun Shi; Chao Yang; Zichao Wu; Renzhi Li; Yingguo Yang; Aifei Wang; Shitong Zhang; Fangfang Wang; Wei Huang; Tianshi Qin,362,https://doi.org/10.1038/s41467-023-36224-6,https://www.nature.com/articles/s41467-023-36224-6.pdf,True,OpenAlex,oa_mppt;oa_operational_stability,45,A_curve_likely_original,19,True,False,False,\bperovskit,solar cell,stabilit,"\b\d[\d,\.]*\s*h\b;light soaking",light[- ]soak|light soaking,True
OpenAlex,oa_operational_stability,140,https://openalex.org/W4378194809,10.1126/science.ade9463,Lead-chelating hole-transport layers for efficient and stable perovskite minimodules,"The defective bottom interfaces of perovskites and hole-transport layers (HTLs) limit the performance of p-i-n structure perovskite solar cells. We report that the addition of lead chelation molecules into HTLs can strongly interact with lead(II) ion (Pb 2+ ), resulting in a reduced amorphous region in perovskites near HTLs and a passivated perovskite bottom surface. The minimodule with an aperture area of 26.9 square centimeters has a power conversion efficiency (PCE) of 21.8% (stabilized at 21.1%) that is certified by the National Renewable Energy Laboratory (NREL), which corresponds to a minimal small-cell efficiency of 24.6% (stabilized 24.1%) throughout the module area. Small-area cells and large-area minimodules with lead chelation molecules in HTLs had a light soaking stability of 3010 and 2130 hours, respectively, at an efficiency loss of 10% from the initial value under 1-sun illumination and open-circuit voltage conditions.",2023,2023-05-25,article,Science,American Association for the Advancement of Science,Chengbin Fei; Nengxu Li; Mengru Wang; Xiaoming Wang; Hangyu Gu; Bo Chen; Zhao Zhang; Zhenyi Ni; Haoyang Jiao; Wenzhan Xu; Zhifang Shi; Yanfa Yan; Jinsong Huang,362,https://doi.org/10.1126/science.ade9463,https://www.osti.gov/servlets/purl/2337955,True,OpenAlex,oa_operational_stability,140,A_curve_likely_original,19,True,False,False,\bperovskit,solar cell;power conversion efficien;\bpce\b,stabilit,\bhours?\b|\bhrs?\b;light soaking,light[- ]soak|light soaking,True
OpenAlex,oa_operational_stability,105,https://openalex.org/W4319789076,10.1002/adfm.202211955,Tailoring Multifunctional Self‐Assembled Hole Transporting Molecules for Highly Efficient and Stable Inverted Perovskite Solar Cells,"Abstract The self‐assembled hole transporting molecules (SAHTMs) bearing anchoring groups have been established as the hole transporting layers (HTLs) for highly efficient p–i–n perovskite solar cells (PSCs), yet their stability and engineering at the molecular level remain challenging. A topological design of highly anisotropic aligned SAHTM‐based HTLs for operationally stable PSCs that exhibit exceptional solar‐to‐electric power conversion efficiencies (PCEs) is demonstrated. The judiciously designed multifunctional self‐assembled molecules comprise the donor–acceptor subunit for hole transporting and the phosphonic acid group for anchoring, realizing face‐on π‐stacking parallel to the transparent conductive oxide substrate. The high affinity of SAHTMs to the multi‐crystalline perovskite thin film benefits passivating the perovskite buried interface, strengthening interfacial contact while facilitating interfacial hole transfer. Consequently, highly efficient p–i–n PSC devices are obtained with a champion PCE of 23.24% and outstanding operational stability toward various environmental factors including long‐term full sunlight soaking at evaluated temperatures. Perovskite solar modules with a champion efficiency approaching 20% are also fabricated for an active device area above 17 cm 2 .",2023,2023-01-29,article,Advanced Functional Materials,Wiley,Rui Guo; Xiaoru Zhang; Xin Zheng; Lin Li; Min Li; Yang Zhao; Shujing Zhang; Long Luo; Shuai You; Weixi Li; Zhongmiao Gong; Rong Huang; Yi Cui; Yaoguang Rong; Haipeng Zeng; Xiong Li,99,https://doi.org/10.1002/adfm.202211955,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202211955,True,OpenAlex,oa_mppt;oa_operational_stability,105,A_curve_likely_original,19,True,False,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit;operational,light soaking;operational stabilit,light[- ]soak|light soaking,True
Crossref,cr_operational_stability,150,,10.1002/adfm.202529943,Ferromagnetic–Electronic Coupling Strategy for Enhancing Operational Stability of Planar Perovskite Solar Cells toward Magnetron Co‐Sputtered Iron‐Doped Zinc‐Tin‐Oxide Ferroelectric Electron Transport Layers,"ABSTRACT In recent years, research on the ferroelectric coupling photovoltaic effect has gained remarkable advances in enhancing the efficiency and stability of perovskite solar cells (PSCs). Herein, Fe‐doped Zn 2 SnO 4 ferroelectric thin films were produced at room temperature via the magnetron co‐sputtering method and employed as electron transport layers in planar based PSCs. The impact of various polarization directions on photovoltaic performance has been extensively examined. Diamagnetic Zn 2 SnO 4 thin films were effectively endowed with ferromagnetic characteristics by doping with iron as a “hard ferromagnetic element”. The incorporation of iron enhances spontaneous dipole polarization and reduces defects at the perovskite/ETL interface, leading to an impressive efficiency of over 23% with a perpendicular magnetic field, compared to 22% for control. The cells also exhibited remarkable operational stability, maintaining 97% after 600 h under continuous illumination at 85°C, and 91% of initial efficiency after 1000 h under a relative humidity environment. This work emphasizes the utilization of ferromagnetic electron transport layers for controlling spontaneous polarization and altering carrier dynamics in perovskite, which is crucial for achieving highly efficient PSCs with improved operational stability.",2026,2026-05,journal-article,Advanced Functional Materials,Wiley,Ibrahim Cinar; Ibrahimhan Dilci; Kubra Genc; Yavuz Atasoy; Fantai Kong; Zhengguo Xiao; Savas Sonmezoglu,3,https://doi.org/10.1002/adfm.202529943,,,Crossref,cr_operational_stability,150,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;photovoltaic,stabilit;operational,"continuous (?:illumination|operation);\b\d[\d,\.]*\s*h\b;operational stabilit",,False
Crossref,cr_mppt,142,,10.71267/mencom.7816,Assessment of perovskite solar cells stability under continuous illumination via maximum power point tracking trends analysis,"The most common metric of perovskite solar cell stability, namely the time until the device loses 20",2026,2026,journal-article,Mendeleev Communications,"OOO Zhurnal ""Mendeleevskie Soobshcheniya""",Ekaterina Igorevna Marchenko; Natalia Nikolaevna Udalova; Nikolay Andreevich Belich; Pavel Andreevich Ivlev; Chengyuan Wang; Yumao Li; Eugene Alekseevich Goodilin; Aleksei Borisovich Tarasov,2,https://doi.org/10.71267/mencom.7816,,,Crossref,cr_mppt,142,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell,stabilit,maximum power point|\bmpp(?:t)?\b;tracking;continuous (?:illumination|operation),,False
Crossref,cr_reversible,4,,10.3390/asi9060116,On the Sufficiency of Direct Regression for Perovskite Solar Cell Degradation Forecasting,"Accurate prediction of the long-term MPPT degradation trajectory of perovskite solar cells (PSCs) from short-term measurements can significantly reduce the time required for material characterization. Although conditional diffusion models have recently been introduced for degradation prediction in energy devices, their applicability to PSC-specific maximum power point tracking (MPPT) degradation trajectory forecasting remains uncertain due to the complexity of the underlying dynamics. This study benchmarks three approaches using 2245 devices from a publicly available dataset: NHITS, a hierarchical multilayer perceptron (MLP) with direct multi-horizon regression; Probabilistic NHITS (P-NHITS), which utilizes the same architecture with multi-quantile output; and TimeDiff, a conditional diffusion model with a CSDI backbone, autoregressive initialization, mode conditioning, and classifier-free guidance. The results indicate that PSC degradation under controlled conditions is predominantly single-exponential, with device-specific decay rates identifiable within the first 30 h. Therefore, the forecasting task is most appropriately framed as a regression problem rather than a generative one. NHITS achieves a root mean squared error (RMSE) of 0.738 PCE% compared to TimeDiff’s 0.863 (a 17% increase, p",2026,2026-05-30,journal-article,Applied System Innovation,MDPI AG,Khaled Chahine; Hassan N. Noura,0,https://doi.org/10.3390/asi9060116,,,Crossref,cr_reversible,4,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;\bpce\b,degrad,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
Crossref,cr_operational_stability,80,,10.1103/3m96-tfbt,Perovskite Photovoltaic Module Curvature from Lamination Correlates to Operational Stability,"We report on a rapid, nondestructive scanning laser curvature method for directly characterizing an important and unacknowledged factor that can contribute to the stability of encapsulated single-junction and tandem perovskite solar modules, i.e., the curvature from lamination. The ability to directly identify mechanical stresses and their evolution in fully packaged modules provides critical information regarding possible risks for accelerated degradation and failure. We define a metric for the curvature relating the magnitude and variance in front-glass z -displacement to the “flatness” of the module. We also study the effects of package design and lamination parameters—specifically, encapsulant volume, module layout, front- and back-glass thickness, and ribbon placement with the goal of reducing the curvature and the resulting mechanical stress imposed after lamination. Critically, we show that flatter modules show significantly enhanced durability when compared to curved modules, increasing T 80 by about a factor of 2 from ∼ 900 to 1800 h under ISOS-L2 conditions at 65 ° C . A direct link between mechanical stress imparted from lamination and chemical degradation mechanisms in modules provides an important design guideline to the community toward robust and reliable perovskite module manufacturing.",2026,2026-07-13,journal-article,PRX Energy,American Physical Society (APS),Muneeza Ahmad; Terrence Banks; Sean P. Dunfield; Nicholas Rolston,0,https://doi.org/10.1103/3m96-tfbt,,,Crossref,cr_operational_stability,80,A_curve_likely_original,18,True,True,False,\bperovskit,photovoltaic,stabilit;degrad;durab;operational,"\b\d[\d,\.]*\s*h\b;operational stabilit;ISOS[- ]L",,False
OpenAlex,oa_mppt,5,https://openalex.org/W4415970745,10.1126/science.adw8780,Homogenized chlorine distribution for >27% power conversion efficiency in perovskite solar cells,"The spatial heterogeneity of halogen distribution in perovskite thin films represents a critical factor currently limiting both the power conversion efficiency and stability of solar cells. We identified pronounced through-film inhomogeneity in chlorine distribution in formamidinium lead iodide films, with the generally used additive methylammonium chloride. We demonstrated that incorporating alkali metal oxalates could effectively homogenize the chlorine distribution. These compounds underwent thermal dissociation, releasing alkali metal cations that selectively bound chloride ions, which considerably suppressed surface defects and eliminated interfacial barriers. A certified steady-state power conversion efficiency (PCE) of 27.2% (device area and measured mask area: 0.108 square cm and 0.074 square cm, respectively) in perovskite solar cells was achieved, and devices retained 86.3% of their initial PCE after 1529 hours of continuous maximum power point tracking (MPPT) under 1 Sun condition. Moreover, the unpassivated device maintained 82.8% of its original PCE under MPPT at 85°C aging under 1 Sun illumination after 1000 hours.",2025,2025-11-06,article,Science,American Association for the Advancement of Science,Zhuang Xiong; Qian Zhang; Kai Cai; Haitao Zhou; Qi Song; Zhaoyang Han; S. Kang; Yaowen Li; Qi Jiang; Xingwang Zhang; Jingbi You,380,https://doi.org/10.1126/science.adw8780,,False,OpenAlex,oa_mppt,5,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell;power conversion efficien;\bpce\b,stabilit;ageing|aging,maximum power point|\bmpp(?:t)?\b;tracking;\bhours?\b|\bhrs?\b,,False
OpenAlex,oa_mppt,73,https://openalex.org/W4410251334,10.1126/science.adr1334,Spontaneous formation of robust two-dimensional perovskite phases,"The two-dimensional on three-dimensional (2D/3D) perovskite bilayer heterostructure can improve the stability and performance of perovskite solar cells. We show that the 2D/3D perovskite stack in a device evolves dynamically during its end-of-life decomposition. Initially phase-pure 2D interlayers can evolve differently, resulting in different device stabilities. We show that a robust 2D interlayer can be formed using mixed solvents to regulate its crystallinity and phase purity. The resulting 2D/3D devices achieved 25.9% efficiency and had good durability, retaining 91% of their initial performance after 1074 hours at 85°C using maximum power point tracking.",2025,2025-05-08,article,Science,American Association for the Advancement of Science,Shaun Tan; M. C. Shih; Yongli Lu; Seung‐Gu Choi; Yifan Dong; Joo‐Hong Lee; İlhan Yavuz; Bryon W. Larson; So Yeon Park; Tim Kodalle; Ruiqi Zhang; Matthias J. Grotevent; Yu‐Kuan Lin; Hua Zhu; Vladimir Bulović; Carolin M. Sutter‐Fella; Nam‐Gyu Park; Matthew C. Beard; Jin‐Wook Lee; Kai Zhu; Moungi G. Bawendi,104,https://doi.org/10.1126/science.adr1334,https://escholarship.org/uc/item/7rm9f47h,True,OpenAlex,oa_mppt,73,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell,stabilit;durab,maximum power point|\bmpp(?:t)?\b;tracking;\bhours?\b|\bhrs?\b,,False
OpenAlex,oa_mppt,35,https://openalex.org/W4415988330,10.1038/s41566-025-01791-1,Stabilizing high-efficiency perovskite solar cells via strategic interfacial contact engineering,"Abstract Surface passivation in perovskite solar cells can enhance device efficiency, yet incomplete interfacial functionality poses challenges to long-term reliability. Here we present a strategic interfacial engineering approach using sodium heptafluorobutyrate to fully functionalize the perovskite surface. Sodium heptafluorobutyrate acts as an ion shield that tunes the perovskite surface work function and increases the defect formation energy, resulting in an improved interface with the electron transport layer that minimizes recombination and boosts electron extraction under operation. We find that a sodium-heptafluorobutyrate-functionalized perovskite surface promotes a uniform, compact C 60 layer that effectively blocks ion diffusion and stabilizes the device stack. This approach allows p–i–n perovskite solar cells to achieve a record power conversion efficiency (PCE) of 27.02% (certified 26.96% with a maximum-power-point-tracking PCE of 26.61%). Devices with an active area of 1 cm 2 deliver a PCE of 25.95%. Perovskite solar cells retain 100% of their initial efficiency following 1,200 h of continuous 1-sun illumination at the maximum power point. Devices also demonstrate exceptional thermal stability, retaining 92% of the initial PCE when ageing at 85 °C for 1,800 h and 94% after 200 thermal cycles between –40 °C and +85 °C.",2025,2025-11-07,article,Nature Photonics,Nature Portfolio,Guixiang Li; Zuhong Zhang; Benjamin Agyei‐Tuffour; Luyan Wu; Thomas W. Gries; Karunanantharajah Prashanthan; Lennart Frohloff; Artem Musiienko; Jinzhao Li; Rui Zhu; Lucy J. F. Hart; Luyao Wang; Zhe Li; Bo Hou; Norbert Koch; Michele Saba; Piers R. F. Barnes; Jenny Nelson; Paul J. Dyson; Mohammad Khaja Nazeeruddin; Meng Li; Antonio Abate,101,https://doi.org/10.1038/s41566-025-01791-1,https://www.nature.com/articles/s41566-025-01791-1.pdf,True,OpenAlex,oa_mppt,35,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell;power conversion efficien;\bpce\b;device efficien,stabilit;ageing|aging,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_mppt,110,https://openalex.org/W4410052606,10.1038/s41467-025-59515-6,Less-acidic boric acid-functionalized self-assembled monolayer for mitigating NiOx corrosion for efficient all-perovskite tandem solar cells,"The interfacial contact between NiOx and self-assembled monolayers (SAMs) in wide-bandgap (WBG) subcells limits the efficiency and stability of all-perovskite tandem solar cells (TSCs). The strongly acidic phosphoric acid (PA) anchors in common PA-SAMs corrode reactive NiOx, undermining device stability. Moreover, SAM aggregation leads to interfacial losses and significant open-circuit voltage (VOC) deficits. Here, we introduce boric acid (BA) as a milder anchoring group that chemisorbs onto NiOx via strong – $${{\rm{BO}}}_2{\mbox{-}}$$ –Ni coordination. A benzothiophene-fused head group enhances interfacial bonding through S–Ni orbital interactions, yielding higher binding energy than PA-SAMs. This design also promotes homogeneous SAM formation without aggregation. Resultantly, the WBG cell exhibits an improved PCE to 20.1%. When integrated with narrow bandgap (NBG) subcell, the two-terminal (2T) TSCs achieve an ameliorative PCE of 28.5% and maintain 90% of the initial PCE after maximum power point tracking (MPP) under 1 sun illumination for 500 h. The suboptimal interfacial contacts between nickel oxide and self-assembled monolayers in wide bandgap subcells limit the photovoltaic efficiency and stability. Here, authors employ boric acid as an anchoring group for chemisorption, achieving efficiency of 28.5% for two-terminal tandem solar cells.",2025,2025-05-03,article,Nature Communications,Nature Portfolio,Jingnan Wang; Boxin Jiao; Ruijia Tian; Kexuan Sun; Yuanyuan Meng; Bai Yang; Xiaoyi Lü; Bin Han; Ming Yang; Yaohua Wang; Shujing Zhou; Haibin Pan; Zhenhuan Song; Chuanxiao Xiao; Chang Liu; Ziyi Ge,69,https://doi.org/10.1038/s41467-025-59515-6,https://www.nature.com/articles/s41467-025-59515-6.pdf,True,OpenAlex,oa_mppt,110,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell;photovoltaic;\bpce\b,stabilit,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_mppt,75,https://openalex.org/W4410310578,10.1002/adma.202504520,Bifacially Reinforced Self‐Assembled Monolayer Interfaces for Minimized Recombination Loss and Enhanced Stability in Perovskite/Silicon Tandem Solar Cells,"Abstract Perovskite/silicon tandem solar cells have shown higher power conversion efficiencies (PCEs) than single‐junction cells. However, their record PCE still falls short of the theoretical maximum, and their stability is significantly lower than that of crystalline silicon solar cells. These challenges stem from the substantial losses in open‐circuit voltage ( V OC ) and the instability of wide‐bandgap perovskite devices, which are mainly caused by nonradiative recombination and degradation at the heterojunction interfaces, respectively. Specifically, the weak adhesion between indium tin oxide (ITO) and self‐assembled monolayers (SAMs), along with inadequate interactions between the SAMs and the perovskite, contributes to this instability. Herein, a novel SAM material, 4‐(11H‐benzo[a]carbazol‐11‐yl)butyl (4‐PhCz), has been developed to bifacially reinforce interfaces by enhancing SAM coverage on ITO and strengthening the interactions between SAM and perovskites. The resulting 1.67 eV perovskite solar cell (PSCs) achieves a V OC of 1.273 V with a low voltage loss of 0.397 V relative to the bandgap and a PCE of 22.53%. The 4‐PhCz‐based perovskite/silicon tandem cell achieves a V OC of 1.96 V and a PCE of 31.26%, retaining 92% of its initial efficiency after 1000 h of maximum power point tracking (MPPT) under 1‐sun illumination in a nitrogen atmosphere at 25 °C.",2025,2025-05-12,article,Advanced Materials,,Guo Chang; Hong‐Qiang Du; Yu‐Chen Wang; Xiang Gao; Yu‐Qi Lan; Yu‐Song Xiao; Wei Jiang; Yi‐Chen Zhou; Qi‐Bo Yuan; Ziyue Qiang; Jihong Zheng; Long‐Hui Yang; Caixia Wang; Ning Yang; Rui Lin; Guijie Liang; Mathias Uller Rothmann; Xinhua Ouyang; Yi‐Bing Cheng; Wei Li,66,https://doi.org/10.1002/adma.202504520,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202504520,True,OpenAlex,oa_mppt,75,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit;degrad,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,185,https://openalex.org/W4406161497,10.1021/acsenergylett.4c03282,In Situ Reconstructing the Buried Interface for Efficient CsPbI 3 Perovskite Solar Cells,"To CsPbI 3 perovskite solar cells, defects from buried interfaces and improper energy band alignment can cause severe carrier recombination and hamper further enhancement in efficiency and stability. In this work, we develop an in situ strategy to reconstruct the buried interface for n-i-p typed CsPbI 3 solar cells. This strategy is derived from an in situ exchange reaction between 18C6/Cs + and Pb 2+, leading to the formation of 18C6/Pb 2+ in the CsPbI 3 crystallization process (18C6: 18-crown-6 ether). The as-prepared 18C6/Pb 2+ complex acts as a kind of molecular barrier to modify the TiO 2 /perovskite buried interface and passivate under-coordinated Pb 2+ and iodide vacancies. Additionally, free Br – ions can diffuse into the lattice of the CsPbI 3 film bottom, forming a front-surface field to further suppress carrier recombination. Based on this strategy, as high as 22.14% efficiency has been achieved, demonstrating one of the highest efficiencies of CsPbI 3 perovskite solar cells to date. Besides, the modified cell can maintain 95% of its initial efficiency after 1500 h of MPP testing and 1500 h of long-term stability testing, exhibiting excellent operational stability.",2025,2025-01-08,article,ACS Energy Letters,American Chemical Society,Chengyu Tan; Yuqi Cui; Rui Zhang; Yiming Li; Huijue Wu; Jiangjian Shi; Yanhong Luo; Dongmei Li; Qingbo Meng,57,https://doi.org/10.1021/acsenergylett.4c03282,,False,OpenAlex,oa_operational_stability,185,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell,stabilit;operational,"maximum power point|\bmpp(?:t)?\b;\b\d[\d,\.]*\s*h\b;operational stabilit",,False
OpenAlex,oa_operational_stability,190,https://openalex.org/W4409246641,10.1038/s41467-025-58672-y,Regulating three-layer full carbon electrodes to enhance the cell performance of CsPbI3 perovskite solar cells,"Carbon-based perovskite solar cells exhibit a promising application prospect due to its cost effective and attractive hydrophobic nature and chemical inertness, but are still limited to unsatisfied device efficiency. Herein, we design a triple-layer full-carbon electrode for n-i-p typed perovskite solar cells, which is comprised of a modified macroporous carbon layer, a highly conductive graphite layer and a thin dense carbon layer, and each layer undertakes different contribution to improving the cell performance. Based on this full-carbon electrode, inorganic CsPbI3 perovskite solar cells exhibit >19% certified efficiency which is the highest result among carbon-based CsPbI3 devices. On one hand, carbon quantum dots decorated on the macro-porous carbon layer can realize better energy alignment of full-carbon electrode/spiro-OMeTAD/CsPbI3 interface, on the other hand, highly conductive graphite layer is advantageous to carrier transporting. Typically, the top dense carbon layer exhibits significant thermal radiation ability, which can reduce the operational temperature of devices by about 10 °C, both from theoretical simulation and experimental testing. Thereby, packaged full-carbon electrode based CsPbI3 cells exhibit much better photothermal stability at ~70°C accompanied by white light emitting diode illumination, which exhibit no efficiency degradation after 2000 h continuous operational tracking. The device efficiency of carbon-based perovskite solar cells remains unsatisfactory. Here, the authors design a triple-layer full-carbon electrode with carbon quantum dots decorated on macro-porous carbon layer, realizing certified efficiency of over 19% for n-i-p CsPbI3 perovskite solar cells.",2025,2025-04-08,article,Nature Communications,Nature Portfolio,Bingcheng Yu; Jiangjian Shi; Yiming Li; Shan Tan; Yuqi Cui; Fanqi Meng; Huijue Wu; Yanhong Luo; Dongmei Li; Qingbo Meng,56,https://doi.org/10.1038/s41467-025-58672-y,https://www.nature.com/articles/s41467-025-58672-y.pdf,True,OpenAlex,oa_operational_stability,190,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell;device efficien,stabilit;degrad;operational,"tracking;continuous (?:illumination|operation);\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_mppt,137,https://openalex.org/W4407247120,10.1021/acsenergylett.4c03370,Lewis Base Strategy for Crystallization Control and Buried Interface Passivation on Hydrophobic PTAA Substrate for Efficient Tin–Lead Perovskite and All-Perovskite Tandem Solar Cells,"Nonionic PTAA is an ideal substitute for PEDOT:PSS as a hole-selective layer to improve the stability of mixed tin–lead (Sn–Pb) perovskite solar cells (PSCs). However, its hydrophobic nature aggravates the unbalanced crystallization and poor buried contacts of Sn–Pb perovskite films. Here, we report a Lewis base strategy to tackle these issues by introducing 4-bromophenylurea (BPU) or 4-bromophenylthiourea (BPSU) to interact with precursor ingredients to form large clusters, which accelerate nucleation and delay crystal growth as well as suppress buried interfacial nonradiative recombination. Compared to BPU, the more polar BPSU enables stronger interactions with Sn-halides than Pb-halides, resulting in improved film and interface qualities. Consequently, the Sn–Pb PSCs achieve a power conversion efficiency of 23.87%, the highest reported value for Sn–Pb cells on PTAA. Furthermore, the all-perovskite tandems deliver an efficiency of 27.61% (certified 27.17%) and retain 90% of their initial value after 1200 h of maximum power point tracking in nitrogen.",2025,2025-02-07,article,ACS Energy Letters,American Chemical Society,Jinling Chen; Jiajun Du; Jingyu Cai; Beilin Ouyang; Ziyi Li; Xiling Wu; Congcong Tian; Anxin Sun; Rongshan Zhuang; Xueyun Wu; Chen Chen; Chen Chen; Tiantian Cen; Ran Li; Teng Xue; Yuyang Zhao; Kaibo Zhao; Qianwen Chen; Chun‐Chao Chen; Chun‐Chao Chen,51,https://doi.org/10.1021/acsenergylett.4c03370,,False,OpenAlex,oa_mppt,137,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien,stabilit,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_mppt,125,https://openalex.org/W4409349200,10.1002/adma.202502916,High‐Efficiency Large‐Area Perovskite Solar Cells via a Multifunctional Crystallization Regulating Passivation Additive,"Abstract Film morphology and surface/interface defect density play a critical role in determining the efficiency and stability of perovskite solar cells (PSCs). Here, a chlorine‐substituted aromatic polycyclic derivative (BNCl) is reported, which shows strong interaction with both lead iodide and dimethyl sulfoxide, to regulate the crystallization of perovskite, along with effective passivation of grain boundaries and surface. In addition, the extruded BNCl molecule at the hole transport layer (HTL)/perovskite interface can facilitate the hole transport, leading to better charge transfer. As a result, certified power conversion efficiencies (PCEs) of 25.04% and 22.81% are achieved for PSCs and minimodules with aperture areas of 1 cm 2 and 12 cm 2 respectively. In addition, the device maintained 80% of its initial efficiency after 2500 h of maximum power point (MPP) tracking under ISOS‐L‐1 standard.",2025,2025-04-11,article,Advanced Materials,,Junjie Zhou; Jiaying Lv; Liguo Tan; Hang Li; Boxin Jiao; Minghao Li; Yue Liu; Chaofan Jiang; Ruimao Hua; Chenyi Yi,46,https://doi.org/10.1002/adma.202502916,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202502916,True,OpenAlex,oa_mppt,125,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien,stabilit,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
