time_hours,node_0_mean,node_0_weight,node_1_mean,node_1_weight,node_2_mean,node_2_weight,node_3_mean,node_3_weight
6.83333333,0.736801348,0.739751526,0.757542015,0.757224052,0.798867504,0.80074706,0.792981324,0.79712986
7,0.741187724,0.744217106,0.760835799,0.760668032,0.795069642,0.79699745,0.788198565,0.792446137
7.16666667,0.745555496,0.748653522,0.764105973,0.764089778,0.791311434,0.793267319,0.78342276,0.787785242
7.33333333,0.749906037,0.753044844,0.767344085,0.767484672,0.787592116,0.789569333,0.778656548,0.78312451
7.5,0.754230737,0.757384127,0.770558429,0.770855701,0.783913448,0.785916482,0.773904107,0.778454145
7.66666667,0.758525267,0.761690515,0.773773837,0.774230268,0.780263003,0.782300022,0.76916233,0.773760491
7.83333333,0.762769991,0.765964512,0.776992805,0.777622582,0.776638872,0.778724131,0.764445191,0.769074496
8,0.766969125,0.77020811,0.780198468,0.781016756,0.773057747,0.775207839,0.759759131,0.764424236
8.16666667,0.771153568,0.774430282,0.783394792,0.784389157,0.769525657,0.771742411,0.75508692,0.759792713
8.33333333,0.775322943,0.7786256,0.786583466,0.787730665,0.766050698,0.768316738,0.750435604,0.755188829
8.5,0.779467304,0.782780836,0.789749569,0.791046576,0.762627342,0.764924698,0.745815295,0.750620369
8.66666667,0.783592027,0.786899804,0.792884225,0.794344866,0.759234826,0.761566754,0.741212935,0.746075489
8.83333333,0.787695196,0.790987738,0.795983288,0.797617668,0.755872749,0.758259818,0.736632059,0.741559217
9,0.791769382,0.795047389,0.799048069,0.800847738,0.752550189,0.755005132,0.732074459,0.73707599
9.16666667,0.795811735,0.799092924,0.802096299,0.804051966,0.749259487,0.751779824,0.727524434,0.732616374
9.33333333,0.799812695,0.803106496,0.805136307,0.807256584,0.746004859,0.748580593,0.722991464,0.728187927
9.5,0.803770284,0.807076436,0.808161966,0.810462381,0.742795468,0.745414955,0.718485485,0.723785009
9.66666667,0.807692616,0.81101506,0.811176777,0.813654358,0.739614644,0.742276326,0.71399257,0.719388141
9.83333333,0.811570013,0.814894726,0.814177507,0.816798245,0.736458838,0.739172032,0.709511439,0.714996284
10,0.815398053,0.8187034,0.817158351,0.819890874,0.733334704,0.736103302,0.705045024,0.710612851
10.1666667,0.819191986,0.822473362,0.820124319,0.82296276,0.730238489,0.733052647,0.700583599,0.706237225
10.3333333,0.82294549,0.826204793,0.823075381,0.826016557,0.727169016,0.730012236,0.69612591,0.701860997
10.5,0.826652184,0.829899266,0.826008761,0.829041136,0.724127471,0.726984203,0.691679041,0.697481395
10.6666667,0.830324057,0.833561053,0.828931956,0.832034368,0.721110244,0.723959268,0.687245018,0.693103324
10.8333333,0.833959893,0.837177229,0.831846711,0.834998587,0.718127437,0.72095353,0.682834643,0.688745612
11,0.837552755,0.840748783,0.834743325,0.837938556,0.715191874,0.717989946,0.678450889,0.684416711
11.1666667,0.841109066,0.844280411,0.837628791,0.840871027,0.712295284,0.715056881,0.674073712,0.680093594
11.3333333,0.844625809,0.847774026,0.840500797,0.843787649,0.709434967,0.712155063,0.66970676,0.675780863
11.5,0.848098228,0.851229292,0.843343896,0.846670225,0.706613553,0.709284918,0.665359986,0.671491505
11.6666667,0.851535334,0.854642439,0.846149622,0.849528186,0.703819282,0.706427997,0.661025073,0.667214641
11.8333333,0.854924981,0.85799729,0.848919198,0.852363658,0.701053583,0.703578241,0.656708266,0.66294639
12,0.858258945,0.861294727,0.851659079,0.855163582,0.698326622,0.700749962,0.652417727,0.658693515
12.1666667,0.861553999,0.864563265,0.854379796,0.857933785,0.695627142,0.697944618,0.648145116,0.654454077
12.3333333,0.864803477,0.867799437,0.857081401,0.860682358,0.692956086,0.695179229,0.64389084,0.650226235
12.5,0.867998164,0.870987326,0.859754786,0.863409564,0.690317217,0.692461576,0.639659693,0.646018939
12.6666667,0.871150904,0.874133677,0.86240381,0.866121033,0.68769568,0.689776486,0.63545148,0.641845735
12.8333333,0.874269365,0.877242934,0.865022776,0.868801031,0.685091691,0.687122092,0.63127565,0.637728059
13,0.877350647,0.880313024,0.867605007,0.871443483,0.68251308,0.684511712,0.627133964,0.633648952
13.1666667,0.880401782,0.883335689,0.87016927,0.8740744,0.679955952,0.681953243,0.623008273,0.629544459
13.3333333,0.883417274,0.886295708,0.872721242,0.876679942,0.677416955,0.679430882,0.618896775,0.625404859
13.5,0.886383379,0.889203414,0.875244999,0.879228231,0.67489776,0.676929665,0.614808216,0.621266377
13.6666667,0.889309363,0.892083358,0.877733741,0.881717295,0.672400835,0.674438463,0.610737674,0.617144264
13.8333333,0.892189966,0.894922723,0.880185288,0.884163989,0.669935026,0.671977268,0.606683391,0.613037482
14,0.895014106,0.897699962,0.882600586,0.886579735,0.667506354,0.66956127,0.60264909,0.608947302
14.1666667,0.897786627,0.900421577,0.884988388,0.888964208,0.665104133,0.667169611,0.598635807,0.604890644
14.3333333,0.900512941,0.90309926,0.887355893,0.891312736,0.662724347,0.664795559,0.594653963,0.600873509
14.5,0.903193674,0.905739492,0.889700793,0.893608273,0.660371664,0.662440423,0.590706506,0.596887823
14.6666667,0.905831215,0.908345327,0.892022053,0.895844911,0.658043101,0.660106359,0.586777471,0.592922797
14.8333333,0.908414997,0.910911362,0.894310559,0.898032024,0.655749,0.657810091,0.582867842,0.588973532
15,0.910937399,0.913430576,0.896558711,0.900178672,0.653495849,0.655554491,0.578986157,0.585050278
15.1666667,0.913410922,0.915911831,0.898780159,0.90230295,0.651268755,0.653332374,0.575135128,0.581181618
15.3333333,0.915837365,0.918362185,0.900975118,0.904401457,0.649060517,0.651144629,0.571323651,0.577379135
15.5,0.918209212,0.92077547,0.903137922,0.906462952,0.646874586,0.648988354,0.567549266,0.573624535
15.6666667,0.920529989,0.923134626,0.905272899,0.90850008,0.644714224,0.646851448,0.563805534,0.569896906
15.8333333,0.922800128,0.925415699,0.907383634,0.910527924,0.642577766,0.644736588,0.560089664,0.566172079
16,0.925011652,0.927624554,0.909464555,0.912541532,0.64046043,0.642645346,0.556400426,0.562450085
16.1666667,0.92716818,0.929797497,0.911519243,0.914522107,0.638353315,0.640562206,0.552740893,0.558752521
16.3333333,0.929269435,0.931935279,0.913550351,0.916453826,0.636270777,0.638499222,0.549112792,0.555076463
16.5,0.931310299,0.934016042,0.915544335,0.918334344,0.634223229,0.6364696,0.545515998,0.551422918
16.6666667,0.933307852,0.936046732,0.917489116,0.920183192,0.632192388,0.634460391,0.541942122,0.547791593
16.8333333,0.935267589,0.938031803,0.919384938,0.922018693,0.630177084,0.632468701,0.538392347,0.544184878
17,0.937179056,0.939962438,0.921239795,0.923822765,0.628181044,0.63049536,0.534870828,0.540616697
17.1666667,0.939053717,0.941853198,0.923066232,0.925564871,0.626193714,0.628534744,0.531374368,0.537090909
17.3333333,0.940898064,0.943717553,0.924860585,0.927225647,0.624213769,0.626583819,0.527910971,0.533621563
17.5,0.942695409,0.945534137,0.926608232,0.928808682,0.622251117,0.624642652,0.524488434,0.53021247
17.6666667,0.944430591,0.947278659,0.928312937,0.930361497,0.62031175,0.622708396,0.521099567,0.526855076
17.8333333,0.946107056,0.948962691,0.929975696,0.931910926,0.618392222,0.620785967,0.517744967,0.523537319
18,0.947734742,0.950604903,0.931591153,0.93343994,0.616487359,0.618881521,0.514428008,0.52025429
18.1666667,0.949315241,0.952206094,0.933170124,0.934948193,0.614588224,0.6169819,0.511136226,0.516993397
18.3333333,0.950842619,0.953749597,0.934717218,0.936434995,0.612693514,0.615073625,0.507871862,0.513759425
18.5,0.952314093,0.955219697,0.936225412,0.937883876,0.610808457,0.613165945,0.504646034,0.510567044
18.6666667,0.953739247,0.956626728,0.937700168,0.939293722,0.608935601,0.611266705,0.501451488,0.507390544
18.8333333,0.955127668,0.958002178,0.93913703,0.94067594,0.60708052,0.609384566,0.498293092,0.504227066
19,0.95646951,0.959347367,0.940532437,0.942043032,0.60524382,0.607532761,0.495178893,0.501096509
19.1666667,0.957756799,0.960655781,0.941899344,0.943399831,0.603430905,0.605714622,0.492106229,0.498022695
19.3333333,0.958988769,0.961926935,0.943238252,0.944727789,0.601646369,0.603934704,0.489084826,0.495042849
19.5,0.96016998,0.963146121,0.944541322,0.946002389,0.599885778,0.602191074,0.486114811,0.49214365
19.6666667,0.961320051,0.964312557,0.945800675,0.947210317,0.598144806,0.600468096,0.483180334,0.48926209
19.8333333,0.962437994,0.965429527,0.947012173,0.948341045,0.596427944,0.598754805,0.480277711,0.486386073
20,0.963507255,0.966492143,0.948183212,0.949409583,0.594730096,0.597044588,0.477414338,0.483538616
20.1666667,0.964534741,0.967510548,0.949323335,0.950445063,0.593038799,0.595341176,0.474582117,0.480725176
20.3333333,0.965523989,0.968491622,0.950443499,0.951464224,0.591354199,0.593649668,0.471776816,0.477948448
20.5,0.966470079,0.969437504,0.951545924,0.952475908,0.589681499,0.591960643,0.469007189,0.475212731
20.6666667,0.967366831,0.970344954,0.952628412,0.953484157,0.588022045,0.590261402,0.46627121,0.47250175
20.8333333,0.968214146,0.971216199,0.953689281,0.954490332,0.586382558,0.588554987,0.463572557,0.469799701
21,0.969016873,0.97204598,0.954719329,0.955485333,0.584762509,0.5868518,0.460917207,0.467114413
21.1666667,0.969778959,0.972828248,0.955716183,0.956437117,0.583152182,0.585160677,0.458288745,0.464459893
21.3333333,0.970493539,0.973542984,0.956686708,0.957333411,0.581547744,0.583491902,0.45567894,0.461850431
21.5,0.971160063,0.974181644,0.957627564,0.958186757,0.579958176,0.581848441,0.453090453,0.459274008
21.6666667,0.971794639,0.974786768,0.958532415,0.959022448,0.578388789,0.580219098,0.45052457,0.456704818
21.8333333,0.972397658,0.975375457,0.959395438,0.95983487,0.576845302,0.578621595,0.447995666,0.454146726
22,0.972957421,0.975926322,0.96021752,0.960591151,0.575331408,0.577069955,0.445510434,0.451615699
22.1666667,0.973475472,0.976439573,0.961010529,0.96128949,0.573841421,0.57554629,0.443068957,0.449142404
22.3333333,0.973956398,0.976915909,0.961788895,0.961948964,0.57236254,0.574030906,0.440682731,0.446759845
22.5,0.974394138,0.977341526,0.962554786,0.96259051,0.570892188,0.572513425,0.438350379,0.444455381
22.6666667,0.97478587,0.977718395,0.963289161,0.963218605,0.56943383,0.570995439,0.436057272,0.442187189
22.8333333,0.975131941,0.97804073,0.963986788,0.963835536,0.567992731,0.569489691,0.433811744,0.439951113
23,0.975430276,0.978300252,0.964655041,0.964444959,0.566571855,0.568010624,0.431625501,0.437751822
23.1666667,0.975689328,0.978507798,0.965304746,0.965048836,0.565166946,0.566553826,0.429489168,0.435570783
23.3333333,0.97591312,0.978668132,0.965938006,0.96563375,0.563775605,0.56511582,0.427396718,0.433412775
23.5,0.976099938,0.978787461,0.966547959,0.966189216,0.562398029,0.563698319,0.42534697,0.431304527
23.6666667,0.976259741,0.978878344,0.967125055,0.966716307,0.561028423,0.562308271,0.423334171,0.42925274
23.8333333,0.976401994,0.978951838,0.967667093,0.967225386,0.559663031,0.560932615,0.421364461,0.427253217
24,0.976516379,0.978995676,0.968179329,0.967718813,0.558305656,0.559560671,0.419443212,0.425296758
24.1666667,0.976594144,0.97899415,0.968671268,0.968195423,0.556951535,0.55818166,0.417562202,0.423377212
24.3333333,0.976631418,0.978937529,0.96914604,0.968655684,0.555607775,0.556787765,0.415711315,0.421479596
24.5,0.976627531,0.978824013,0.96959782,0.969088365,0.55428185,0.555386564,0.41389061,0.419593568
24.6666667,0.976585486,0.978665192,0.970032422,0.96949767,0.552962964,0.553978991,0.412100151,0.417715249
24.8333333,0.976507952,0.978466908,0.970464951,0.969890731,0.551649687,0.55258609,0.410335476,0.415849976
25,0.9763957,0.978228498,0.970894391,0.970260995,0.550343156,0.551212873,0.408603044,0.414012815
25.1666667,0.976248254,0.977956391,0.971306601,0.970613586,0.549053564,0.549862335,0.406911978,0.412214324
25.3333333,0.976066737,0.977660035,0.971695193,0.970955989,0.547792474,0.548542706,0.405270368,0.410480958
25.5,0.975848488,0.977334636,0.97206605,0.971283376,0.546552563,0.547233187,0.403677896,0.408821226
25.6666667,0.975593652,0.976973698,0.972426427,0.97157477,0.545319401,0.545894264,0.402127701,0.40722424
25.8333333,0.975309108,0.976572989,0.972770919,0.971819989,0.544083517,0.544530793,0.40062265,0.405667137
26,0.974991895,0.97612424,0.973094379,0.972041606,0.542848909,0.543177537,0.399163305,0.404137289
26.1666667,0.974632018,0.975626784,0.973398658,0.972263633,0.541627774,0.541855182,0.397738947,0.40264272
26.3333333,0.974227775,0.975089308,0.973698915,0.972512814,0.540425089,0.540569124,0.396348626,0.401203167
26.5,0.97378194,0.974515215,0.974004697,0.972791915,0.539233696,0.539304831,0.394996732,0.399818718
26.6666667,0.973305357,0.973903565,0.974312339,0.973072785,0.538040165,0.538032195,0.393682962,0.398480807
26.8333333,0.972799222,0.973254996,0.974614207,0.973332483,0.536853051,0.536756614,0.392410265,0.397184228
27,0.972260111,0.972573748,0.97490178,0.973575833,0.535680919,0.535491345,0.391179589,0.395913304
27.1666667,0.971686409,0.97185367,0.975175885,0.973823862,0.534515231,0.534235335,0.389977735,0.394647618
27.3333333,0.971082367,0.971092343,0.975431342,0.974068298,0.533354801,0.533000581,0.388800353,0.393383366
27.5,0.970447646,0.970292736,0.975669508,0.974296215,0.532200834,0.531786118,0.387655858,0.392131089
27.6666667,0.969775358,0.969473537,0.975894443,0.974493718,0.531056076,0.530580203,0.386554501,0.390918126
27.8333333,0.969068301,0.968642766,0.976106299,0.974653381,0.529926231,0.529385267,0.385502763,0.38975971
28,0.968329981,0.967782005,0.976307575,0.974790416,0.528810567,0.528201322,0.384497392,0.388643726
28.1666667,0.967558785,0.966884305,0.976495734,0.974929941,0.527690098,0.527003437,0.383536426,0.387574899
28.3333333,0.966761867,0.965969734,0.976671826,0.975080934,0.526557466,0.525770965,0.382614277,0.386546909
28.5,0.965936712,0.965033239,0.976836217,0.975222639,0.525421269,0.524524866,0.381731377,0.385547266
28.6666667,0.965075578,0.96405266,0.976977466,0.975321951,0.52428557,0.523295957,0.380892785,0.384591942
28.8333333,0.964183745,0.963029543,0.977085516,0.975372927,0.523156578,0.522090622,0.380106235,0.383705264
29,0.963256146,0.961964731,0.977168534,0.975399724,0.522039934,0.52090478,0.379369683,0.382876651
29.1666667,0.962272351,0.960847906,0.977242185,0.975437316,0.520935975,0.519731899,0.378664855,0.382063912
29.3333333,0.961232591,0.959679781,0.977314766,0.975496769,0.519841917,0.51856023,0.377985321,0.381237513
29.5,0.960152307,0.958481479,0.977383147,0.975560796,0.51875171,0.517383314,0.377330481,0.380407974
29.6666667,0.959040205,0.957256916,0.977438435,0.975607833,0.517660874,0.516206,0.376706731,0.379617574
29.8333333,0.957903967,0.956014013,0.977479902,0.975636327,0.516569113,0.51503179,0.376120505,0.378873952
30,0.956741776,0.954755432,0.977507149,0.975659858,0.515478931,0.513865801,0.375572394,0.378170412
30.1666667,0.955548707,0.953488131,0.977512829,0.975676882,0.514396851,0.512727019,0.375057051,0.377491713
30.3333333,0.954323893,0.952224455,0.977494126,0.975683698,0.513333885,0.511626163,0.374572621,0.376827189
30.5,0.953066622,0.950952727,0.977457361,0.975677553,0.512293222,0.510556221,0.374123967,0.376197197
30.6666667,0.951767813,0.949630905,0.977416893,0.975651704,0.511269932,0.509517122,0.37370653,0.375615412
30.8333333,0.950417655,0.948238611,0.977384442,0.975615635,0.510262969,0.508499384,0.37331636,0.375082756
31,0.94901911,0.946792333,0.977360348,0.975579379,0.509267074,0.507483035,0.372959494,0.374587464
31.1666667,0.94758087,0.945299263,0.977343953,0.975554328,0.508278514,0.506462297,0.372631276,0.374085268
31.3333333,0.946111697,0.943769043,0.977327694,0.975544353,0.507304928,0.505446633,0.372320891,0.373561549
31.5,0.944615152,0.942217821,0.977306613,0.975546047,0.506347816,0.504445378,0.372026918,0.37304753
31.6666667,0.943089653,0.940650529,0.977284902,0.975563932,0.505396021,0.503453151,0.371755457,0.372560773
31.8333333,0.941527838,0.93905426,0.977255945,0.97558421,0.504452377,0.502465512,0.371502548,0.372088776
32,0.939919724,0.937410242,0.977211558,0.975590916,0.503519931,0.501484877,0.371269434,0.371624426
32.1666667,0.938265757,0.93572501,0.977149893,0.975588116,0.502599404,0.500525614,0.371067219,0.371175148
32.3333333,0.936572577,0.934017711,0.977086908,0.975604695,0.501696064,0.499602907,0.370891784,0.370746783
32.5,0.934840441,0.932278056,0.977032608,0.975644141,0.500810246,0.498705116,0.370738024,0.370346516
32.6666667,0.933065306,0.930475805,0.976983758,0.975681542,0.499932381,0.497810863,0.370602007,0.36998292
32.8333333,0.93125246,0.928596461,0.97693767,0.975711031,0.499058021,0.496919938,0.370482399,0.369654039
33,0.929403309,0.926651714,0.976890414,0.975733255,0.498191439,0.496041791,0.370385318,0.369342455
33.1666667,0.92751666,0.924668606,0.97683336,0.9757395,0.497343211,0.495185142,0.370318282,0.369034551
33.3333333,0.92559671,0.922663959,0.976765506,0.975735024,0.496520372,0.494341396,0.370284177,0.368734578
33.5,0.923638184,0.920627969,0.976698489,0.975735384,0.495715344,0.493498694,0.370282108,0.368462105
33.6666667,0.921637518,0.918556153,0.976643912,0.975755585,0.494909657,0.492635682,0.370305406,0.36822779
33.8333333,0.919609163,0.916464066,0.976601134,0.975803262,0.49409608,0.491752063,0.37035705,0.368040347
34,0.917554063,0.914351571,0.976560243,0.975877051,0.493278923,0.490868538,0.370442288,0.367890473
34.1666667,0.915460027,0.912201804,0.976510618,0.975972256,0.492470544,0.489999843,0.370548758,0.367742156
34.3333333,0.913333211,0.910019866,0.976453781,0.976079932,0.491673789,0.489148453,0.370667797,0.36758181
34.5,0.911177075,0.907805462,0.976402749,0.976196779,0.490885719,0.48830919,0.370804905,0.367432925
34.6666667,0.908990354,0.90555686,0.97635582,0.97630141,0.490107148,0.48747328,0.370957693,0.367299047
34.8333333,0.906777782,0.903279033,0.97630081,0.976358155,0.489341064,0.486636133,0.371125807,0.36718399
35,0.90453459,0.900958012,0.976230511,0.976361983,0.488588409,0.485802431,0.371312249,0.367095758
35.1666667,0.902258011,0.898595698,0.976155248,0.976346298,0.48783946,0.484968047,0.371520672,0.36703189
35.3333333,0.899958873,0.896214783,0.97608444,0.976332057,0.487089264,0.484138194,0.37176107,0.367001321
35.5,0.897637472,0.893816064,0.976019527,0.97631755,0.486335691,0.483308124,0.372034057,0.367007934
35.6666667,0.895276184,0.891371712,0.975954325,0.976291234,0.485581484,0.482475486,0.37232341,0.367039427
35.8333333,0.892872351,0.888870313,0.975886077,0.976261153,0.484836137,0.481655146,0.372614788,0.36707401
36,0.890437491,0.886328498,0.975813006,0.976230666,0.484102235,0.480847624,0.372913025,0.367116396
36.1666667,0.887981009,0.88377549,0.975739204,0.976185528,0.483366799,0.480059641,0.373234396,0.36720972
36.3333333,0.885507025,0.881227656,0.975673863,0.976128817,0.482628018,0.47931509,0.373579945,0.367364703
36.5,0.883007506,0.878673717,0.975610347,0.976056464,0.4819008,0.478609221,0.37394414,0.367559803
36.6666667,0.880474981,0.876098153,0.97552939,0.975960999,0.481186914,0.47788869,0.374335978,0.367787871
36.8333333,0.877918672,0.873509076,0.975428494,0.975861971,0.480481437,0.477143609,0.374764823,0.368055302
37,0.875345815,0.870911249,0.975318288,0.975766731,0.479781119,0.476395012,0.375222558,0.368358985
37.1666667,0.872748285,0.868286871,0.975211582,0.975659586,0.479080644,0.475644682,0.375695814,0.368666763
37.3333333,0.870121768,0.865636859,0.97511454,0.975530882,0.478379233,0.474901978,0.376178714,0.368960932
37.5,0.86747015,0.862969283,0.975026501,0.975389647,0.47768422,0.474186786,0.376677192,0.369258461
37.6666667,0.86478957,0.860278863,0.974949922,0.975255018,0.477004897,0.473500415,0.377202383,0.369594337
37.8333333,0.862087286,0.857560987,0.974879842,0.975124423,0.476342018,0.472838289,0.377755436,0.369973473
38,0.859369573,0.854816359,0.974810249,0.974990901,0.475683538,0.472180082,0.378338344,0.370385961
38.1666667,0.856635173,0.852055522,0.974731202,0.974836513,0.475019473,0.471513885,0.378951207,0.370819648
38.3333333,0.853882982,0.849293757,0.974641854,0.974648888,0.474354641,0.470849088,0.37958831,0.371278847
38.5,0.851106354,0.846519577,0.974551725,0.974444443,0.473691201,0.470189945,0.380245128,0.371771455
38.6666667,0.848304183,0.843703869,0.974463707,0.974249964,0.473019511,0.469521303,0.380922335,0.372288509
38.8333333,0.845484124,0.840846213,0.974367331,0.974064039,0.472338368,0.468837548,0.38161756,0.372818426
39,0.842648146,0.837957939,0.974256033,0.973858554,0.471659023,0.468144075,0.382334483,0.373360198
39.1666667,0.839783484,0.835044611,0.974140307,0.97363415,0.470989445,0.467443954,0.383079371,0.373924062
39.3333333,0.836895049,0.832123456,0.974024801,0.973410615,0.47033869,0.466749422,0.383843549,0.374521838
39.5,0.833991773,0.82919731,0.973901999,0.973185891,0.469702063,0.466065091,0.384627502,0.375158942
39.6666667,0.831067307,0.826254851,0.97377043,0.972949278,0.469059007,0.465375278,0.385440956,0.375830035
39.8333333,0.82812052,0.823303933,0.973631421,0.972693831,0.468397817,0.46466528,0.386281765,0.376524407
40,0.825162332,0.820355365,0.973484598,0.972414605,0.467727002,0.463950184,0.387146192,0.377239896
40.1666667,0.822196824,0.817388935,0.973330178,0.972122579,0.467062732,0.463257632,0.388039812,0.377993363
40.3333333,0.819228804,0.814398745,0.973165493,0.971836885,0.466410885,0.462580104,0.388962233,0.378812739
40.5,0.816257605,0.811397241,0.972994976,0.971567939,0.465767239,0.461896603,0.389900705,0.379680211
40.6666667,0.813266599,0.808379692,0.97283047,0.971306378,0.465124132,0.461206651,0.390842477,0.380547147
40.8333333,0.810255524,0.805362656,0.972671684,0.971041505,0.464475325,0.46050985,0.391780826,0.381397332
41,0.807238106,0.802350269,0.972509805,0.970771185,0.463817059,0.459814863,0.392727093,0.382254844
41.1666667,0.804221622,0.799337534,0.972343451,0.970502153,0.463152044,0.459140544,0.393697627,0.383158567
41.3333333,0.80120925,0.796329326,0.9721816,0.970245075,0.462482228,0.458483888,0.394704435,0.384117544
41.5,0.798190702,0.793312761,0.972028689,0.970005911,0.46181529,0.457835276,0.395740426,0.385106992
41.6666667,0.795144689,0.790256001,0.971875328,0.96977913,0.461163679,0.457192817,0.396794158,0.38611857
41.8333333,0.79207453,0.787167079,0.97171565,0.969546014,0.460535131,0.456562066,0.397864423,0.387158423
42,0.788994555,0.784067391,0.97156102,0.969313785,0.459923638,0.455941864,0.398955078,0.388235922
42.1666667,0.785909932,0.780948476,0.971429638,0.969109621,0.459316184,0.455329688,0.400068233,0.389356071
42.3333333,0.78282269,0.777803596,0.971319921,0.968943023,0.458710622,0.45472025,0.401189664,0.390491276
42.5,0.779733215,0.774639623,0.97122381,0.968811612,0.458108793,0.45410742,0.402315499,0.391621561
42.6666667,0.776647294,0.771468229,0.971128359,0.968689645,0.457511577,0.453501164,0.403451987,0.392753327
42.8333333,0.773563315,0.768293697,0.97102461,0.968558535,0.456932038,0.452920819,0.404591516,0.393885997
43,0.770469262,0.765105742,0.970914212,0.96842219,0.456367176,0.452357113,0.405731034,0.395018012
43.1666667,0.767356549,0.761894903,0.970801645,0.968287206,0.455793172,0.451774576,0.406888346,0.396162884
43.3333333,0.764236169,0.758674821,0.970687843,0.968165149,0.455205341,0.451172345,0.40807488,0.39734001
